,,,,
1,,NapIes,1842,5
2,,켈미,1836,5
3,,구공레이디,1830,5
4,,silo,1830,5
5,,강강술술,1829,5
6,,신녀,1825,5
7,,워보스,1813,5
8,,Reilz,1813,5
9,,체페시,1812,5
10,,남천,1807,5
11,,바다의사랑,1804,5
12,,dlfwls,1802,5
13,,개킹받쥬,1792,5
14,,Vishnu,1779,5
15,,아리아드,1774,5
16,,Devas,1767,5
17,,파초선,1763,5
18,,영술이긔,1652,5
19,,임나엘,1644,5
20,,천도패왕,1624,5
21,,강술전용시머링,1624,5
22,,Celebrity,1621,5
23,,신기운,1621,5
24,,강술전용버프켈,1619,5
25,,커럽,1608,5
26,,우치하강술이,1606,5
27,,잔댜르크,1605,5
28,,Brahma,1595,5
29,,연연술술,1594,5
30,,지크하트,1591,5
31,,yh창병,1588,5
32,,엘카궁사,1582,5
33,,타락한강술,1581,5
34,,Gunpowder,1558,5
35,,갓무도가,1555,5
36,,체리빙수,1547,5
37,,행복회로,1543,5
38,,최온,1543,5
39,,liillililililili,1518,5
40,,혈색,1509,5
41,,채륜,1506,5
42,,덥크,1503,5
43,,20원,1502,5
44,,레전더리,1501,5
45,,Izzy,1500,5
46,,서어어어억,1500,5
47,,녹백,1495,5
48,,적치,1490,5
49,,먀옹,1489,5
50,,지지않는청춘,1485,5
