,職業,キャラクター,レベル,ポイント
1,n8,Deadly,1436,34160
2,n8,다누리,1823,22913
3,n2,뉴삼총사,1843,21480
4,n11,운좋은고양이,2000,17476
5,n1,Guan_Yu,1459,16425
6,n7,_천상,1109,15355
7,n20,전여친,1822,14972
8,n8,민쏘쏘,1960,13886
9,n8,샤또지마,1896,13885
10,n12,오리,2000,13365
11,n10,v1p1최강의조련사,882,13075
12,n23,물련금,1900,12697
13,n7,금돌,1977,12164
14,n6,와니천사,1515,12045
15,n7,기억해사랑해,1262,11740
16,n4,인생_콜전용,1714,11597
17,n24,얌시선장,1922,11326
18,n8,maya,920,11136
19,n3,지옥불_,1833,11032
20,n2,리트군,1304,10991
21,n8,스마트무빙,1950,10879
22,n14,마악마,1887,10790
23,n12,S2조자룡,1411,10306
24,n0,산타루치노,1893,10281
25,n0,운정리파괴자,1961,10217
26,n7,묵꼼,1843,9805
27,n0,헤독,2000,9690
28,n8,vvvvvvvvvvvvv,1747,9647
29,n3,파이오니아,1796,9260
30,n4,무드리치,1994,8928
31,n20,MILKMAID,1859,8606
32,n8,나를찾지마,1985,8604
33,n0,화이어,708,8600
34,n13,반짝반짝작은별,1905,8536
35,n18,사학광학사,1382,8515
36,n9,가행건부,1772,8390
37,n4,삿제,1343,8126
38,n0,없노,1781,8102
39,n23,돌아온연금,2000,7903
40,n6,투컷,1267,7882
41,n24,부선장,1339,7872
42,n9,Hwal,1754,7806
43,n8,아려니,1963,7763
44,n2,SeungEE,1900,7736
45,n3,버닝12,1847,7560
46,n8,HOOT,1935,7553
47,n19,길선미,2000,7398
48,n6,깐지데쓰,899,7313
49,n8,이치키,1995,7157
50,n0,배스낚시,1460,7084
51,n21,핼버드,1683,7071
52,n0,하늘이다,904,7020
53,n20,유이퐁,1867,6907
54,n2,천상마법지존,774,6904
55,n2,오사카_유니버셜,1363,6877
56,n8,페르파,1809,6774
57,n12,춰콜릿,1882,6706
58,n16,씽긋,1742,6700
59,n20,SolarFlare,1966,6612
60,n4,1____M,1880,6609
61,n12,주공주,1341,6563
62,n8,지긋이창,1918,6468
63,n9,귓볼탱탱,1392,6433
64,n19,리정인,2000,6407
65,n14,효됴르원펀치,1378,6397
66,n9,신민아이유인나,1812,6389
67,n7,명량해전,1943,6351
68,n6,리치골드,601,6310
69,n8,Lo또,1908,6289
70,n2,감자고구마,1980,6159
71,n13,너키,1908,6102
72,n4,선비타천,1262,6095
73,n20,일단믿어봐,1730,5992
74,n23,앙금술사,1979,5958
75,n1,넌내꼬,1276,5854
76,n16,뛰낀,1839,5806
77,n19,오랜방황의끝,1907,5741
78,n23,Gift_,1868,5733
79,n7,잇섭,1849,5726
80,n8,양갱수리,1930,5702
81,n6,오I톨0l,873,5692
82,n7,모다모다,2000,5611
83,n19,한맹수인,1286,5522
84,n12,PPSWW,1748,5517
85,n7,김이준,1773,5461
86,n14,멜론플레이어,1323,5433
87,n2,나는농부입니다,1836,5277
88,n19,너랭이,1903,5228
89,n8,여교사,1623,5219
90,n19,Doncic,1779,5144
91,n4,무기없는잇터님,1991,5130
92,n12,얘린,1776,5130
93,n20,디아볼릭,1686,5113
94,n18,쿠키돈먹음,2000,5087
95,n13,무빙스피릿,1955,5041
96,n24,이순신민아이유,1892,5021
97,n22,이사건은내가맡죠,917,4988
98,n0,강원마미,706,4953
99,n1,Trudy,1878,4947
100,n2,다식한고양이,1501,4941
