,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1590,15506
2,n10,천마신녀,1556,14651
3,n9,고운비,867,12654
4,n2,레드마인,1559,11111
5,n9,test_1,853,9841
6,n0,자연의마신,1358,9715
7,n2,다크루비,895,9400
8,n4,샤비o,1553,9357
9,n8,유드로얄,726,7616
10,n1,차도살인,1159,7400
11,n6,마카오박,761,7379
12,n5,리에스,917,6936
13,n6,DestinyHERO2,1823,6572
14,n1,뜨거운형제,1845,5873
15,n1,폭한,1837,5836
16,n0,Vaga_Bond,711,5821
17,n1,뭐이새기야,1438,5478
18,n1,sdfsfsdf,1527,5406
19,n9,명궁revis,828,5094
20,n0,노을산마루,752,5057
21,n4,홀리데인로마,1878,4967
22,n20,눈꽃잎,1714,4953
23,n0,BeautifulLife,868,4809
24,n10,송그림,1579,4668
25,n1,천국의기사1,1271,4660
26,n0,친구란두글자,954,4626
27,n10,꼬마여우_JM,748,4588
28,n8,윈도우걸,874,4180
29,n0,타락한gg기사,878,4036
30,n0,멜로우키스,873,4036
31,n9,무대뽀걸,1753,3833
32,n7,동관상사,867,3767
33,n9,Browns궁수,1268,3713
34,n10,혈마여련사,965,3707
35,n0,샷아빠,946,3525
36,n1,별이랑사,1826,3479
37,n8,아리검,1903,3460
38,n10,xKira,734,3458
39,n10,이양_조련,806,3409
40,n10,수성용,1903,3357
41,n13,거치른이쁜걸,844,3357
42,n2,황제나라짱,761,3269
43,n9,상콤발랄,855,3261
44,n15,블러드체페쉬,1885,3184
45,n2,hong2,421,3179
46,n9,여전사도성,931,3164
47,n8,달빛바람v,1550,3136
48,n1,징한아이,928,3124
49,n6,블론드,1759,3116
50,n20,민소매,1376,3070
51,n11,예쁜누님,976,3069
52,n2,댕아,1901,3045
53,n0,김새봄,781,2969
54,n1,퍼펙트챔피언,1347,2953
55,n10,미워할수없는존재,714,2927
56,n8,포세이돈의딸,1732,2925
57,n2,?0firdoqwucfeki,517,2908
58,n1,파괴의신념,1500,2881
59,n0,잭니클라우스,1233,2878
60,n4,Twitter,1853,2874
61,n10,윈드에로우,909,2823
62,n2,아룡,705,2813
63,n19,김인성2,1682,2807
64,n4,철퇴로니뚝배기를,1513,2790
65,n24,Piracy,1866,2756
66,n1,칸황,1393,2746
67,n0,배리본즈,800,2688
68,n3,모뉴엘,1400,2640
69,n0,천황성,1049,2598
70,n19,에넬,1860,2597
71,n10,무지개의안개,725,2517
72,n3,코울슬로,1528,2505
73,n0,보라두비,1794,2494
74,n21,엔도르시,1830,2466
75,n1,야원,1024,2451
76,n7,핑크블루,1873,2432
77,n8,틈새공략,910,2409
78,n0,날렵맨,764,2355
79,n8,현아사랑v,1910,2351
80,n6,웃을께이젠,800,2350
81,n16,사랑과정열을위해,1808,2344
82,n2,이상복,886,2305
83,n0,키노악마,715,2304
84,n24,xxXxXxx,1878,2301
85,n8,lnstagram,1856,2295
86,n10,가람_영원,782,2276
87,n16,다비니,1382,2250
88,n1,Ol노무시키,1322,2177
89,n2,바람의법사z,785,2159
90,n6,도시를훔처라,872,2133
91,n23,너의얼굴연금중,1800,2094
92,n7,INEEDU,1866,2093
93,n0,인휴,900,2071
94,n3,정품이라고,1029,2039
95,n1,보고또보고,1266,2037
96,n10,절산비행소녀,662,2028
97,n0,매직포지션,861,2007
98,n2,깡냉이,858,1970
99,n2,BTS_RapMonster,1828,1969
100,n19,결점,1934,1944
