,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1461,34168
2,n13,오리,2034,23185
3,n8,다누리,1835,22973
4,n10,운좋은고양이,2018,22254
5,n2,뉴삼총사,1894,21784
6,n1,Guan_Yu,1459,16425
7,n0,산타루치노,2021,16211
8,n20,전여친,1928,15920
9,n0,운정리파괴자,2015,15595
10,n8,이치키,2029,15531
11,n7,_천상,1255,15359
12,n8,민쏘쏘,2000,15309
13,n22,물련금,2000,15072
14,n7,와니천사,1983,14939
15,n14,마악마,2004,14787
16,n19,길선미,2027,14402
17,n24,얌시선장,2000,14286
18,n22,리퍼지크,2036,14170
19,n8,샤또지마,1967,14121
20,n8,HOOT,2014,13589
21,n10,v1p1최강의조련사,882,13075
22,n7,금돌,2007,12854
23,n3,지옥불_,1927,12256
24,n2,감자고구마,2022,12177
25,n7,기억해사랑해,1262,11740
26,n4,인생_콜전용,1714,11597
27,n0,헤독,2017,11416
28,n8,스마트무빙,1985,11257
29,n19,사학광학사,1604,11190
30,n8,maya,922,11136
31,n2,리트군,1304,10991
32,n20,웅치킨,2018,10730
33,n7,잇섭,2014,10725
34,n8,보찌,2016,10721
35,n3,버닝12,1938,10695
36,n9,나를찾지마,2011,10306
37,n12,S2조자룡,1411,10306
38,n8,아려니,2015,10235
39,n8,Lo또,2000,10206
40,n14,결제가아니라결재,2019,10133
41,n2,SeungEE,2000,10093
42,n3,파이오니아,1918,10004
43,n20,유이퐁,2001,9823
44,n7,묵꼼,1844,9810
45,n20,뱌이,2012,9781
46,n8,vvvvvvvvvvvvv,1747,9647
47,n20,MILKMAID,1968,9354
48,n12,주공주,1431,9338
49,n15,리촹,2009,9282
50,n7,명량해전,2017,9189
51,n4,무드리치,2000,9186
52,n0,없노,1808,9154
53,n9,Hwal,1795,9117
54,n8,한우육회,1981,9007
55,n10,빠칸,2011,8958
56,n8,스카이부동산,2000,8909
57,n22,슈퍼파워연금,1884,8838
58,n20,등치,2010,8608
59,n2,망파,1906,8601
60,n0,화이어,708,8600
61,n8,지긋이창,2000,8567
62,n13,반짝반짝작은별,1917,8549
63,n0,배스낚시,1510,8509
64,n13,너키,2005,8441
65,n23,Gift_,1977,8430
66,n20,지죤,1997,8418
67,n9,귓볼탱탱,1456,8402
68,n9,가행건부,1772,8390
69,n5,삿제,1344,8379
70,n20,서하엘,1985,8367
71,n16,바라코스,2023,8308
72,n1,Trudy,1973,8121
73,n25,부선장,1340,8081
74,n16,웅치키,2026,8022
75,n0,여체1,2014,7992
76,n8,주악꾸악주의,2013,7989
77,n23,돌아온연금,2000,7921
78,n8,숑숑이활쏜다,2022,7911
79,n6,투컷,1279,7888
80,n9,유로폼,2009,7865
81,n9,시옷,2009,7827
82,n25,짱친,2014,7763
83,n8,심판,2018,7425
84,n20,SolarFlare,2000,7409
85,n22,탄알일발장전,1978,7405
86,n9,여교사,1821,7387
87,n19,너랭이,2011,7365
88,n23,보옹알,2003,7318
89,n6,깐지데쓰,899,7313
90,n23,임플로드,2000,7293
91,n19,오랜방황의끝,2000,7250
92,n14,효됴르원펀치,1391,7250
93,n19,리정인,2004,7177
94,n19,중약,2000,7162
95,n2,오사카_유니버셜,1366,7129
96,n7,장은일,1943,7111
97,n24,망침,2009,7103
98,n21,핼버드,1683,7071
99,n0,하늘이다,906,7020
100,n2,천상마법지존,774,6904
