,職業,キャラクター,レベル,ポイント
1,n24,짱친,1380,1664
2,n20,지메일,1433,1473
3,n4,암튼,1447,1394
4,n19,꾸름,1500,1365
5,n20,닉네임일곱글자,1163,1254
6,n20,반틈,1456,1222
7,n10,피리맨,1093,1160
8,n23,빙밍,1433,1157
9,n19,웅가,1461,948
10,n20,육은영,1446,934
11,n10,탬프,1292,824
12,n22,야전삽,1400,684
13,n15,썩을련,1359,669
14,n23,쌀먹이꿈,1346,656
15,n23,사놔,1346,607
16,n1,우모스_악령,1730,603
17,n10,투언,1352,598
18,n10,왈숙,1334,575
19,n21,원한,1490,558
20,n23,살찐이,1252,538
21,n24,캡틘,1330,435
22,n12,돌8매,1310,421
23,n24,낳다가아니라낫다,1265,414
24,n9,무튼,1250,378
25,n20,마슐,984,363
26,n7,탕탕이빨이후루루,1325,350
27,n3,꽝뚜,1355,347
28,n23,임플로드,1326,334
29,n20,메이드련,1357,330
30,n19,쿠팡플레이,1445,329
31,n19,피피,1371,325
32,n6,녜뜨,1307,318
33,n4,Luna_2Dx,1278,312
34,n11,신담비,1279,311
35,n8,동태전,1367,306
36,n23,살찡이,1250,299
37,n20,케닌메이드,1373,283
38,n24,뉴진스,1331,282
39,n24,열혈선장이,1325,276
40,n24,용선장,1361,274
41,n22,인중,1253,272
42,n19,꼴꼴,1387,271
43,n0,영원의반지,1434,269
44,n18,래원,1271,267
45,n14,어머련,1254,265
46,n4,권능의반지,1429,256
47,n7,니다지,1292,252
48,n23,판매완료,1433,249
49,n20,빗자루젼내크당,1299,243
50,n19,뒤틀린,1303,240
51,n16,키제나,1308,224
52,n8,감댕이,1388,214
53,n2,피망연근우엉,1272,214
54,n4,낌사,1319,212
55,n24,술내놔술,1325,209
56,n12,에잉,1315,208
57,n20,무친년,1346,200
58,n9,구궁마,1087,198
59,n19,중약,1340,188
60,n20,Clapper,1306,184
61,n20,이창원,1296,184
62,n16,리젤로테,1308,181
63,n20,청소잘합니당,1357,180
64,n0,_할복,1255,178
65,n2,제트컷,1049,176
66,n4,씩씩해,964,175
67,n20,바뀐,1411,173
68,n7,Existence,1328,173
69,n19,AileenH,1320,172
70,n10,흔들린,1316,172
71,n9,김찬,1388,171
72,n1,남동무,1255,164
73,n23,딥핑,1254,162
74,n22,우주꼴초,1291,161
75,n8,미미매,1362,160
76,n22,향스페라도,1349,156
77,n19,바다바라기,1385,147
78,n24,바다선장,1329,146
79,n15,사타닉,1343,141
80,n23,갈카,1337,138
81,n14,피곤,1255,137
82,n9,미륵창,1324,134
83,n0,옆집오퐈,935,134
84,n2,Yollo,1085,133
85,n9,마감내역서,1348,132
86,n21,어른도화가,1321,129
87,n8,칸무,1309,129
88,n10,스타인웨이,876,129
89,n20,귀여운병아리,954,128
90,n23,내일밤,1333,123
91,n10,장미의조련사,1323,123
92,n20,비틀린,1295,123
93,n20,열무메이드,1357,122
94,n19,반딧불OI,1316,122
95,n20,향스터,1332,121
96,n1,전사외길인생,1316,119
97,n2,뽀굼,1268,119
98,n1,도시락김,1316,118
99,n23,패국,1251,118
100,n2,프응,1277,117
