,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1461,34168
2,n12,오리,2041,27936
3,n10,운좋은고양이,2031,25607
4,n9,다누리,1835,22973
5,n2,뉴삼총사,1894,21786
6,n0,산타루치노,2032,19716
7,n8,이치키,2033,18632
8,n19,길선미,2039,17943
9,n0,운정리파괴자,2020,17570
10,n22,리퍼지크,2039,17451
11,n20,전여친,2000,17032
12,n1,Guan_Yu,1459,16425
13,n2,감자고구마,2030,15980
14,n6,와니천사,2000,15479
15,n7,_천상,1255,15359
16,n8,민쏘쏘,2000,15309
17,n14,마악마,2005,15265
18,n22,물련금,2000,15072
19,n8,HOOT,2014,14312
20,n24,얌시선장,2000,14286
21,n8,샤또지마,1971,14123
22,n14,결제가아니라결재,2030,13616
23,n8,보찌,2020,13493
24,n20,웅치킨,2022,13461
25,n10,v1p1최강의조련사,882,13075
26,n7,금돌,2007,12854
27,n2,지옥불_,1931,12267
28,n3,버닝12,1982,11823
29,n7,기억해사랑해,1262,11740
30,n4,인생_콜전용,1714,11597
31,n0,여체1,2027,11453
32,n16,웅치키,2036,11444
33,n0,헤독,2017,11416
34,n9,숑숑이활쏜다,2036,11309
35,n8,스마트무빙,1985,11257
36,n25,짱친,2016,11253
37,n18,사학광학사,1604,11190
38,n8,maya,923,11136
39,n10,빠칸,2011,11076
40,n15,리촹,2011,11040
41,n8,주악꾸악주의,2023,11004
42,n2,리트군,1304,10991
43,n22,슈퍼파워연금,1943,10885
44,n2,망파,1961,10788
45,n7,잇섭,2014,10725
46,n8,아려니,2017,10589
47,n20,등치,2017,10552
48,n20,뱌이,2012,10436
49,n9,나를찾지마,2011,10306
50,n12,S2조자룡,1411,10306
51,n7,명량해전,2022,10269
52,n8,Lo또,2000,10206
53,n2,SeungEE,2000,10180
54,n3,파이오니아,1923,10075
55,n20,유이퐁,2001,9823
56,n7,묵꼼,1845,9810
57,n13,주공주,1436,9806
58,n8,한우육회,2000,9717
59,n8,vvvvvvvvvvvvv,1747,9647
60,n19,리정인,2015,9632
61,n20,MILKMAID,1980,9407
62,n8,죽어줄래,2028,9221
63,n23,Gift_,1989,9219
64,n19,차우니,1899,9212
65,n5,무드리치,2000,9186
66,n8,맹밍,2015,9172
67,n0,없노,1808,9154
68,n8,Hwal,1795,9117
69,n1,Trudy,1984,9023
70,n8,스카이부동산,2000,8909
71,n4,응묵,1959,8857
72,n10,Dark다모,2011,8792
73,n0,배스낚시,1514,8708
74,n7,장은일,1987,8694
75,n10,장찬미,1799,8671
76,n8,심판,2026,8653
77,n20,지죤,2000,8648
78,n0,화이어,708,8600
79,n9,지긋이창,2000,8567
80,n13,응식이,1955,8557
81,n13,반짝반짝작은별,1917,8549
82,n13,너키,2005,8441
83,n9,귓볼탱탱,1457,8428
84,n9,가행건부,1772,8390
85,n2,멋진숑숑이,2026,8387
86,n4,삿제,1344,8379
87,n20,서하엘,1985,8367
88,n16,바라코스,2023,8308
89,n19,중약,2000,8193
90,n23,임플로드,2000,8176
91,n24,부선장,1340,8081
92,n23,돌아온연금,2000,7921
93,n6,투컷,1280,7889
94,n8,유로폼,2009,7865
95,n9,시옷,2009,7827
96,n21,핼버드,1884,7820
97,n19,너랭이,2014,7716
98,n21,이창원,1982,7666
99,n5,힐들어간다입벌려,2000,7574
100,n22,쇼팬,2042,7546
