,職業,キャラクター,レベル,ポイント
1,n4,붕대감아드림,904,353239049
2,n8,훤화,1037,343670895
3,n4,개님,1256,321323076
4,n9,무대뽀걸,1777,316149618
5,n20,_해솔_,923,305594404
6,n19,결점,2000,273287586
7,n17,내가바로신규유저,527,259326003
8,n11,안졸리나졸리지,948,254214268
9,n2,우르햄,1645,250283790
10,n9,insunsky,1625,244530699
11,n10,더사랑,1398,242418117
12,n8,오데트,1505,238224819
13,n4,홀리데인로마,1906,218371215
14,n10,노란,1261,211681293
15,n9,약함주의,1275,189792373
16,n23,MBITIOUS,1264,187433137
17,n20,_카모밀레_,1272,168034459
18,n24,이상한손님,1350,165609639
19,n9,JNS마창,1471,163709906
20,n11,상위이프로,939,162463943
21,n4,O___Oa,1621,148833952
22,n8,천사가부엘,1263,147653608
23,n9,개구리_01,967,119209992
24,n8,아리검,1930,79760904
25,n10,세주아니,1254,27918499
26,n19,개구리_05,1177,24903707
27,n10,FX펑,913,22282248
28,n10,천마신녀,1572,14651
29,n9,고운비,867,12654
30,n2,레드마인,1577,11111
31,n9,test_1,853,9841
32,n0,자연의마신,1360,9724
33,n2,다크루비,895,9400
34,n4,샤비o,1569,9357
35,n8,유드로얄,726,7616
36,n1,차도살인,1159,7400
37,n6,마카오박,761,7379
38,n5,리에스,917,6936
39,n6,DestinyHERO2,1871,6858
40,n1,폭한,1869,5963
41,n1,뜨거운형제,1861,5873
42,n0,Vaga_Bond,711,5821
43,n1,뭐이새기야,1438,5478
44,n1,sdfsfsdf,1552,5406
45,n9,명궁revis,828,5094
46,n0,노을산마루,752,5057
47,n20,눈꽃잎,1714,4953
48,n10,송그림,1621,4916
49,n0,BeautifulLife,868,4809
50,n1,천국의기사1,1280,4660
51,n0,친구란두글자,954,4626
52,n10,꼬마여우_JM,748,4588
53,n8,윈도우걸,874,4180
54,n0,타락한gg기사,878,4036
55,n0,멜로우키스,873,4036
56,n7,동관상사,867,3767
57,n9,Browns궁수,1277,3713
58,n10,혈마여련사,965,3707
59,n8,달빛바람v,1586,3654
60,n1,별이랑사,1861,3631
61,n2,댕아,1942,3619
62,n0,샷아빠,946,3525
63,n10,수성용,1925,3490
64,n10,xKira,734,3458
65,n10,이양_조련,806,3409
66,n13,거치른이쁜걸,844,3357
67,n15,블러드체페쉬,1912,3304
68,n2,황제나라짱,761,3269
69,n24,Piracy,1897,3261
70,n9,상콤발랄,855,3261
71,n2,hong2,421,3179
72,n4,Twitter,1890,3165
73,n9,여전사도성,931,3164
74,n1,징한아이,928,3124
75,n6,블론드,1759,3116
76,n20,민소매,1376,3070
77,n11,예쁜누님,976,3069
78,n19,김인성2,1697,3010
79,n0,김새봄,781,2969
80,n1,퍼펙트챔피언,1356,2954
81,n10,미워할수없는존재,714,2927
82,n8,포세이돈의딸,1732,2925
83,n2,?0firdoqwucfeki,517,2908
84,n0,잭니클라우스,1249,2887
85,n1,파괴의신념,1500,2881
86,n10,윈드에로우,909,2823
87,n2,아룡,705,2813
88,n4,철퇴로니뚝배기를,1513,2790
89,n1,칸황,1393,2746
90,n0,배리본즈,800,2688
91,n3,코울슬로,1546,2678
92,n3,모뉴엘,1400,2640
93,n21,엔도르시,1863,2611
94,n7,핑크블루,1903,2605
95,n0,천황성,1049,2598
96,n19,에넬,1880,2597
97,n10,무지개의안개,725,2517
98,n0,보라두비,1794,2494
99,n1,야원,1024,2451
100,n8,현아사랑v,1934,2423
