,職業,キャラクター,レベル,ポイント
1,n0,삼성갤럭시,1858,352519478
2,n0,karmapolice,1105,352190716
3,n3,사타왕,913,351010820
4,n8,헤이아가씨,1461,350880105
5,n1,꽈자,1986,350228497
6,n5,jsin20234,100,344391681
7,n9,쭈굴,1319,342491543
8,n23,동숙,1470,338560389
9,n16,삭풍월,1877,336005422
10,n9,큐티병아리1,981,335872059
11,n14,결제가아니라결재,1940,335418493
12,n2,SeungEE,1928,333521336
13,n2,구름위에달빛,1742,333317426
14,n8,한우육회,1787,332796971
15,n11,켈비의스웰퍼,849,330760207
16,n20,반틈,1776,330238562
17,n7,다각,1267,326303959
18,n18,버프셔틀__,1302,321060871
19,n23,Yout,1766,320146145
20,n8,개땅콩,1905,318247785
21,n16,버그가최고,1261,316669989
22,n24,대표님,1320,316604673
23,n24,캡틴향,1501,313065781
24,n3,WolfDok,1207,306577436
25,n19,목인,1257,305528839
26,n8,하나라라,1357,305398419
27,n3,NamTechOne,1282,304480360
28,n7,무빈,1908,303893479
29,n8,시옷,1993,302256985
30,n4,씬과함께,899,301465603
31,n2,젠덕,1918,301403712
32,n8,HOOT,1996,301080870
33,n20,SolarFlare,1993,300489824
34,n9,시마다한조,1514,299566858
35,n14,디버프,1859,298780864
36,n20,암놈,1275,298713144
37,n9,뽀융쨩,1422,296551239
38,n23,발라렐,1378,294650854
39,n4,암튼,1770,292817474
40,n22,리퍼지크,2000,292493755
41,n4,원활,1836,290785706
42,n20,이쁜이_,1840,285542504
43,n12,오리,2000,284769111
44,n8,다한스,1353,281543164
45,n3,피멍,1412,278135035
46,n8,긴긴,1302,277610611
47,n6,마카오풍,1320,274596006
48,n20,빗자루젼내크당,1415,274138346
49,n8,맹밍,1839,272960467
50,n7,탕탕이빨이후루루,1674,269617189
51,n6,매력적이십니다,1918,268373572
52,n8,양갱수리,1993,267721017
53,n8,이치키,2000,265625754
54,n5,js2snm2,102,264830977
55,n10,백설미녀,1680,261949459
56,n20,블랙퐁,1543,260113742
57,n4,웅드리치,1861,259658205
58,n7,핑냥이,1286,257622168
59,n20,새콤달콤매콤,1756,257426629
60,n14,뛸때귀여워,1029,257425974
61,n8,우일이형,1622,256836805
62,n0,화단,1346,254804446
63,n8,죽어줄래,2000,254152665
64,n22,탄알일발장전,1873,252777272
65,n10,단고,1739,252381003
66,n1,D_VA,1938,251138744
67,n7,장은일,1827,243732290
68,n8,도화가,1468,241502799
69,n8,유로폼,2000,240457028
70,n4,@ㅏ@ㅣ사제*^^*,1949,238686085
71,n19,마법의불꽃,1919,234818778
72,n0,바람맨,1270,232718964
73,n0,간장게이장,1024,232259586
74,n20,등치,1877,231739175
75,n24,스트로베리문,1895,229969205
76,n2,2024년7월22월,120,226754576
77,n10,니요,1291,225116469
78,n10,섭잉,1702,224659058
79,n20,지죤,1905,221385791
80,n9,빨쿠,1355,219087618
81,n2,뉴삼총사,1868,219042946
82,n20,판슥,1649,217843124
83,n24,운좋,1514,216990830
84,n22,물치킨,1923,213586687
85,n13,윤태진,1631,212993511
86,n12,HANNI,1488,208864430
87,n16,회의록,1141,208863325
88,n9,허니레몬,652,205652041
89,n10,회계전표,1294,204603448
90,n23,년금,1570,202640281
91,n8,그놈,1320,201785474
92,n20,파묘,1391,199099209
93,n13,유니유니,1446,198968352
94,n10,탬프,1381,196478590
95,n13,킹타노스,1489,195428854
96,n12,치트뿐인요메,279,184942595
97,n1,dark_견습기사_,1742,184027840
98,n20,뱌이,1928,183309386
99,n0,운정리파괴자,2000,180759408
100,n6,숲슥,920,180289576
