,職業,キャラクター,レベル,ポイント
1,n22,내일만사는아이,1530,352584777
2,n8,독고다이류,1444,343016390
3,n11,LakShmi,1570,342234368
4,n8,꾸꾸킹,1414,337707642
5,n10,Beats,721,331808808
6,n19,커럽,1918,329853383
7,n23,개장수의개,811,327811378
8,n8,한카리아스,1290,325976302
9,n5,베드로전서,81,323158039
10,n10,평화의행진곡,1519,318836406
11,n16,잔댜르크,1844,312614247
12,n9,뚫어드림,1672,312351967
13,n5,구원받지못한자들,1381,310641765
14,n24,셩님,1470,309003302
15,n2,아르망디,1460,307168782
16,n7,숫찰떡,1561,301533402
17,n9,뿌잉뽀잉,1810,300028254
18,n15,강강술술,1954,292826920
19,n2,쥬금이___,1460,286328490
20,n16,shinelllll,1164,284098566
21,n0,소울_파이터,1270,282132800
22,n19,Devas,1859,277622245
23,n20,NapIes,2001,275857007
24,n23,금모으기운동,1537,271059088
25,n8,찰슨,1827,268177154
26,n7,스껄,1372,268108910
27,n1,3002,495,267845642
28,n16,악귀멸살,1269,265289861
29,n8,yh창병,1924,262936754
30,n4,제마데카,1314,261816563
31,n8,켈미,1998,256455292
32,n7,현율,1289,253296868
33,n9,궁수태,1240,251658248
34,n9,신녀,2000,249375581
35,n19,고덕규,1263,246874237
36,n12,체페시,1992,238036681
37,n10,우주소년,1431,235733537
38,n0,Out_,1355,234357429
39,n7,개킹받쥬,1888,234235930
40,n6,도핑왕,335,231276547
41,n21,파초선,1956,230500661
42,n1,CrimsonKnight,1702,227806782
43,n16,영술이긔,1681,221906263
44,n8,봄날의햇살,1269,215220332
45,n2,아모르_법사,1325,213975276
46,n24,레인포그,1348,203622627
47,n23,꾸꾸아비,933,203555099
48,n6,화려한춤시위a,1396,188809952
49,n23,심야괴담회,1309,184746874
50,n5,타락한강술,1650,153886556
51,n22,IlIlIIllllIIlIlI,1401,146605023
52,n8,silo,1885,140451308
53,n10,FD조련,1261,126156812
54,n5,양버들,212,111673357
55,n2,배고픈강아지,1409,108921948
56,n9,초밥이니,1343,106758820
57,n5,지도캐자,89,103022620
58,n5,혈색,1602,98966861
59,n18,단건우,1346,93717594
60,n16,쥬금이_영,1299,89915639
61,n11,핫식스포스,1577,89327000
62,n5,Brahma,1848,87432144
63,n23,꾸꾸어머니,922,79626527
64,n7,임나엘,1767,77605676
65,n0,토끼왕,1251,77004813
66,n4,s세라s,1729,72092543
67,n8,어푸,1181,68288524
68,n2,그냥보조캐릭터,1625,67177502
69,n8,율이늑인기돌용,825,60227585
70,n7,우치하강술이,1651,54403307
71,n24,좀이쁜닉네임,1514,50531023
72,n10,쪼맨,906,45613119
73,n23,덥크,1597,44966797
74,n0,녹백,1577,43326508
75,n12,봉선생,1492,21673
76,n10,핑크펄,1132,18852
77,n8,바다의사랑,1804,14678
78,n9,구공레이디,1950,11763
79,n16,최온,1681,11309
80,n18,강술전용버프켈,1759,11014
81,n3,Vishnu,1875,10044
82,n4,q주몽p,856,9755
83,n9,얼짱소녀,763,9121
84,n9,먀옹,1597,9107
85,n2,1004대장,756,9072
86,n1,강술전용시머링,1754,9001
87,n23,liillililililili,1626,8966
88,n23,연연술술,1655,8754
89,n8,Polaris,1358,7484
90,n4,지화자뉴달봉,1355,6910
91,n10,버디와친구들,1491,6844
92,n8,아리아드,1851,6728
93,n14,적치,1586,6710
94,n11,환락가,1486,6567
95,n6,서랍속통닭,1289,6559
96,n2,버비야,1333,6543
97,n0,Reilz,1911,6453
98,n0,이쁜아2,1258,6078
99,n7,갓무도가,1588,6038
100,n8,남천,1914,5839
