,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1495,21673
2,n10,핑크펄,1132,18852
3,n20,NapIes,2003,16426
4,n8,바다의사랑,1804,14678
5,n8,켈미,2000,13136
6,n15,강강술술,1955,12117
7,n9,구공레이디,1965,12086
8,n19,Devas,1875,12073
9,n16,최온,1715,11657
10,n9,신녀,2000,11427
11,n7,임나엘,1782,11424
12,n19,커럽,1932,11090
13,n19,강술전용버프켈,1761,11030
14,n21,파초선,1975,10874
15,n7,개킹받쥬,1904,10554
16,n3,Vishnu,1885,10295
17,n13,체페시,2000,10211
18,n4,q주몽p,856,9755
19,n9,먀옹,1602,9384
20,n23,덥크,1600,9153
21,n9,얼짱소녀,763,9121
22,n2,1004대장,756,9072
23,n1,강술전용시머링,1755,9025
24,n23,liillililililili,1626,8966
25,n23,연연술술,1656,8757
26,n7,우치하강술이,1651,8446
27,n5,타락한강술,1650,8053
28,n16,잔댜르크,1857,7875
29,n8,silo,1893,7807
30,n5,혈색,1606,7744
31,n8,뚫어드림,1711,7693
32,n8,Polaris,1358,7484
33,n0,녹백,1587,7482
34,n5,Brahma,1857,7448
35,n14,적치,1591,6930
36,n4,지화자뉴달봉,1358,6910
37,n10,버디와친구들,1491,6844
38,n8,아리아드,1871,6779
39,n8,yh창병,1937,6700
40,n11,환락가,1486,6567
41,n6,서랍속통닭,1289,6559
42,n2,버비야,1336,6543
43,n0,Reilz,1919,6455
44,n0,이쁜아2,1258,6078
45,n7,갓무도가,1588,6038
46,n8,남천,1923,5840
47,n2,q삼족오p,853,5825
48,n3,헤차니스a,860,5561
49,n2,작열,759,5475
50,n11,LakShmi,1570,5416
51,n13,윙첼,1795,5334
52,n10,한나수이,649,5248
53,n4,천사사랑3,759,5234
54,n10,버닝조련1,923,5142
55,n1,바른말고운말,1401,4813
56,n8,dfsfsgferw,781,4808
57,n9,적중100퍼,781,4808
58,n9,뿌잉뽀잉,1834,4752
59,n16,못난이님,1346,4629
60,n7,천천히크는사람,1281,4596
61,n8,어르신,964,4584
62,n2,Celebrity,1621,4551
63,n10,푸른달의마녀,344,4452
64,n8,유티,1418,4362
65,n8,찰슨,1868,4361
66,n6,인자무인,708,4304
67,n0,s가을동화s,792,4298
68,n23,지크하트,1592,4161
69,n8,너랭이,1422,4152
70,n8,눈꽃의희야,1256,4111
71,n10,평화의행진곡,1529,4088
72,n0,은하계수리공,657,4037
73,n1,CrimsonKnight,1793,4036
74,n10,o여름향기o,846,3961
75,n0,투옵,828,3867
76,n9,강한_,1616,3825
77,n10,사랑은유죄,904,3810
78,n16,IlIl레이지lIIl,931,3781
79,n7,레전더리,1501,3765
80,n13,정화목,938,3744
81,n18,쥬금이_수,1613,3737
82,n13,보라3,810,3704
83,n1,핼리해성,1415,3689
84,n10,재키찬75,745,3645
85,n1,무한사신,234,3625
86,n7,붉은보석을훔친자,885,3571
87,n0,보석전사,726,3547
88,n2,Izzy,1500,3475
89,n18,채륜,1506,3469
90,n16,메인모을거야,1470,3439
91,n12,정의무변,368,3392
92,n8,귀_족,1500,3389
93,n10,랑ol,753,3380
94,n2,그냥보조캐릭터,1637,3335
95,n7,혼란,1446,3234
96,n2,까칠한것들,367,3214
97,n0,꽃이겨울바람에게,856,3156
98,n2,대천사라파엘,753,3146
99,n10,앙앙프리츠,771,3130
100,n24,좀이쁜닉네임,1538,3120
