,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1703,17100
2,n10,천마신녀,1644,14651
3,n9,고운비,867,12654
4,n2,레드마인,1649,11111
5,n0,자연의마신,1487,10093
6,n9,test_1,853,9841
7,n2,다크루비,895,9400
8,n4,샤비o,1641,9357
9,n6,DestinyHERO2,2003,8220
10,n8,유드로얄,726,7616
11,n1,차도살인,1159,7400
12,n6,마카오박,761,7379
13,n10,윤형석,2014,7376
14,n4,의사면허정지,2014,7204
15,n1,폭한,1993,7040
16,n4,홀리데인로마,2006,6987
17,n5,리에스,917,6936
18,n2,댕아,2021,6119
19,n0,sdfsfsdf,1697,6032
20,n10,송그림,1822,5891
21,n1,뜨거운형제,1926,5878
22,n24,Piracy,2020,5874
23,n0,Vaga_Bond,711,5821
24,n8,오데트,1987,5694
25,n1,뭐이새기야,1438,5478
26,n16,공약,2010,5412
27,n2,우르햄,2003,5248
28,n8,아리검,2012,5163
29,n9,명궁revis,828,5094
30,n10,뽀로로유치원,2008,5074
31,n0,노을산마루,752,5057
32,n20,눈꽃잎,1714,4953
33,n9,달빛바람v,1741,4930
34,n0,별이랑사,1991,4851
35,n4,O___Oa,2002,4849
36,n0,BeautifulLife,868,4809
37,n1,천국의기사1,1374,4802
38,n4,의사면허취소,1977,4631
39,n0,친구란두글자,954,4626
40,n9,무대뽀걸,1865,4591
41,n10,꼬마여우_JM,748,4588
42,n8,가품,2006,4438
43,n19,결점,2037,4326
44,n10,수성용,2001,4289
45,n6,gojyosatoru,2004,4224
46,n8,윈도우걸,874,4180
47,n19,김인성2,1778,4081
48,n0,타락한gg기사,878,4036
49,n0,멜로우키스,873,4036
50,n21,엔도르시,1980,4031
51,n20,지금니순간,2001,3998
52,n14,블러드체페쉬,2004,3979
53,n7,핑크블루,2003,3850
54,n19,료네,1972,3850
55,n7,동관상사,867,3767
56,n9,Browns궁수,1374,3753
57,n10,혈마여련사,965,3707
58,n4,Twitter,1965,3545
59,n0,샷아빠,946,3525
60,n10,xKira,734,3458
61,n3,코울슬로,1655,3413
62,n10,이양_조련,806,3409
63,n13,거치른이쁜걸,844,3357
64,n2,황제나라짱,761,3269
65,n9,상콤발랄,855,3261
66,n24,xxXxXxx,2013,3211
67,n4,홀__리,1815,3188
68,n2,hong2,421,3179
69,n9,여전사도성,931,3164
70,n1,징한아이,928,3124
71,n6,블론드,1759,3116
72,n20,민소매,1376,3070
73,n11,예쁜누님,976,3069
74,n0,김새봄,781,2969
75,n1,퍼펙트챔피언,1382,2954
76,n10,미워할수없는존재,714,2927
77,n8,포세이돈의딸,1732,2925
78,n0,잭니클라우스,1286,2911
79,n2,?0firdoqwucfeki,517,2908
80,n1,파괴의신념,1500,2881
81,n10,윈드에로우,909,2823
82,n2,아룡,705,2813
83,n19,에넬,1950,2800
84,n8,힘을숨긴궁수,1818,2798
85,n4,철퇴로니뚝배기를,1513,2790
86,n1,칸황,1393,2746
87,n8,현아사랑v,2000,2720
88,n0,배리본즈,800,2688
89,n4,라크_레크레이셔,1997,2643
90,n3,모뉴엘,1400,2640
91,n9,JNS마창,1917,2618
92,n0,천황성,1049,2598
93,n15,Tosihiro,1952,2580
94,n13,야채빵아,1990,2548
95,n13,혁이아빠,2000,2540
96,n10,무지개의안개,725,2517
97,n4,_천도_,1926,2510
98,n7,INEEDU,1992,2495
99,n0,보라두비,1798,2495
100,n1,야원,1024,2451
