,職業,キャラクター,レベル,ポイント
1,n9,Deadly,1460,34165
2,n8,다누리,1835,22973
3,n13,오리,2032,22360
4,n10,운좋은고양이,2017,21786
5,n2,뉴삼총사,1894,21784
6,n1,Guan_Yu,1459,16425
7,n20,전여친,1928,15920
8,n0,산타루치노,2019,15622
9,n7,_천상,1255,15359
10,n8,민쏘쏘,2000,15309
11,n0,운정리파괴자,2014,15163
12,n22,물련금,2000,15072
13,n8,이치키,2028,14962
14,n7,와니천사,1970,14631
15,n14,마악마,2003,14429
16,n24,얌시선장,2000,14286
17,n8,샤또지마,1965,14115
18,n19,길선미,2026,13817
19,n22,리퍼지크,2036,13650
20,n8,HOOT,2014,13263
21,n10,v1p1최강의조련사,882,13075
22,n7,금돌,2007,12854
23,n3,지옥불_,1927,12256
24,n7,기억해사랑해,1262,11740
25,n2,감자고구마,2022,11635
26,n4,인생_콜전용,1714,11597
27,n0,헤독,2017,11416
28,n8,스마트무빙,1985,11257
29,n8,maya,922,11136
30,n19,사학광학사,1595,11097
31,n2,리트군,1304,10991
32,n7,잇섭,2014,10725
33,n3,버닝12,1930,10469
34,n9,나를찾지마,2011,10306
35,n12,S2조자룡,1411,10306
36,n8,보찌,2014,10198
37,n20,웅치킨,2016,10189
38,n2,SeungEE,2000,10093
39,n8,아려니,2015,10074
40,n8,Lo또,1995,9938
41,n3,파이오니아,1912,9915
42,n20,유이퐁,2001,9823
43,n7,묵꼼,1844,9810
44,n8,vvvvvvvvvvvvv,1747,9647
45,n14,결제가아니라결재,2018,9543
46,n20,뱌이,2011,9379
47,n20,MILKMAID,1964,9344
48,n4,무드리치,2000,9186
49,n0,없노,1808,9154
50,n7,명량해전,2015,9122
51,n9,Hwal,1794,9115
52,n15,리촹,2008,8949
53,n12,주공주,1426,8933
54,n8,스카이부동산,2000,8909
55,n8,한우육회,1969,8617
56,n0,화이어,708,8600
57,n8,지긋이창,2000,8567
58,n13,반짝반짝작은별,1917,8549
59,n22,슈퍼파워연금,1873,8542
60,n10,빠칸,2010,8462
61,n0,배스낚시,1508,8454
62,n13,너키,2005,8440
63,n9,귓볼탱탱,1455,8393
64,n9,가행건부,1772,8390
65,n5,삿제,1344,8379
66,n16,바라코스,2023,8308
67,n20,등치,2009,8282
68,n23,Gift_,1975,8274
69,n2,망파,1890,8222
70,n20,서하엘,1983,8183
71,n20,지죤,1993,8115
72,n25,부선장,1340,8081
73,n1,Trudy,1970,7976
74,n23,돌아온연금,2000,7921
75,n6,투컷,1279,7888
76,n9,유로폼,2009,7865
77,n9,시옷,2009,7827
78,n1,여체1,2012,7483
79,n20,SolarFlare,2000,7409
80,n22,탄알일발장전,1978,7405
81,n8,주악꾸악주의,2011,7402
82,n16,웅치키,2024,7396
83,n9,여교사,1821,7387
84,n23,보옹알,2003,7318
85,n6,깐지데쓰,899,7313
86,n19,너랭이,2010,7308
87,n8,숑숑이활쏜다,2019,7296
88,n19,오랜방황의끝,2000,7250
89,n14,효됴르원펀치,1391,7250
90,n8,심판,2017,7173
91,n2,오사카_유니버셜,1366,7129
92,n24,망침,2009,7103
93,n21,핼버드,1683,7071
94,n25,짱친,2012,7028
95,n0,하늘이다,906,7020
96,n23,임플로드,2000,6947
97,n2,천상마법지존,774,6904
98,n4,1____M,1931,6886
99,n4,웅드리치,2001,6848
100,n7,장은일,1932,6841
