,職業,キャラクター,レベル,ポイント
1,n12,오리,2050,38457
2,n10,운좋은고양이,2051,34951
3,n9,Deadly,1462,34168
4,n0,산타루치노,2061,30431
5,n19,길선미,2058,30240
6,n14,결제가아니라결재,2055,24762
7,n8,이치키,2041,24746
8,n17,웅치키,2068,23965
9,n8,주악꾸악주의,2034,23212
10,n8,다누리,1835,22973
11,n2,뉴삼총사,1944,22215
12,n2,감자고구마,2031,22017
13,n0,운정리파괴자,2030,20207
14,n14,마악마,2010,20058
15,n9,숑숑이활쏜다,2059,19005
16,n20,전여친,2000,18670
17,n9,민쏘쏘,2003,18472
18,n19,쿠키돈먹음,2033,17832
19,n22,리퍼지크,2040,17628
20,n20,뱌이,2012,17042
21,n8,빨쿠,2014,16926
22,n22,쇼팬,2061,16640
23,n1,Guan_Yu,1459,16425
24,n6,와니천사,2002,15900
25,n25,우측,1426,15826
26,n8,잼쿠,2022,15559
27,n20,등치,2031,15368
28,n2,멋진숑숑이,2052,15365
29,n7,_천상,1257,15359
30,n22,물련금,2000,15305
31,n0,여체1,2033,14825
32,n9,HOOT,2014,14618
33,n8,보찌,2023,14559
34,n16,바라코스,2042,14286
35,n24,얌시선장,2000,14286
36,n7,명량해전,2028,14273
37,n1,칼질하지마,2043,14229
38,n25,짱친,2023,14161
39,n8,샤또지마,1971,14123
40,n25,김치련,1374,14068
41,n2,지옥불_,2000,14051
42,n9,맹밍,2040,13837
43,n25,제일포,1374,13634
44,n25,대못,1374,13620
45,n20,웅치킨,2022,13461
46,n25,조옷가아,1422,13328
47,n25,추다솜,1421,13317
48,n14,vvwvvw,1373,13309
49,n0,구매완료,1371,13246
50,n25,참젓,1421,13241
51,n9,vwwvvvw,1371,13227
52,n7,MinJu,2000,13197
53,n25,감옥싫어,1373,13140
54,n25,퓨우웅시인,1420,13128
55,n10,v1p1최강의조련사,882,13075
56,n19,풀업s,2012,13061
57,n25,한미희,1421,12941
58,n7,금돌,2007,12856
59,n25,토토보증업체,1420,12854
60,n3,버닝12,2000,12670
61,n22,슈퍼파워연금,2000,12260
62,n25,하예슬,1371,12160
63,n2,망파,2000,12136
64,n8,아려니,2034,11880
65,n8,심판,2030,11816
66,n15,리촹,2011,11798
67,n10,Dark다모,2011,11780
68,n7,기억해사랑해,1262,11740
69,n10,목경운,2001,11719
70,n25,줘엇까,1368,11696
71,n25,트랄라레로,1367,11650
72,n4,인생_콜전용,1714,11597
73,n19,차우니,1952,11528
74,n0,헤독,2017,11416
75,n10,장찬미,1879,11398
76,n8,스마트무빙,1985,11257
77,n10,투언,2000,11237
78,n18,사학광학사,1604,11190
79,n22,seolA,2000,11185
80,n25,소거기볶음밥,1895,11159
81,n9,maya,928,11147
82,n10,빠칸,2011,11076
83,n2,리트군,1304,10991
84,n25,힌도초과,1364,10953
85,n25,다이어트코치,1410,10920
86,n22,시버련,2051,10869
87,n7,스와코프,2030,10837
88,n25,재메이햄,1362,10785
89,n25,다노드월,1403,10745
90,n22,llIIllIllIlll,1503,10736
91,n7,잇섭,2014,10725
92,n25,일라리아,1363,10717
93,n25,23도,1402,10677
94,n4,응묵,2000,10534
95,n10,앙굴리퍼,2008,10499
96,n25,행개안도,1362,10471
97,n25,캐어리,1417,10452
98,n25,뽀옹아아아알,1413,10415
99,n2,SeungEE,2000,10397
100,n13,응식이,2000,10394
