,職業,キャラクター,レベル,ポイント
1,n12,봉선생,1487,21673
2,n10,핑크펄,1132,18852
3,n20,NapIes,1992,15358
4,n8,바다의사랑,1804,14678
5,n8,켈미,1983,12270
6,n15,강강술술,1941,11567
7,n9,구공레이디,1926,11324
8,n19,Devas,1851,11181
9,n16,최온,1646,10714
10,n19,강술전용버프켈,1743,10708
11,n9,신녀,2000,10543
12,n7,임나엘,1753,10383
13,n21,파초선,1941,10108
14,n19,커럽,1902,10068
15,n4,q주몽p,856,9755
16,n7,개킹받쥬,1871,9706
17,n3,Vishnu,1862,9658
18,n12,체페시,1983,9440
19,n9,얼짱소녀,763,9121
20,n2,1004대장,756,9072
21,n23,liillililililili,1626,8966
22,n1,강술전용시머링,1733,8699
23,n23,덥크,1589,8698
24,n9,먀옹,1588,8638
25,n23,연연술술,1651,8574
26,n7,우치하강술이,1647,8222
27,n5,타락한강술,1644,7761
28,n8,Polaris,1358,7484
29,n8,silo,1874,7417
30,n5,혈색,1594,7040
31,n16,잔댜르크,1822,6982
32,n9,뚫어드림,1631,6959
33,n4,지화자뉴달봉,1349,6910
34,n0,녹백,1568,6903
35,n10,버디와친구들,1491,6839
36,n8,아리아드,1848,6720
37,n5,Brahma,1831,6594
38,n11,환락가,1486,6567
39,n6,서랍속통닭,1289,6559
40,n2,버비야,1329,6543
41,n0,Reilz,1901,6440
42,n14,적치,1577,6317
43,n0,이쁜아2,1258,6078
44,n8,남천,1904,5839
45,n2,q삼족오p,853,5825
46,n8,yh창병,1905,5710
47,n7,갓무도가,1572,5686
48,n3,헤차니스a,860,5561
49,n2,작열,759,5475
50,n10,한나수이,649,5248
51,n4,천사사랑3,759,5234
52,n11,LakShmi,1564,5143
53,n10,버닝조련1,923,5142
54,n1,바른말고운말,1401,4813
55,n8,dfsfsgferw,781,4808
56,n9,적중100퍼,781,4808
57,n16,못난이님,1346,4629
58,n7,천천히크는사람,1281,4596
59,n8,어르신,964,4584
60,n2,Celebrity,1621,4551
61,n10,푸른달의마녀,344,4452
62,n13,윙첼,1619,4447
63,n8,유티,1418,4362
64,n6,인자무인,708,4304
65,n0,s가을동화s,792,4298
66,n23,지크하트,1592,4161
67,n8,너랭이,1422,4152
68,n8,눈꽃의희야,1249,4101
69,n0,은하계수리공,657,4037
70,n10,o여름향기o,846,3961
71,n0,투옵,828,3867
72,n9,강한_,1616,3825
73,n9,뿌잉뽀잉,1733,3823
74,n10,사랑은유죄,904,3810
75,n16,IlIl레이지lIIl,931,3781
76,n7,레전더리,1501,3765
77,n13,정화목,938,3744
78,n19,쥬금이_수,1613,3737
79,n13,보라3,810,3704
80,n1,핼리해성,1407,3689
81,n10,재키찬75,745,3645
82,n1,무한사신,234,3625
83,n7,붉은보석을훔친자,885,3571
84,n0,보석전사,726,3547
85,n2,Izzy,1500,3475
86,n18,채륜,1506,3469
87,n16,메인모을거야,1470,3439
88,n12,정의무변,368,3392
89,n9,귀_족,1500,3389
90,n10,랑ol,753,3380
91,n2,까칠한것들,367,3214
92,n10,평화의행진곡,1502,3201
93,n0,꽃이겨울바람에게,856,3156
94,n2,대천사라파엘,753,3146
95,n10,앙앙프리츠,771,3130
96,n1,CrimsonKnight,1610,3122
97,n10,건방진것들,368,3118
98,n8,트루디꼬봉,649,3022
99,n8,찰슨,1728,3009
100,n1,보조하는전사,1404,2960
