,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1649,16227
2,n10,천마신녀,1593,14651
3,n9,고운비,867,12654
4,n2,레드마인,1597,11111
5,n9,test_1,853,9841
6,n0,자연의마신,1378,9805
7,n2,다크루비,895,9400
8,n4,샤비o,1590,9357
9,n8,유드로얄,726,7616
10,n1,차도살인,1159,7400
11,n6,마카오박,761,7379
12,n6,DestinyHERO2,1922,7245
13,n5,리에스,917,6936
14,n1,폭한,1914,6154
15,n1,뜨거운형제,1887,5875
16,n0,Vaga_Bond,711,5821
17,n4,홀리데인로마,1953,5795
18,n1,뭐이새기야,1438,5478
19,n1,sdfsfsdf,1613,5406
20,n10,송그림,1641,5100
21,n9,명궁revis,828,5094
22,n0,노을산마루,752,5057
23,n20,눈꽃잎,1714,4953
24,n0,BeautifulLife,868,4809
25,n1,천국의기사1,1292,4660
26,n0,친구란두글자,954,4626
27,n10,꼬마여우_JM,748,4588
28,n2,댕아,1997,4339
29,n8,윈도우걸,874,4180
30,n8,달빛바람v,1650,4171
31,n9,무대뽀걸,1801,4092
32,n0,타락한gg기사,878,4036
33,n0,멜로우키스,873,4036
34,n8,아리검,1975,4019
35,n24,Piracy,1963,4010
36,n10,수성용,1972,3893
37,n0,별이랑사,1906,3856
38,n7,동관상사,867,3767
39,n9,Browns궁수,1289,3713
40,n10,혈마여련사,965,3707
41,n0,샷아빠,946,3525
42,n19,결점,2019,3470
43,n15,블러드체페쉬,1946,3458
44,n10,xKira,734,3458
45,n4,의사면허정지,1943,3445
46,n19,김인성2,1717,3426
47,n10,이양_조련,806,3409
48,n13,거치른이쁜걸,844,3357
49,n10,윤형석,1943,3309
50,n2,황제나라짱,761,3269
51,n9,상콤발랄,855,3261
52,n4,Twitter,1910,3258
53,n2,hong2,421,3179
54,n9,여전사도성,931,3164
55,n1,징한아이,928,3124
56,n6,블론드,1759,3116
57,n20,민소매,1376,3070
58,n11,예쁜누님,976,3069
59,n0,김새봄,781,2969
60,n1,퍼펙트챔피언,1370,2954
61,n21,엔도르시,1910,2947
62,n10,미워할수없는존재,714,2927
63,n8,포세이돈의딸,1732,2925
64,n3,코울슬로,1565,2919
65,n2,?0firdoqwucfeki,517,2908
66,n7,핑크블루,1936,2900
67,n0,잭니클라우스,1257,2891
68,n1,파괴의신념,1500,2881
69,n10,윈드에로우,909,2823
70,n2,아룡,705,2813
71,n4,철퇴로니뚝배기를,1513,2790
72,n1,칸황,1393,2746
73,n0,배리본즈,800,2688
74,n3,모뉴엘,1400,2640
75,n0,천황성,1049,2598
76,n19,에넬,1895,2597
77,n8,현아사랑v,1968,2522
78,n10,무지개의안개,725,2517
79,n0,보라두비,1794,2494
80,n24,xxXxXxx,1933,2487
81,n1,야원,1024,2451
82,n8,틈새공략,910,2409
83,n8,lnstagram,1900,2364
84,n0,날렵맨,764,2355
85,n6,웃을께이젠,800,2350
86,n16,사랑과정열을위해,1808,2344
87,n2,이상복,887,2305
88,n0,키노악마,715,2304
89,n10,가람_영원,782,2276
90,n16,다비니,1382,2250
91,n8,오데트,1607,2238
92,n2,우르햄,1785,2237
93,n1,Ol노무시키,1322,2177
94,n4,O___Oa,1783,2164
95,n2,바람의법사z,785,2159
96,n13,야채빵아,1931,2147
97,n7,INEEDU,1908,2146
98,n6,도시를훔처라,872,2133
99,n23,너의얼굴연금중,1800,2094
100,n15,Tosihiro,1843,2079
