,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1658,16445
2,n10,천마신녀,1605,14651
3,n9,고운비,867,12654
4,n2,레드마인,1609,11111
5,n0,자연의마신,1417,9933
6,n9,test_1,853,9841
7,n2,다크루비,895,9400
8,n4,샤비o,1602,9357
9,n8,유드로얄,726,7616
10,n6,DestinyHERO2,1942,7508
11,n1,차도살인,1159,7400
12,n6,마카오박,761,7379
13,n5,리에스,917,6936
14,n1,폭한,1930,6240
15,n4,홀리데인로마,1973,6120
16,n1,뜨거운형제,1887,5875
17,n0,Vaga_Bond,711,5821
18,n1,뭐이새기야,1438,5478
19,n1,sdfsfsdf,1626,5406
20,n10,송그림,1667,5234
21,n9,명궁revis,828,5094
22,n0,노을산마루,752,5057
23,n20,눈꽃잎,1714,4953
24,n0,BeautifulLife,868,4809
25,n1,천국의기사1,1300,4662
26,n2,댕아,2001,4648
27,n0,친구란두글자,954,4626
28,n10,꼬마여우_JM,748,4588
29,n24,Piracy,1992,4536
30,n8,달빛바람v,1663,4474
31,n8,아리검,1993,4291
32,n10,수성용,1995,4228
33,n8,윈도우걸,874,4180
34,n9,무대뽀걸,1808,4145
35,n4,의사면허정지,1983,4093
36,n19,결점,2031,4048
37,n0,타락한gg기사,878,4036
38,n0,멜로우키스,873,4036
39,n10,윤형석,1983,4031
40,n0,별이랑사,1922,4013
41,n7,동관상사,867,3767
42,n9,Browns궁수,1297,3713
43,n10,혈마여련사,965,3707
44,n19,김인성2,1734,3680
45,n15,블러드체페쉬,1964,3564
46,n0,샷아빠,946,3525
47,n10,xKira,734,3458
48,n10,이양_조련,806,3409
49,n13,거치른이쁜걸,844,3357
50,n4,Twitter,1918,3313
51,n2,황제나라짱,761,3269
52,n9,상콤발랄,855,3261
53,n2,hong2,421,3179
54,n9,여전사도성,931,3164
55,n21,엔도르시,1925,3162
56,n7,핑크블루,1965,3146
57,n1,징한아이,928,3124
58,n6,블론드,1759,3116
59,n20,민소매,1376,3070
60,n11,예쁜누님,976,3069
61,n3,코울슬로,1572,3026
62,n0,김새봄,781,2969
63,n1,퍼펙트챔피언,1377,2954
64,n10,미워할수없는존재,714,2927
65,n8,포세이돈의딸,1732,2925
66,n2,?0firdoqwucfeki,517,2908
67,n0,잭니클라우스,1260,2894
68,n1,파괴의신념,1500,2881
69,n10,윈드에로우,909,2823
70,n2,아룡,705,2813
71,n4,철퇴로니뚝배기를,1513,2790
72,n1,칸황,1393,2746
73,n0,배리본즈,800,2688
74,n2,우르햄,1861,2643
75,n3,모뉴엘,1400,2640
76,n8,오데트,1674,2638
77,n24,xxXxXxx,1943,2614
78,n8,현아사랑v,1986,2600
79,n0,천황성,1049,2598
80,n19,에넬,1909,2597
81,n4,O___Oa,1860,2596
82,n10,무지개의안개,725,2517
83,n0,보라두비,1794,2494
84,n1,야원,1024,2451
85,n8,틈새공략,910,2409
86,n8,lnstagram,1910,2364
87,n0,날렵맨,764,2355
88,n6,웃을께이젠,800,2350
89,n16,사랑과정열을위해,1808,2344
90,n2,이상복,888,2305
91,n16,공약,1957,2304
92,n0,키노악마,715,2304
93,n10,가람_영원,782,2276
94,n13,야채빵아,1951,2264
95,n16,다비니,1382,2250
96,n15,Tosihiro,1878,2200
97,n7,INEEDU,1920,2193
98,n1,Ol노무시키,1322,2177
99,n2,바람의법사z,785,2159
100,n4,오늘그녀순간,1615,2156
