,職業,キャラクター,レベル,ポイント
1,n3,Vishnu,1872,353773299
2,n8,켈미,1996,345453032
3,n8,찰슨,1808,336924236
4,n12,체페시,1991,335160952
5,n6,화려한춤시위a,1394,332661421
6,n23,개장수의개,810,331284783
7,n7,임나엘,1764,327428786
8,n1,녹백,1575,321723369
9,n16,잔댜르크,1840,320019717
10,n19,커럽,1916,317466942
11,n5,혈색,1599,313269521
12,n16,영술이긔,1678,310707540
13,n22,내일만사는아이,1526,300876858
14,n7,개킹받쥬,1885,289286062
15,n7,숫찰떡,1553,285214826
16,n16,최온,1677,273689561
17,n20,외모check,1134,262995969
18,n20,딥스롯,1462,262211879
19,n5,Brahma,1845,253631343
20,n9,아이돈Know유,1412,245826321
21,n9,기억의밤,1551,229507518
22,n24,좀이쁜닉네임,1510,225053306
23,n7,스껄,1362,224396301
24,n21,파초선,1954,218179828
25,n8,yh창병,1920,214374418
26,n23,꾸꾸아비,932,140968217
27,n20,흑당,1273,139853987
28,n9,먀옹,1594,134095710
29,n14,적치,1583,131209719
30,n24,셩님,1458,129237995
31,n19,Devas,1858,92155258
32,n2,그냥보조캐릭터,1620,74255313
33,n9,구공레이디,1947,45952435
34,n5,구원받지못한자들,1369,19334126
35,n12,봉선생,1491,21673
36,n10,핑크펄,1132,18852
37,n20,NapIes,2000,15865
38,n8,바다의사랑,1804,14678
39,n15,강강술술,1951,11948
40,n9,신녀,2000,11011
41,n19,강술전용버프켈,1757,10958
42,n4,q주몽p,856,9755
43,n9,얼짱소녀,763,9121
44,n2,1004대장,756,9072
45,n23,덥크,1595,9061
46,n23,liillililililili,1626,8966
47,n1,강술전용시머링,1751,8951
48,n23,연연술술,1655,8742
49,n7,우치하강술이,1650,8398
50,n5,타락한강술,1648,7971
51,n8,silo,1884,7643
52,n8,Polaris,1358,7484
53,n9,뚫어드림,1666,7319
54,n4,지화자뉴달봉,1353,6910
55,n10,버디와친구들,1491,6844
56,n8,아리아드,1851,6728
57,n11,환락가,1486,6567
58,n6,서랍속통닭,1289,6559
59,n2,버비야,1332,6543
60,n0,Reilz,1910,6447
61,n0,이쁜아2,1258,6078
62,n7,갓무도가,1588,6038
63,n8,남천,1913,5839
64,n2,q삼족오p,853,5825
65,n3,헤차니스a,860,5561
66,n2,작열,759,5475
67,n11,LakShmi,1569,5326
68,n10,한나수이,649,5248
69,n4,천사사랑3,759,5234
70,n10,버닝조련1,923,5142
71,n13,윙첼,1698,4886
72,n1,바른말고운말,1401,4813
73,n8,dfsfsgferw,781,4808
74,n9,적중100퍼,781,4808
75,n16,못난이님,1346,4629
76,n7,천천히크는사람,1281,4596
77,n8,어르신,964,4584
78,n2,Celebrity,1621,4551
79,n10,푸른달의마녀,344,4452
80,n8,유티,1418,4362
81,n9,뿌잉뽀잉,1800,4332
82,n6,인자무인,708,4304
83,n0,s가을동화s,792,4298
84,n23,지크하트,1592,4161
85,n8,너랭이,1422,4152
86,n8,눈꽃의희야,1250,4101
87,n0,은하계수리공,657,4037
88,n10,o여름향기o,846,3961
89,n0,투옵,828,3867
90,n9,강한_,1616,3825
91,n10,사랑은유죄,904,3810
92,n16,IlIl레이지lIIl,931,3781
93,n7,레전더리,1501,3765
94,n13,정화목,938,3744
95,n19,쥬금이_수,1613,3737
96,n13,보라3,810,3704
97,n1,핼리해성,1411,3689
98,n10,평화의행진곡,1518,3678
99,n10,재키찬75,745,3645
100,n1,무한사신,234,3625
