,職業,キャラクター,レベル,ポイント
1,n8,Deadly,1450,34160
2,n8,다누리,1835,22973
3,n2,뉴삼총사,1893,21784
4,n10,운좋은고양이,2013,20378
5,n13,오리,2026,19985
6,n1,Guan_Yu,1459,16425
7,n20,전여친,1928,15920
8,n7,_천상,1113,15355
9,n8,민쏘쏘,2000,15309
10,n22,물련금,2000,15072
11,n24,얌시선장,2000,14274
12,n8,샤또지마,1950,14098
13,n0,산타루치노,2012,13808
14,n0,운정리파괴자,2011,13784
15,n6,와니천사,1912,13622
16,n14,마악마,2000,13527
17,n10,v1p1최강의조련사,882,13075
18,n8,이치키,2023,12974
19,n7,금돌,2007,12854
20,n3,지옥불_,1927,12256
21,n19,길선미,2025,11869
22,n8,HOOT,2012,11817
23,n7,기억해사랑해,1262,11740
24,n4,인생_콜전용,1714,11597
25,n22,리퍼지크,2031,11498
26,n0,헤독,2017,11416
27,n8,스마트무빙,1985,11257
28,n8,maya,922,11136
29,n2,리트군,1304,10991
30,n7,잇섭,2014,10725
31,n9,나를찾지마,2011,10306
32,n12,S2조자룡,1411,10306
33,n2,SeungEE,2000,10093
34,n2,감자고구마,2021,9846
35,n7,묵꼼,1844,9810
36,n8,아려니,2012,9805
37,n3,파이오니아,1890,9792
38,n3,버닝12,1919,9768
39,n19,사학광학사,1441,9731
40,n8,vvvvvvvvvvvvv,1747,9647
41,n20,유이퐁,2000,9561
42,n20,MILKMAID,1952,9309
43,n4,무드리치,2000,9186
44,n8,Lo또,1978,9009
45,n0,없노,1800,8950
46,n9,Hwal,1783,8925
47,n7,명량해전,2010,8629
48,n0,화이어,708,8600
49,n8,지긋이창,2000,8567
50,n13,반짝반짝작은별,1917,8549
51,n8,보찌,2006,8505
52,n9,가행건부,1772,8390
53,n4,삿제,1344,8379
54,n16,바라코스,2023,8308
55,n20,웅치킨,2007,8178
56,n0,배스낚시,1496,8148
57,n15,리촹,2001,8083
58,n25,부선장,1340,8081
59,n20,뱌이,2006,8035
60,n8,스카이부동산,1986,8017
61,n9,귓볼탱탱,1438,8005
62,n22,돌아온연금,2000,7921
63,n6,투컷,1279,7888
64,n13,주공주,1391,7828
65,n8,한우육회,1945,7687
66,n14,결제가아니라결재,2011,7617
67,n23,Gift_,1959,7593
68,n20,지죤,1985,7527
69,n8,유로폼,2009,7485
70,n8,시옷,2008,7436
71,n20,SolarFlare,2000,7409
72,n22,슈퍼파워연금,1818,7331
73,n13,너키,2000,7330
74,n6,깐지데쓰,899,7313
75,n20,서하엘,1962,7277
76,n22,탄알일발장전,1972,7273
77,n19,오랜방황의끝,2000,7250
78,n14,효됴르원펀치,1391,7250
79,n1,Trudy,1956,7208
80,n2,오사카_유니버셜,1366,7129
81,n24,망침,2009,7103
82,n21,핼버드,1683,7071
83,n20,등치,2003,7067
84,n19,너랭이,2006,7026
85,n0,하늘이다,905,7020
86,n2,천상마법지존,774,6904
87,n4,1____M,1926,6886
88,n9,여교사,1762,6882
89,n2,망파,1814,6851
90,n8,페르파,1809,6774
91,n4,웅드리치,2000,6715
92,n12,춰콜릿,1892,6708
93,n16,씽긋,1745,6700
94,n10,빠칸,2001,6665
95,n4,무기없는잇터님,2013,6626
96,n8,양갱수리,2000,6604
97,n4,튼실,2000,6414
98,n18,리정인,2000,6407
99,n9,신민아이유인나,1812,6389
100,n8,심판,2012,6319
