,職業,キャラクター,レベル,ポイント
1,n5,DEVAIN,1340,13875
2,n12,test23124,100,8033
3,n8,inta,1280,7329
4,n20,마스펠,1742,6726
5,n6,흑염룡,1419,6300
6,n21,2MORO,1483,4649
7,n19,배꼽,1651,4629
8,n13,버베나,1433,3784
9,n2,선임,1488,3690
10,n22,Deft,1401,3492
11,n2,IIllllllllllIlll,1403,3330
12,n8,이망,1657,3162
13,n23,백관,1301,3143
14,n6,떠돌이_,554,2856
15,n7,12421312312,100,2842
16,n20,또릉이,1526,2805
17,n18,큐이,1410,2750
18,n6,셀리,426,2642
19,n6,공쥬님,869,2413
20,n7,고구마망,1527,2407
21,n12,넝쿨이,1304,2382
22,n4,활주,1281,2359
23,n19,웨여,1746,2213
24,n2,제이비,1182,2206
25,n7,티누,1004,2205
26,n0,Slayer,1399,2163
27,n16,비_일오,1281,1916
28,n12,RaonLee,1253,1870
29,n4,TURN,1272,1852
30,n0,버키,1250,1753
31,n1,하정우,1341,1749
32,n3,다멜잉,1290,1705
33,n13,변신소녀님,1205,1681
34,n20,메이커,1436,1593
35,n8,은영,1374,1581
36,n9,비프리즈,1325,1573
37,n0,칼전니크당,882,1503
38,n12,파벨,1256,1485
39,n2,역살,1252,1475
40,n21,수라a,1157,1441
41,n19,__수인,1182,1433
42,n9,이더리움코인,1328,1432
43,n8,SiegeGun,1186,1419
44,n8,이준석,1613,1411
45,n1,한겨레,1336,1360
46,n8,유나영,1194,1344
47,n21,나빌레라,1501,1290
48,n11,또식소환,1294,1262
49,n2,전설,1268,1255
50,n0,maze_red,1672,1237
51,n1,Lipton,1252,1225
52,n9,lolol,1245,1207
53,n8,젤리삐,1087,1183
54,n8,삼미리,922,1155
55,n18,__형,1300,1130
56,n0,예뻐,135,1108
57,n0,곽명훈,1188,1104
58,n4,김포,1550,1103
59,n2,콜드브루,1289,1093
60,n9,오로치,1265,1084
61,n8,워버러버덥덥,1088,1075
62,n9,히쭉,1252,1050
63,n6,Vayne,676,1047
64,n18,참외배꼽,1351,1031
65,n13,덜렁,1250,1019
66,n20,__09,1075,1017
67,n16,WonderWoman,958,1006
68,n24,Aimyon,1317,1002
69,n9,천년용왕,404,1000
70,n8,달빛에지는혼,1142,987
71,n5,쏘럭,1315,983
72,n20,도레미파,1772,964
73,n24,뽀스,1412,964
74,n21,YOLOMAID,1001,957
75,n22,박하람,1344,955
76,n7,낭천,1269,945
77,n1,곰슬기,1254,940
78,n22,너굴이,1222,938
79,n8,평정,1279,933
80,n6,한야,1297,930
81,n21,풀림,1332,897
82,n2,Sona,703,897
83,n2,음속,1104,890
84,n6,갈증,1204,884
85,n6,일월이,619,876
86,n2,지휘관,1146,873
87,n5,Soraka,698,872
88,n7,카심,1263,863
89,n8,수기광호,1281,862
90,n13,Lulu,677,848
91,n1,Squire,928,844
92,n9,하노비,884,828
93,n21,사신소녀,1619,809
94,n0,KEYBOARDWORRIER,978,796
95,n1,크고아름다운검,1128,775
96,n7,new도,813,770
97,n21,영_오,1313,766
98,n6,양인군자,876,762
99,n4,까만집사,1034,761
100,n7,빈둥,1422,757
