,職業,キャラクター,レベル,ポイント
1,n8,오데트,1324,281
2,n8,도넛,1257,162
3,n20,청소청소김청소,1356,157
4,n8,Akkad,1356,141
5,n23,X_Men,1352,119
6,n20,스튜어디스,1326,113
7,n9,힘을숨긴궁수,1274,101
8,n19,휴식,1328,94
9,n20,Eliza,1331,89
10,n19,bowing,1286,77
11,n20,눈물의여왕,1363,74
12,n19,고윤정,1256,59
13,n10,고양에나,1269,43
14,n1,무덕이,906,39
15,n1,hot견기,977,36
16,n1,드쌍,1327,35
17,n8,비오는날s,631,26
18,n10,뭐가이렇누,1169,24
19,n11,aphrodite,650,23
20,n4,노윤서,636,22
21,n0,야간일하면서,924,21
22,n4,김혜준,617,21
23,n5,SOOP,173,21
24,n4,최하슬,622,20
25,n4,성수지,619,20
26,n19,헤이즐,1259,17
27,n4,강민아,627,17
28,n4,이주빈,625,17
29,n4,공유빈,613,17
30,n4,봉잽이,1257,15
31,n23,0011011,875,15
32,n4,박지현,621,15
33,n6,도도독,593,15
34,n23,물쟁이,1253,14
35,n12,역병공주,923,14
36,n6,베누,935,13
37,n4,주현영,620,13
38,n4,정예인,610,13
39,n10,봄이집사,913,12
40,n4,소주연,616,12
41,n8,따스한,1257,11
42,n11,네네코,1250,10
43,n4,경서,611,10
44,n15,끼쟁이,1254,9
45,n8,길돌용,616,9
46,n14,죽은자의속삭임,1254,8
47,n20,메이드히메,1252,8
48,n17,아그와,890,8
49,n16,힘을숨긴영술,1257,7
50,n24,빵실,1255,7
51,n9,hot마궁,1255,7
52,n14,노동자강신술사,1253,7
53,n11,파란소환사,883,7
54,n15,무루루,461,7
55,n8,재료용6,131,7
56,n24,duing,1258,6
57,n20,몽당빗자루,1257,6
58,n4,갤럭시_사제,1255,6
59,n24,딸배,1253,6
60,n10,FX펑,911,6
61,n0,견린,902,6
62,n20,JELLO,900,6
63,n13,빛깡,888,6
64,n15,도끄,377,6
65,n15,미라랑,368,6
66,n8,재료용2,124,6
67,n19,짱친,1255,5
68,n15,푸리나,1253,5
69,n5,힘을숨긴타천,1253,5
70,n8,Bonita,1098,5
71,n10,조련석,926,5
72,n8,에스프레소M,892,5
73,n10,팥붕이,830,5
74,n6,말랑콩떡,546,5
75,n15,무탕,417,5
76,n8,재료용4,116,5
77,n16,치오r오r,1254,4
78,n24,힘을숨긴선장,1254,4
79,n14,Lilit,1253,4
80,n20,홈이,1164,4
81,n23,바오바오,1129,4
82,n20,보미집사,923,4
83,n8,SyaSya03,923,4
84,n10,MB_VM,901,4
85,n12,해보는그걍,900,4
86,n1,햄찌,888,4
87,n3,하나만좀해보자꾼,733,4
88,n13,뺏기,658,4
89,n23,기돌을캐볼까나앙,417,4
90,n15,구리링,365,4
91,n15,푸우웅,351,4
92,n15,미라라,348,4
93,n15,퓨우웅,339,4
94,n8,부지깽이,325,4
95,n8,재료용1,115,4
96,n14,갤럭시_강신,1256,3
97,n2,힘을숨긴법사,1253,3
98,n20,폭스테일_,1220,3
99,n12,병약한공주,1165,3
100,n1,Sprite,1129,3
