,職業,キャラクター,レベル,ポイント
1,n9,무대뽀걸,1778,352194430
2,n8,ssukuna,1282,351207452
3,n6,분홍색호랑이,329,348127235
4,n4,의사면허정지,1842,346360140
5,n10,마이데몬,1268,331284699
6,n10,노란,1263,296288273
7,n8,훤화,1037,293929071
8,n19,결점,2000,286591428
9,n7,너는누구나,833,284033028
10,n10,윤형석,1840,265029873
11,n19,근성있는수인,1284,264831115
12,n2,김갑중,1405,263914181
13,n17,내가바로신규유저,527,249036851
14,n8,서예린,1024,239337481
15,n13,야채빵아,1911,238749622
16,n2,마법의돌,1175,238420091
17,n1,이너시안,1753,232064309
18,n3,코울슬로,1547,226495101
19,n8,희월,932,220201004
20,n4,알아서뭐해...,900,215154722
21,n10,더사랑,1399,179241413
22,n4,축복받은돌,1172,177406013
23,n6,gojyosatoru,1634,144639047
24,n20,_해솔_,926,108855335
25,n9,insunsky,1626,99368474
26,n19,개구리_05,1193,91095068
27,n10,알주,786,82182171
28,n10,송그림,1622,81662781
29,n18,드림캐쳐,909,69206021
30,n9,털내미니,900,68812802
31,n9,개구리_01,968,57737224
32,n4,_천도_,1815,56559104
33,n0,자연의마신,1361,52831742
34,n24,이상한손님,1350,51314855
35,n10,FX펑,913,22282248
36,n10,천마신녀,1573,14651
37,n9,고운비,867,12654
38,n2,레드마인,1578,11111
39,n9,test_1,853,9841
40,n2,다크루비,895,9400
41,n4,샤비o,1570,9357
42,n8,유드로얄,726,7616
43,n1,차도살인,1159,7400
44,n6,마카오박,761,7379
45,n5,리에스,917,6936
46,n6,DestinyHERO2,1872,6873
47,n1,폭한,1869,5969
48,n1,뜨거운형제,1862,5873
49,n0,Vaga_Bond,711,5821
50,n1,뭐이새기야,1438,5478
51,n1,sdfsfsdf,1553,5406
52,n4,홀리데인로마,1908,5292
53,n9,명궁revis,828,5094
54,n0,노을산마루,752,5057
55,n20,눈꽃잎,1714,4953
56,n0,BeautifulLife,868,4809
57,n1,천국의기사1,1281,4660
58,n0,친구란두글자,954,4626
59,n10,꼬마여우_JM,748,4588
60,n8,윈도우걸,874,4180
61,n0,타락한gg기사,878,4036
62,n0,멜로우키스,873,4036
63,n7,동관상사,867,3767
64,n9,Browns궁수,1278,3713
65,n10,혈마여련사,965,3707
66,n8,달빛바람v,1588,3672
67,n2,댕아,1945,3652
68,n1,별이랑사,1861,3631
69,n8,아리검,1932,3603
70,n0,샷아빠,946,3525
71,n10,수성용,1925,3492
72,n10,xKira,734,3458
73,n10,이양_조련,806,3409
74,n13,거치른이쁜걸,844,3357
75,n15,블러드체페쉬,1913,3306
76,n24,Piracy,1899,3278
77,n2,황제나라짱,761,3269
78,n9,상콤발랄,855,3261
79,n2,hong2,421,3179
80,n4,Twitter,1891,3173
81,n9,여전사도성,931,3164
82,n1,징한아이,928,3124
83,n6,블론드,1759,3116
84,n20,민소매,1376,3070
85,n11,예쁜누님,976,3069
86,n19,김인성2,1697,3010
87,n0,김새봄,781,2969
88,n1,퍼펙트챔피언,1360,2954
89,n10,미워할수없는존재,714,2927
90,n8,포세이돈의딸,1732,2925
91,n2,?0firdoqwucfeki,517,2908
92,n0,잭니클라우스,1249,2887
93,n1,파괴의신념,1500,2881
94,n10,윈드에로우,909,2823
95,n2,아룡,705,2813
96,n4,철퇴로니뚝배기를,1513,2790
97,n1,칸황,1393,2746
98,n0,배리본즈,800,2688
99,n3,모뉴엘,1400,2640
100,n7,핑크블루,1904,2625
