,職業,キャラクター,レベル,ポイント
1,n12,오리,2050,37814
2,n10,운좋은고양이,2050,34415
3,n9,Deadly,1462,34168
4,n0,산타루치노,2058,29220
5,n19,길선미,2055,28292
6,n8,이치키,2041,24746
7,n14,결제가아니라결재,2053,23588
8,n8,다누리,1835,22973
9,n2,뉴삼총사,1932,22106
10,n2,감자고구마,2031,22017
11,n17,웅치키,2065,21307
12,n8,주악꾸악주의,2034,21065
13,n14,마악마,2010,20058
14,n0,운정리파괴자,2029,19980
15,n9,숑숑이활쏜다,2059,19005
16,n20,전여친,2000,18659
17,n22,리퍼지크,2040,17628
18,n8,민쏘쏘,2000,17413
19,n19,쿠키돈먹음,2032,16445
20,n1,Guan_Yu,1459,16425
21,n20,뱌이,2012,15970
22,n7,와니천사,2002,15900
23,n9,빨쿠,2014,15529
24,n2,멋진숑숑이,2052,15365
25,n7,_천상,1257,15359
26,n22,물련금,2000,15149
27,n20,등치,2030,15135
28,n0,여체1,2033,14825
29,n8,HOOT,2014,14617
30,n9,보찌,2023,14387
31,n25,우측,1425,14351
32,n24,얌시선장,2000,14286
33,n8,샤또지마,1971,14123
34,n7,명량해전,2026,14055
35,n2,지옥불_,2000,14051
36,n8,잼쿠,2022,14028
37,n22,쇼팬,2052,13991
38,n20,웅치킨,2022,13461
39,n9,맹밍,2035,13309
40,n25,짱친,2023,13182
41,n10,v1p1최강의조련사,882,13075
42,n7,금돌,2007,12856
43,n3,버닝12,2000,12670
44,n25,김치련,1373,12443
45,n19,풀업s,2011,12382
46,n22,슈퍼파워연금,2000,12260
47,n1,칼질하지마,2035,12259
48,n2,망파,2000,12136
49,n17,바라코스,2038,12022
50,n7,MinJu,2000,11991
51,n25,제일포,1372,11989
52,n25,대못,1372,11988
53,n8,아려니,2033,11878
54,n14,vvwvvw,1371,11866
55,n15,리촹,2011,11798
56,n10,Dark다모,2011,11780
57,n0,구매완료,1369,11743
58,n7,기억해사랑해,1262,11740
59,n25,추다솜,1419,11714
60,n9,vwwvvvw,1370,11686
61,n25,조옷가아,1419,11605
62,n4,인생_콜전용,1714,11597
63,n25,감옥싫어,1372,11547
64,n19,차우니,1952,11528
65,n25,참젓,1419,11496
66,n25,퓨우웅시인,1418,11444
67,n0,헤독,2017,11416
68,n10,장찬미,1879,11398
69,n25,토토보증업체,1418,11328
70,n25,흑인이싸면깜찍,1372,11259
71,n8,스마트무빙,1985,11257
72,n10,투언,2000,11237
73,n25,한미희,1418,11212
74,n18,사학광학사,1604,11190
75,n8,maya,924,11136
76,n10,빠칸,2011,11076
77,n2,리트군,1304,10991
78,n8,심판,2029,10968
79,n7,스와코프,2030,10837
80,n7,잇섭,2014,10725
81,n25,하예슬,1369,10536
82,n4,응묵,2000,10534
83,n22,llIIllIllIlll,1502,10531
84,n10,목경운,2001,10395
85,n13,응식이,2000,10394
86,n24,해선,2000,10345
87,n9,나를찾지마,2011,10306
88,n12,S2조자룡,1411,10306
89,n20,MILKMAID,2000,10262
90,n2,SeungEE,2000,10231
91,n8,Lo또,2000,10206
92,n20,핼버드,2000,10168
93,n8,통통햄찌,2000,10156
94,n20,아모튼,2000,10099
95,n3,파이오니아,1924,10075
96,n25,줘엇까,1366,10071
97,n25,트랄라레로,1365,9995
98,n19,다이신,2000,9877
99,n20,유이퐁,2001,9823
100,n7,묵꼼,1845,9810
