,職業,キャラクター,レベル,ポイント
1,n9,insunsky,1707,17187
2,n10,천마신녀,1650,14651
3,n9,고운비,867,12654
4,n2,레드마인,1654,11111
5,n0,자연의마신,1505,10139
6,n9,test_1,853,9841
7,n2,다크루비,895,9400
8,n4,샤비o,1647,9357
9,n6,DestinyHERO2,2006,8278
10,n10,윤형석,2016,7892
11,n4,의사면허정지,2016,7763
12,n8,유드로얄,726,7616
13,n1,차도살인,1159,7400
14,n6,마카오박,761,7379
15,n1,폭한,2000,7177
16,n4,홀리데인로마,2008,7013
17,n5,리에스,917,6936
18,n2,댕아,2023,6350
19,n0,sdfsfsdf,1716,6053
20,n24,Piracy,2023,6050
21,n10,송그림,1841,6005
22,n8,오데트,2000,6001
23,n1,뜨거운형제,1926,5878
24,n16,공약,2012,5835
25,n0,Vaga_Bond,711,5821
26,n2,우르햄,2004,5714
27,n10,뽀로로유치원,2010,5691
28,n1,뭐이새기야,1438,5478
29,n4,의사면허취소,2000,5225
30,n8,아리검,2014,5223
31,n4,O___Oa,2004,5174
32,n9,달빛바람v,1753,5146
33,n9,명궁revis,828,5094
34,n0,노을산마루,752,5057
35,n0,별이랑사,1999,4969
36,n20,눈꽃잎,1714,4953
37,n1,천국의기사1,1395,4865
38,n8,가품,2012,4854
39,n0,BeautifulLife,868,4809
40,n9,무대뽀걸,1880,4691
41,n0,친구란두글자,954,4626
42,n6,gojyosatoru,2007,4600
43,n10,꼬마여우_JM,748,4588
44,n20,지금니순간,2003,4553
45,n19,료네,1999,4348
46,n19,결점,2037,4326
47,n10,수성용,2002,4291
48,n8,윈도우걸,874,4180
49,n21,엔도르시,1987,4127
50,n19,김인성2,1784,4101
51,n14,블러드체페쉬,2006,4090
52,n0,타락한gg기사,878,4036
53,n0,멜로우키스,873,4036
54,n7,핑크블루,2005,3920
55,n7,동관상사,867,3767
56,n9,Browns궁수,1395,3759
57,n10,혈마여련사,965,3707
58,n4,Twitter,1971,3575
59,n0,샷아빠,946,3525
60,n10,xKira,734,3458
61,n4,홀__리,1837,3439
62,n3,코울슬로,1662,3434
63,n10,이양_조련,806,3409
64,n13,거치른이쁜걸,844,3357
65,n24,xxXxXxx,2018,3311
66,n2,황제나라짱,761,3269
67,n9,상콤발랄,855,3261
68,n2,hong2,421,3179
69,n9,여전사도성,931,3164
70,n1,징한아이,928,3124
71,n6,블론드,1759,3116
72,n20,민소매,1376,3070
73,n11,예쁜누님,976,3069
74,n8,힘을숨긴궁수,1840,3063
75,n0,김새봄,781,2969
76,n1,퍼펙트챔피언,1382,2954
77,n10,미워할수없는존재,714,2927
78,n8,포세이돈의딸,1732,2925
79,n0,잭니클라우스,1286,2911
80,n2,?0firdoqwucfeki,517,2908
81,n1,파괴의신념,1500,2881
82,n19,에넬,1958,2848
83,n10,윈드에로우,909,2823
84,n2,아룡,705,2813
85,n4,철퇴로니뚝배기를,1513,2790
86,n8,현아사랑v,2000,2749
87,n1,칸황,1393,2746
88,n4,라크_레크레이셔,2000,2724
89,n9,JNS마창,1925,2693
90,n0,배리본즈,800,2688
91,n3,모뉴엘,1400,2640
92,n4,_천도_,1932,2607
93,n0,천황성,1049,2598
94,n15,Tosihiro,1954,2580
95,n2,라꿍이랑,1955,2568
96,n13,야채빵아,1990,2548
97,n13,혁이아빠,2000,2540
98,n7,INEEDU,2000,2531
99,n10,무지개의안개,725,2517
100,n7,아르로미토스,2016,2506
