,職業,キャラクター,レベル,ポイント
1,n8,Deadly,1447,34160
2,n8,다누리,1835,22973
3,n2,뉴삼총사,1893,21784
4,n10,운좋은고양이,2012,20012
5,n13,오리,2024,19440
6,n1,Guan_Yu,1459,16425
7,n20,전여친,1928,15920
8,n7,_천상,1109,15355
9,n8,민쏘쏘,2000,15309
10,n22,물련금,2000,15072
11,n24,얌시선장,2000,14103
12,n8,샤또지마,1947,14097
13,n6,와니천사,1911,13618
14,n0,운정리파괴자,2010,13435
15,n0,산타루치노,2010,13325
16,n14,마악마,2000,13171
17,n10,v1p1최강의조련사,882,13075
18,n7,금돌,2007,12854
19,n8,이치키,2021,12423
20,n3,지옥불_,1927,12256
21,n7,기억해사랑해,1262,11740
22,n4,인생_콜전용,1714,11597
23,n8,HOOT,2011,11447
24,n0,헤독,2017,11416
25,n19,길선미,2025,11310
26,n8,스마트무빙,1985,11257
27,n8,maya,922,11136
28,n22,리퍼지크,2029,11084
29,n2,리트군,1304,10991
30,n9,나를찾지마,2011,10306
31,n12,S2조자룡,1411,10306
32,n7,잇섭,2011,10126
33,n2,SeungEE,2000,10093
34,n7,묵꼼,1844,9810
35,n3,파이오니아,1883,9759
36,n8,아려니,2011,9726
37,n8,vvvvvvvvvvvvv,1747,9647
38,n3,버닝12,1917,9554
39,n20,유이퐁,1995,9423
40,n19,사학광학사,1392,9365
41,n2,감자고구마,2021,9340
42,n20,MILKMAID,1949,9292
43,n4,무드리치,2000,9186
44,n8,Lo또,1975,8818
45,n9,Hwal,1779,8803
46,n0,없노,1797,8802
47,n0,화이어,708,8600
48,n8,지긋이창,2000,8567
49,n13,반짝반짝작은별,1917,8549
50,n7,명량해전,2008,8427
51,n9,가행건부,1772,8390
52,n4,삿제,1344,8379
53,n25,부선장,1340,8081
54,n16,바라코스,2022,8055
55,n8,보찌,2004,8034
56,n0,배스낚시,1491,7996
57,n23,돌아온연금,2000,7921
58,n6,투컷,1279,7888
59,n9,귓볼탱탱,1428,7818
60,n15,리촹,2000,7793
61,n20,뱌이,2005,7708
62,n20,웅치킨,2004,7642
63,n8,스카이부동산,1977,7603
64,n13,주공주,1369,7509
65,n8,한우육회,1936,7477
66,n20,SolarFlare,2000,7409
67,n23,Gift_,1955,7396
68,n13,너키,2000,7328
69,n20,지죤,1980,7325
70,n6,깐지데쓰,899,7313
71,n19,오랜방황의끝,2000,7250
72,n8,유로폼,2008,7199
73,n14,효됴르원펀치,1390,7161
74,n8,시옷,2007,7136
75,n2,오사카_유니버셜,1366,7129
76,n24,망침,2009,7103
77,n14,결제가아니라결재,2010,7092
78,n20,서하엘,1954,7078
79,n21,핼버드,1683,7071
80,n0,하늘이다,905,7020
81,n1,Trudy,1952,7003
82,n22,탄알일발장전,1963,6996
83,n22,슈퍼파워연금,1797,6975
84,n19,너랭이,2005,6948
85,n2,천상마법지존,774,6904
86,n4,1____M,1926,6886
87,n8,페르파,1809,6774
88,n20,등치,2002,6736
89,n12,춰콜릿,1892,6708
90,n16,씽긋,1745,6700
91,n9,여교사,1703,6656
92,n4,무기없는잇터님,2013,6626
93,n8,양갱수리,2000,6604
94,n2,망파,1792,6482
95,n4,튼실,2000,6414
96,n19,리정인,2000,6407
97,n4,웅드리치,1983,6396
98,n9,신민아이유인나,1812,6389
99,n6,리치골드,601,6310
100,n10,빠칸,1988,6241
