,職業,キャラクター,レベル,ポイント
1,n8,영하0도C,1264,335609886
2,n11,은빛소녀,508,315424784
3,n10,조련오야지,253,258473986
4,n21,사교의장,900,225116161
5,n5,illi43,118,143523936
6,n17,까비_투사,491,131334147
7,n2,평택역노숙자,1020,123666448
8,n0,존스말리,1253,121307147
9,n12,최티모,940,117178462
10,n22,곤지암정신병원,1257,81985543
11,n18,덩쿠,1099,80936963
12,n24,미소쿡,623,71499777
13,n8,개활,1251,68026430
14,n7,도둑동네돌팅이,1809,45091450
15,n10,광휘의결정,1258,17236087
16,n23,딥핑,1313,10093833
17,n9,Deadly,1436,34160
18,n8,다누리,1835,22973
19,n2,뉴삼총사,1878,21678
20,n10,운좋은고양이,2000,17673
21,n1,Guan_Yu,1459,16425
22,n12,오리,2003,15526
23,n7,_천상,1109,15355
24,n20,전여친,1827,14982
25,n8,민쏘쏘,2000,14962
26,n8,샤또지마,1915,13971
27,n22,물련금,1938,13587
28,n10,v1p1최강의조련사,882,13075
29,n7,와니천사,1826,12840
30,n7,금돌,2002,12551
31,n24,얌시선장,1990,12342
32,n14,마악마,1952,11819
33,n7,기억해사랑해,1262,11740
34,n3,지옥불_,1905,11715
35,n4,인생_콜전용,1714,11597
36,n0,운정리파괴자,2001,11272
37,n8,스마트무빙,1985,11257
38,n8,maya,920,11136
39,n0,산타루치노,1974,11056
40,n2,리트군,1304,10991
41,n12,S2조자룡,1411,10306
42,n0,헤독,2002,10254
43,n7,묵꼼,1843,9805
44,n8,vvvvvvvvvvvvv,1747,9647
45,n3,파이오니아,1831,9260
46,n4,무드리치,2000,9186
47,n9,나를찾지마,2001,9096
48,n19,사학광학사,1389,8977
49,n20,MILKMAID,1916,8935
50,n2,SeungEE,1941,8859
51,n8,HOOT,2002,8730
52,n8,이치키,2002,8610
53,n0,화이어,708,8600
54,n13,반짝반짝작은별,1917,8549
55,n8,아려니,2001,8513
56,n0,없노,1791,8456
57,n9,가행건부,1772,8390
58,n3,버닝12,1888,8385
59,n5,삿제,1344,8373
60,n9,Hwal,1766,8158
61,n24,부선장,1340,8081
62,n20,유이퐁,1933,7966
63,n23,돌아온연금,2000,7921
64,n6,투컷,1279,7888
65,n19,길선미,2003,7694
66,n8,지긋이창,1969,7577
67,n20,SolarFlare,2000,7409
68,n6,깐지데쓰,899,7313
69,n0,배스낚시,1469,7293
70,n8,Lo또,1932,7152
71,n7,명량해전,2001,7121
72,n2,오사카_유니버셜,1364,7081
73,n21,핼버드,1683,7071
74,n2,감자고구마,2002,7050
75,n0,하늘이다,905,7020
76,n22,리퍼지크,2004,6962
77,n2,천상마법지존,774,6904
78,n9,귓볼탱탱,1404,6869
79,n4,1____M,1918,6861
80,n12,주공주,1342,6776
81,n8,페르파,1809,6774
82,n12,춰콜릿,1892,6708
83,n16,씽긋,1744,6700
84,n8,양갱수리,2000,6604
85,n14,효됴르원펀치,1381,6507
86,n7,잇섭,1905,6481
87,n19,리정인,2000,6407
88,n9,신민아이유인나,1812,6389
89,n8,여교사,1681,6323
90,n19,오랜방황의끝,1962,6319
91,n6,리치골드,601,6310
92,n13,너키,1922,6239
93,n23,Gift_,1902,6212
94,n23,앙금술사,2000,6198
95,n4,선비타천,1262,6095
96,n20,일단믿어봐,1730,5992
97,n19,너랭이,1969,5922
98,n1,넌내꼬,1289,5858
99,n16,뛰낀,1840,5823
100,n6,오I톨0l,873,5692
