,職業,キャラクター,レベル,ポイント
1,n4,원활,1836,351799715
2,n1,호구,1494,350224833
3,n7,탕탕이빨이후루루,1669,344000517
4,n22,탄알일발장전,1872,343741223
5,n13,킹타노스,1489,343540214
6,n2,젠덕,1918,339217980
7,n23,동숙,1470,338560389
8,n0,삼성갤럭시,1857,336332082
9,n4,이늠식기,1268,334561504
10,n20,반틈,1776,334170722
11,n2,SeungEE,1928,333521336
12,n24,술내놔술,1548,331416672
13,n7,핑냥이,1284,320405643
14,n7,장은일,1826,316280637
15,n0,운정리파괴자,2000,313535337
16,n24,캡틴향,1501,313065781
17,n16,배성재,1816,304416377
18,n20,암놈,1275,298713144
19,n9,뽀융쨩,1422,296551239
20,n4,암튼,1770,294783554
21,n23,발라렐,1378,294650854
22,n24,망침,1942,293605152
23,n20,블랙퐁,1543,289080654
24,n8,그놈,1319,288817280
25,n16,삭풍월,1875,286198045
26,n22,리퍼지크,2000,285219242
27,n20,유이퐁,1917,282402348
28,n8,다한스,1353,281543164
29,n8,우일이형,1622,268567749
30,n6,매력적이십니다,1918,268373572
31,n8,지긋이창,1960,265755832
32,n22,슈퍼건,1286,265093178
33,n17,웅치키,1336,263848229
34,n6,블러드네오,1282,261294896
35,n16,그냥찐따,1420,257557166
36,n14,뛸때귀여워,1029,257425974
37,n7,다각,1264,255131850
38,n16,새우잡이투사,1366,254149006
39,n13,윤태진,1631,245761511
40,n8,도화가,1468,241502799
41,n10,숨통,1306,241041539
42,n3,꽝뚜,1491,240255739
43,n9,내꽃은어딨나,1957,234753381
44,n19,너랭이,1957,234362492
45,n9,꽝지,1447,234094738
46,n9,썸주막창,1328,232456388
47,n0,퇴거,1267,229376015
48,n1,꽈자,1986,228855818
49,n8,하뚱잉,1465,226427672
50,n10,니요,1291,225116469
51,n0,마계대리인,1365,223216731
52,n20,판슥,1649,222561716
53,n24,휠바바,1429,220332750
54,n10,탬프,1381,213124734
55,n20,은광,1522,212862305
56,n10,투언,1448,211945289
57,n24,설윤아,1285,210763829
58,n20,웅치킨,1855,210112939
59,n16,회의록,1141,208863325
60,n16,마누카,1987,205131050
61,n10,회계전표,1294,204603448
62,n7,D여비,1472,202769250
63,n24,버려진우산,1415,202507948
64,n20,파묘,1391,199099209
65,n20,이쁜이_,1837,198969413
66,n8,HOOT,1996,193077512
67,n0,삼사7,944,189595787
68,n10,커피한잔할까요,965,187564092
69,n0,산타루치노,1955,186788448
70,n9,인터로조,1505,182257096
71,n8,한우육회,1784,180622361
72,n10,소환사로가는길,1401,180617715
73,n23,얌시연금,1525,178063803
74,n20,엘엔케이딸,1418,176030517
75,n24,레카르윈,1301,175767996
76,n6,ssoyeon,1261,174063729
77,n6,마카오풍,1317,173867167
78,n10,서_지,1521,170263113
79,n23,국민연금보험,1325,169738667
80,n10,공유빈,1289,166920353
81,n9,쭈굴,1319,164430230
82,n20,건널목,1412,163382706
83,n8,맹밍,1838,159321026
84,n16,바라코스,1954,155324321
85,n10,빠칸,1707,145755926
86,n7,몽환적,1602,138284646
87,n10,자기유지,1162,137953287
88,n16,뛰낀,1840,133895863
89,n12,TrouBles,1874,131074750
90,n19,중약,1609,128582833
91,n20,뱌이,1927,122819641
92,n24,투선장,1519,119604823
93,n7,걍무도가,1256,119144549
94,n9,시마다한조,1514,118097668
95,n24,오뇨,1372,115802231
96,n7,주문진초장도둑,1913,115217264
97,n4,힐들어간다입벌려,1350,104465278
98,n23,물련금,1930,96810139
99,n19,마나워커nx,1459,96469533
100,n1,D_VA,1937,93655725
