,職業,キャラクター,レベル,ポイント
1,n7,숫찰떡,1371,1065
2,n24,좀이쁜닉네임,1360,905
3,n9,미러미어미어미러,1364,771
4,n20,딥스롯,1324,752
5,n12,딥쓰롯,1315,696
6,n1,익플,1366,684
7,n23,심야괴담회,1275,502
8,n19,수인수,1326,358
9,n19,아침양,1280,280
10,n19,찰슨_수,1296,197
11,n6,The_라온,1308,157
12,n23,꾸금,1319,112
13,n22,마초조밥,1276,108
14,n24,부선장,1036,105
15,n4,캥카,1323,99
16,n8,다니,1310,95
17,n12,뿌바오,1304,88
18,n17,쥬금이_영,1273,88
19,n10,밤조련,1312,84
20,n22,쌍천,1262,78
21,n19,가르텐,1280,77
22,n1,견최,1251,66
23,n9,함만봐주세요,1281,58
24,n0,소드아이스,1006,55
25,n10,빛의어린이,1309,53
26,n10,질드레후작,1268,50
27,n19,Dior_깜냥이,1257,43
28,n20,언니무쌍,1310,38
29,n4,흩날리는풀,1253,36
30,n20,쥐메,1266,33
31,n20,밤의노예,1192,33
32,n23,초보,1264,30
33,n5,달봉1,84,30
34,n5,dlqps3,81,29
35,n5,dlqps5,73,28
36,n9,여름의기억,1275,27
37,n5,dlqps7,82,27
38,n5,달봉5,73,26
39,n5,dlqps9,84,24
40,n5,dlqps6,76,24
41,n11,핫식스포스,1266,23
42,n19,수인아렐,934,23
43,n5,달봉4,74,23
44,n5,dlqps2,73,23
45,n5,dlqps15,71,23
46,n22,그릇된정의a,1251,22
47,n5,dlqps12,88,22
48,n10,고집불통,1265,21
49,n5,달봉7,85,21
50,n5,dlqps21,85,21
51,n5,이두삼두호날두,84,21
52,n5,dlqps11,84,21
53,n5,dlqps18,82,21
54,n5,달봉3,80,21
55,n5,클로1,68,21
56,n15,양의침묵,1266,20
57,n7,물주먹,1253,20
58,n22,빛탕,892,20
59,n20,일등,1256,19
60,n5,dlqps1,70,19
61,n5,끌로5,68,19
62,n5,dlqps23,93,18
63,n5,dlqps4,90,18
64,n5,dlqps19,80,18
65,n5,dlqps14,76,18
66,n5,dlqps10,70,18
67,n4,퓨른빛,959,17
68,n22,허울의성,900,15
69,n18,즐리어스_Jr시스,681,15
70,n5,타천용2,140,15
71,n5,dlqps22,80,15
72,n14,강강슐슐,1252,14
73,n7,노가다목장갑,1250,14
74,n22,명도의길,907,14
75,n3,오늘만키운아이,892,14
76,n20,빛메이,805,14
77,n5,타천용1,122,14
78,n5,달봉6,74,14
79,n15,꾸악사,1261,13
80,n20,다이슨a,1254,13
81,n10,피리리제,1251,13
82,n22,흑염사,918,13
83,n5,타천용5,122,13
84,n12,2024년04월18일,102,13
85,n5,달봉2,62,13
86,n5,타천용,111,12
87,n5,두근두근박근혜,83,12
88,n5,dlqps20,83,12
89,n5,dlqps13,72,12
90,n22,비바라비다a,1265,11
91,n0,한발짝두발짝a,1253,11
92,n15,과금,957,11
93,n0,오늘하루만더,904,11
94,n5,찬사,172,11
95,n5,타천용3,111,11
96,n5,이두박근혜,83,11
97,n5,dlqps17,69,11
98,n5,끌로3,60,11
99,n7,뇌전뇌전,1253,10
100,n15,빛꾸,762,10
