,職業,キャラクター,レベル,ポイント
1,n0,화단,1360,351076903
2,n7,차포,1886,345640420
3,n8,헤이아가씨,1470,345244022
4,n23,히직,1339,340197869
5,n8,영하0도C,1264,335609886
6,n0,여체1,1918,315821050
7,n11,은빛소녀,508,315424784
8,n7,IronFist,139,315031559
9,n4,왕끄,921,310509578
10,n0,ssuanrnayng,493,305987603
11,n20,지죤,1906,303633489
12,n3,NamTechOne,1283,293732457
13,n0,하브루타,744,290455553
14,n7,이케시아,1802,267847246
15,n10,조련오야지,253,258473986
16,n6,푸르미붉은달빛,900,250937347
17,n6,감각캐유우지,279,244645890
18,n22,투두두두두두두두,1462,232259911
19,n21,사교의장,900,225116161
20,n7,무용수,1438,223543945
21,n14,피오강신,936,222101508
22,n22,안대장,1919,220009627
23,n10,asrurnonwy,460,215744551
24,n7,가을창공,943,181338154
25,n16,슈퍼피플,1513,178848929
26,n2,wfsunnywf,913,178389152
27,n18,e라은,907,169738241
28,n9,리원낭자,1389,169281469
29,n0,반다비,1112,168951850
30,n24,레카르윈,1304,159973822
31,n20,지메시치,1195,153616386
32,n16,버그가최고,1262,147652660
33,n5,illi43,118,143523936
34,n8,legender,485,138477634
35,n3,과앙늑,1014,135266328
36,n12,치트뿐인요메,279,133365763
37,n17,까비_투사,491,131334147
38,n2,평택역노숙자,1020,123666448
39,n0,존스말리,1253,121307147
40,n12,최티모,940,117178462
41,n7,걍무도가,1256,116850789
42,n9,여러산,1501,86770486
43,n22,곤지암정신병원,1257,81985543
44,n18,덩쿠,1099,80936963
45,n24,미소쿡,623,71499777
46,n8,개활,1251,68026430
47,n19,구마적_,1255,56164357
48,n3,눈물나는늑대,880,53936129
49,n7,도둑동네돌팅이,1809,45091450
50,n3,그대만의늑대,723,29097985
51,n8,asdwqeqweq,624,26935297
52,n11,리린oo방랑,275,26935297
53,n9,튀김마스터,1026,22806531
54,n10,광휘의결정,1258,17236087
55,n23,딥핑,1313,10093833
56,n9,Deadly,1436,34160
57,n8,다누리,1835,22973
58,n2,뉴삼총사,1870,21654
59,n11,운좋은고양이,2000,17567
60,n1,Guan_Yu,1459,16425
61,n7,_천상,1109,15355
62,n12,오리,2000,15327
63,n20,전여친,1827,14982
64,n8,민쏘쏘,2000,14836
65,n8,샤또지마,1913,13971
66,n22,물련금,1931,13504
67,n10,v1p1최강의조련사,882,13075
68,n7,와니천사,1764,12704
69,n7,금돌,2000,12464
70,n24,얌시선장,1984,12229
71,n7,기억해사랑해,1262,11740
72,n14,마악마,1941,11676
73,n3,지옥불_,1897,11634
74,n4,인생_콜전용,1714,11597
75,n8,스마트무빙,1985,11257
76,n0,운정리파괴자,2000,11186
77,n8,maya,920,11136
78,n2,리트군,1304,10991
79,n0,산타루치노,1961,10921
80,n12,S2조자룡,1411,10306
81,n0,헤독,2000,10143
82,n7,묵꼼,1843,9805
83,n8,vvvvvvvvvvvvv,1747,9647
84,n3,파이오니아,1827,9260
85,n4,무드리치,2000,9186
86,n9,나를찾지마,2000,9002
87,n19,사학광학사,1388,8918
88,n20,MILKMAID,1911,8886
89,n2,SeungEE,1929,8697
90,n0,화이어,708,8600
91,n8,HOOT,2000,8589
92,n13,반짝반짝작은별,1917,8549
93,n8,이치키,2000,8466
94,n8,아려니,2000,8444
95,n8,가행건부,1772,8390
96,n4,삿제,1344,8373
97,n0,없노,1789,8365
98,n3,버닝12,1885,8284
99,n24,부선장,1340,8081
100,n9,Hwal,1763,8060
