,職業,キャラクター,レベル,ポイント
1,n22,테스트한다,1827,3471
2,n24,짱친,1380,1664
3,n20,지메일,1419,1390
4,n4,암튼,1423,1322
5,n19,꾸름,1479,1269
6,n20,닉네임일곱글자,1163,1254
7,n20,반틈,1430,1128
8,n23,빙밍,1411,1071
9,n10,피리맨,1085,1060
10,n19,웅가,1461,948
11,n20,육은영,1408,876
12,n10,탬프,1287,783
13,n22,야전삽,1387,625
14,n15,썩을련,1350,610
15,n1,우모스_악령,1730,603
16,n23,쌀먹이꿈,1335,588
17,n21,원한,1490,558
18,n23,사놔,1335,543
19,n10,왈숙,1330,541
20,n23,살찐이,1252,538
21,n10,투언,1342,524
22,n24,캡틘,1330,435
23,n24,낳다가아니라낫다,1263,412
24,n9,무튼,1110,378
25,n20,마슐,984,363
26,n3,꽝뚜,1345,340
27,n12,돌8매,1299,326
28,n19,피피,1371,325
29,n4,Luna_2Dx,1278,312
30,n6,녜뜨,1306,311
31,n11,신담비,1279,311
32,n23,살찡이,1250,299
33,n19,쿠팡플레이,1427,298
34,n20,메이드련,1348,296
35,n8,동태전,1356,286
36,n24,뉴진스,1331,282
37,n24,열혈선장이,1325,276
38,n22,인중,1253,272
39,n18,래원,1271,267
40,n14,어머련,1254,265
41,n0,영원의반지,1424,261
42,n20,케닌메이드,1362,261
43,n7,탕탕이빨이후루루,1304,251
44,n19,꼴꼴,1374,247
45,n23,판매완료,1424,244
46,n4,권능의반지,1419,244
47,n19,뒤틀린,1303,240
48,n7,니다지,1290,239
49,n23,임플로드,1304,234
50,n16,키제나,1308,224
51,n24,용선장,1353,212
52,n12,에잉,1315,208
53,n2,피망연근우엉,1270,208
54,n20,무친년,1343,200
55,n9,구궁마,1087,198
56,n24,술내놔술,1318,197
57,n4,낌사,1311,197
58,n8,감댕이,1375,189
59,n0,_할복,1255,178
60,n2,제트컷,1049,176
61,n4,씩씩해,964,175
62,n20,바뀐,1411,173
63,n7,Existence,1328,173
64,n19,AileenH,1319,172
65,n20,Clapper,1302,169
66,n20,빗자루젼내크당,1288,168
67,n1,남동무,1255,164
68,n23,딥핑,1254,162
69,n19,중약,1330,161
70,n16,리젤로테,1301,161
71,n22,향스페라도,1349,156
72,n22,우주꼴초,1288,155
73,n9,김찬,1377,151
74,n8,미미매,1354,148
75,n19,바다바라기,1384,147
76,n24,바다선장,1321,145
77,n23,갈카,1330,138
78,n14,피곤,1255,137
79,n9,미륵창,1318,134
80,n0,옆집오퐈,935,134
81,n15,사타닉,1333,130
82,n10,흔들린,1301,130
83,n2,Yollo,1055,130
84,n8,칸무,1302,129
85,n10,스타인웨이,876,129
86,n8,마감내역서,1340,124
87,n20,청소잘합니당,1338,124
88,n20,비틀린,1295,123
89,n18,반딧불OI,1310,121
90,n20,귀여운병아리,950,120
91,n1,전사외길인생,1316,119
92,n23,패국,1251,118
93,n21,어른도화가,1311,117
94,n20,이창원,1284,117
95,n10,거북잉,1330,115
96,n1,도시락김,1312,115
97,n2,뽀굼,1267,113
98,n23,내일밤,1323,110
99,n18,하이어,1260,110
100,n3,0물광늑0,1291,107
