,職業,キャラクター,レベル,ポイント
1,n8,Deadly,1450,34160
2,n8,다누리,1835,22973
3,n2,뉴삼총사,1893,21784
4,n10,운좋은고양이,2014,20452
5,n13,오리,2026,20114
6,n1,Guan_Yu,1459,16425
7,n20,전여친,1928,15920
8,n7,_천상,1165,15356
9,n8,민쏘쏘,2000,15309
10,n22,물련금,2000,15072
11,n24,얌시선장,2000,14286
12,n8,샤또지마,1951,14098
13,n0,산타루치노,2012,13905
14,n0,운정리파괴자,2011,13870
15,n6,와니천사,1912,13631
16,n14,마악마,2000,13598
17,n8,이치키,2023,13076
18,n10,v1p1최강의조련사,882,13075
19,n7,금돌,2007,12854
20,n3,지옥불_,1927,12256
21,n19,길선미,2025,11967
22,n8,HOOT,2012,11879
23,n7,기억해사랑해,1262,11740
24,n22,리퍼지크,2031,11600
25,n4,인생_콜전용,1714,11597
26,n0,헤독,2017,11416
27,n8,스마트무빙,1985,11257
28,n8,maya,922,11136
29,n2,리트군,1304,10991
30,n7,잇섭,2014,10725
31,n9,나를찾지마,2011,10306
32,n12,S2조자룡,1411,10306
33,n2,SeungEE,2000,10093
34,n2,감자고구마,2021,9942
35,n8,아려니,2012,9821
36,n19,사학광학사,1453,9817
37,n7,묵꼼,1844,9810
38,n3,버닝12,1920,9806
39,n3,파이오니아,1892,9797
40,n8,vvvvvvvvvvvvv,1747,9647
41,n20,유이퐁,2000,9610
42,n20,MILKMAID,1953,9311
43,n4,무드리치,2000,9186
44,n8,Lo또,1979,9044
45,n0,없노,1800,8973
46,n9,Hwal,1783,8946
47,n7,명량해전,2010,8651
48,n0,화이어,708,8600
49,n8,지긋이창,2000,8567
50,n13,반짝반짝작은별,1917,8549
51,n8,보찌,2006,8524
52,n9,가행건부,1772,8390
53,n4,삿제,1344,8379
54,n16,바라코스,2023,8308
55,n20,웅치킨,2007,8267
56,n0,배스낚시,1497,8178
57,n15,리촹,2002,8142
58,n8,스카이부동산,1989,8120
59,n20,뱌이,2006,8113
60,n25,부선장,1340,8081
61,n9,귓볼탱탱,1440,8046
62,n22,돌아온연금,2000,7921
63,n13,주공주,1396,7903
64,n6,투컷,1279,7888
65,n8,한우육회,1948,7747
66,n14,결제가아니라결재,2012,7726
67,n23,Gift_,1960,7640
68,n8,유로폼,2009,7559
69,n20,지죤,1986,7527
70,n8,시옷,2008,7502
71,n20,SolarFlare,2000,7409
72,n22,슈퍼파워연금,1822,7380
73,n20,서하엘,1964,7333
74,n13,너키,2000,7330
75,n22,탄알일발장전,1975,7323
76,n6,깐지데쓰,899,7313
77,n1,Trudy,1957,7262
78,n19,오랜방황의끝,2000,7250
79,n14,효됴르원펀치,1391,7250
80,n20,등치,2004,7174
81,n2,오사카_유니버셜,1366,7129
82,n24,망침,2009,7103
83,n21,핼버드,1683,7071
84,n19,너랭이,2006,7042
85,n0,하늘이다,905,7020
86,n9,여교사,1779,6964
87,n2,망파,1819,6923
88,n2,천상마법지존,774,6904
89,n4,1____M,1926,6886
90,n8,페르파,1809,6774
91,n10,빠칸,2001,6740
92,n4,웅드리치,2000,6720
93,n12,춰콜릿,1892,6708
94,n16,씽긋,1745,6700
95,n4,무기없는잇터님,2013,6626
96,n8,양갱수리,2000,6604
97,n4,튼실,2000,6414
98,n18,리정인,2000,6407
99,n9,신민아이유인나,1812,6389
100,n8,심판,2012,6332
