1位,,ギニュー特戦隊,アスタロト公爵’,9667560
2位,,マッタリ,シーフ仮面,9666750
3位,,HeiligerRitter,CROSSJUSTICE,9666520
4位,,　お茶会,ちむちむぅ,9666490
5位,,†BlueMoon†,ψXENOψ,9666370
6位,,一華咲,ハイドシークス,9665550
7位,,不夜城,ﾌﾚｯｼｭﾚﾓﾝ→,9664610
8位,,以心伝心,†大和なでし子,9664440
9位,,Legend_Hearts,ありす☆,9662840
10位,,☆ラスプーチン☆,さきささ,9662820
11位,,宝石の国,月詞,9662520
12位,,☆さまなーず☆,くるる♪,9661300
13位,,☆安心できる憩いの場☆,御一人様チリソー,9660670
14位,,北海道ギルド【なまら】,田吾作♪,9660630
15位,,Si：神相応,滅華の無道,9659980
16位,,ひよこ戦隊赤レンジャー,里村かりん,9659910
17位,,乱舞蝶,うわあああん,9659850
18位,,紫龍会,xアゲハx,9659480
19位,,２８組,ちゃらめる,9659400
20位,,Spirit　of　Fire,豹弦,9659310
21位,,鋼鉄のＳＮＯＯＰＹ,Secret_Online,9659160
22位,,彩なき風の子守唄,ゆんの助,9658550
23位,,うさみふぁみりぃ,☆ロッキー２☆,9658120
24位,,ロンド＝ベル,レヴィア。,9656800
25位,,ぬ゛,マサマサs,9656450
26位,,†BlackAngels†,セネカ07,9656170
27位,,ふるさと愛,湖底,9618830
1位,,プリンセス,苑十那,9663390
2位,,NBAライブ,～ハワイアン～,9662910
3位,,CloseFriends,なつこ♪,9661290
4位,,GandS,香薫,9659980
5位,,Deep★Impact,ｸﾞﾚｯｻﾝ,9659880
6位,,一杯のラーメン,DayDripper,9656430
7位,,noche,☆カフェラッテ☆,9654930
8位,,エターナルフリーダム,はまっこ大将,9652290
9位,,【BlueBox】,☆TON80☆,9648800
10位,,memory,【愛】チェルシー,7349280
11位,,Private_Warehouse1,DQNの川流れ,5465520
12位,,777★,アゲツイ,1043120
13位,,ラオス共和国,根津甚八β,438400
14位,,サヴァン,☆沙羅双樹,433120
15位,,Heavy　Lance,すぃーとぽてち♪,431920
16位,,＝仁義＝,CANNIBAL_CORPSE,431600
17位,,幻影騎士団,サーモンプティ,431440
18位,,Future_World,ｶﾞｰﾐﾝ,430720
19位,,我らがｵﾘｯｸｽﾊﾞﾌｧﾛｰｽﾞ,宮司と親方,430560
20位,,Eginbear,asew2,0
21位,,チームＧＩＬ,けんＺ,0
22位,,Ciel_nosurge,天穿,0
23位,,☆★絆★☆,独眼竜政宗,0
24位,,～☆星達の庭園☆～,アレクサンドラ☆,0
25位,,「3号館の住人達☆」,∮黒船∮,0
26位,,†Dragon_Castle†,やゆうだい,0
27位,,FREIHEIT,ふわじゅわ,0
28位,,小さな幸せ,しっぴん,0
29位,,Siropuと愉快な探検家,MILTI,0
30位,,馬車馬中隊,天日槍,0
