1位,,Sanctus,Parca_Fortuna,9661090
2位,,炎団〈R〉,☆ぐれ子☆,0
3位,,†翼†,AGIRU,0
4位,,∋天心爛漫∈,TimeWaveRabbit,0
5位,,おもひでぽろぽろ,・まゆしぃ・,0
6位,,天聖界,毒おじや,0
7位,,†EverlastingSpirit†,ｽﾊﾟｲﾏｽﾀｰ,0
8位,,Nominum,そなた。,0
9位,,∬_Rosenkreuzer_∬,Mr_歩歩,0
10位,,Gravity,Astronomer,0
11位,,月の光,Jack・Steal,0
12位,,あんよはじょうず,しぱらふ,0
13位,,匿名戦隊☆ﾔｻｸﾞﾚﾝｼﾞｬｰ,はみみん,0
14位,,♪MA・TTA・RI♪,ポレポレ,0
15位,,△おむすびコロリン△,お嫁においでよ〆,0
16位,,プリンセスメーカー,ハニーレモネード,0
17位,,Mission：BigmanXD,ビッグマシーン,0
18位,,ジュンク動物園,GorariMan,0
19位,,リーリエ,Morigan,0
20位,,Campanula,クレリューフ,0
21位,,Invisible,ｲｽﾗﾌｪﾙ,0
22位,,TeddyRabbit,叶雨夢,0
23位,,銀の詩,bisexuality,0
24位,,スターワールド,ペったー,0
25位,,NEO無課金同盟,ヤシャマルJr,0
26位,,☆天下無双☆,Ψmo☆moΨ,0
27位,,†竜獄香†,モルディブ。,0
1位,,とろろそば,BADMANneo,9441930
2位,,天宙の星々,hirika,707776
3位,,帝国軍,サムナイト,431600
4位,,LEXUS,夢露。,430480
5位,,島ぐらし,ふぉーとなむ,401520
6位,,†Dark_Heaven†,ｿﾘｭｼｬﾝ･ε,0
7位,,特攻野郎Ａチーム,デッカー大佐,0
8位,,ж黒の騎士団ж,佐久夜,0
9位,,☆ef☆,‡彼岸花‡,0
10位,,‘Ｃｌｏｖｅｒ’,＊アルチッパー＊,0
11位,,いざわ倶楽部,ナポリ,0
12位,,紅孔雀,ちまっくま,0
13位,,Ｐｉａｃｅｒｅ,エピメテウス,0
14位,,ラウンドナイツ,ざおりく,0
15位,,ＢＬＡＣＫ　ＷＩＤＯＷ,☆げん☆,0
16位,,さくらんぼ,しょこ,0
17位,,†蒼穹に滲む雨†,クロヌマ,0
18位,,さわやか銀行,陸遜,0
19位,,Third　Force,boar,0
20位,,TKSファクトリー,ちまたん,0
21位,,Certaldo,肥後随喜,0
22位,,戦軍『雷光』,SerasVictoria☆,0
23位,,ローラースター,グランバレー,0
24位,,泡沫,無理ですヨ。,0
25位,,兎と狼の円舞曲,ジェフの廃番,0
26位,,〜風の赴くままに〜,イシュ,0
27位,,旅団−彗星−,−Grazia−,0
28位,,漢塾,☆naomi☆,0
29位,,Liberal_Familiar,ぐにゃたむぅぅ,0
30位,,コロぶ前に拾え！！！,にゃんにゃん仮面,0
