1位,,紫龍会,xアゲハx,9674210
2位,,くらえー！邪王炎殺こｋ,watarium,9668980
3位,,OrangeDays,ゆいにゃ,9666370
4位,,ロンド＝ベル,レヴィア。,9665680
5位,,乱舞蝶,うわあああん,9665190
6位,,noche,☆カフェラッテ☆,9664190
7位,,彩なき風の子守唄,ゆんの助,9662440
8位,,宝石の国,月詞,9661200
9位,,北海道ギルド【なまら】,田吾作♪,9661190
10位,,２８組,ちゃらめる,9660580
11位,,Legend_Hearts,ありす☆,9659730
12位,,ラオス共和国,根津甚八β,9659170
13位,,ひよこ戦隊赤レンジャー,里村かりん,9658980
14位,,ギニュー特戦隊,アスタロト公爵’,9658420
15位,,高原組,†ユファ†,9657050
16位,,プリンセス,苑十那,9656580
17位,,☆さまなーず☆,くるる♪,9655860
18位,,うさみふぁみりぃ,☆ロッキー２☆,9655150
19位,,マッタリ,シーフ仮面,0
20位,,☆安心できる憩いの場☆,御一人様チリソー,0
21位,,旅の途中,戎瓔花,0
22位,,以心伝心,†大和なでし子,0
23位,,不夜城,ﾌﾚｯｼｭﾚﾓﾝ→,0
24位,,CloseFriends,なつこ♪,0
25位,,NBAライブ,～ハワイアン～,0
26位,,Spirit　of　Fire,豹弦,0
27位,,☆ラスプーチン☆,さきささ,0
1位,,ぬ゛,マサマサs,9671630
2位,,ふるさと愛,湖底,9665090
3位,,鋼鉄のＳＮＯＯＰＹ,Secret_Online,9663370
4位,,Deep★Impact,ｸﾞﾚｯｻﾝ,9661510
5位,,いちご,サンジョルディ,9658800
6位,,【BlueBox】,☆TON80☆,9648050
7位,,Ciel_nosurge,天穿,9522190
8位,,DISSIDIA英雄伝,GANs_,9129970
9位,,惑星RS,Nashi,5857440
10位,,母国マムマムマム,三女マーム,2036960
11位,,Heavy　Lance,すぃーとぽてち♪,433360
12位,,幻影騎士団,サーモンプティ,432480
13位,,League_of_Legends,ブレアー・ハル,432400
14位,,Eginbear,asew2,0
15位,,チームＧＩＬ,けんＺ,0
16位,,☆★絆★☆,独眼竜政宗,0
17位,,～☆星達の庭園☆～,アレクサンドラ☆,0
18位,,「3号館の住人達☆」,∮黒船∮,0
19位,,†Dragon_Castle†,やゆうだい,0
20位,,FREIHEIT,ふわじゅわ,0
21位,,小さな幸せ,しっぴん,0
22位,,Siropuと愉快な探検家,MILTI,0
23位,,馬車馬中隊,天日槍,0
24位,,ブルン王国騎士団,moma,0
25位,,Adiots,めぷたん☆ミ,0
26位,,またーり,姫DEｱﾘﾝｽ,0
27位,,漆黒の闇,☆allen☆,0
28位,,Spiral　Heartｓ,ペネトレイト,0
29位,,ワルキューレ,双極龍,0
30位,,ホエ～豚,八代将軍５,0
