1位,,†竜獄香†,元大統領。,9665640
2位,,おもひでぽろぽろ,NirvanaP,9665150
3位,,匿名戦隊☆ﾔｻｸﾞﾚﾝｼﾞｬｰ,はみみん,9661880
4位,,TeddyRabbit,下僕ﾀﾞﾖ,9660280
5位,,Campanula,クレリューフ,9660270
6位,,プリンセスメーカー,姫乃凪咲,9659330
7位,,♪MA・TTA・RI♪,ポレポレ,9658330
8位,,Charis,てん助,9657720
9位,,Gravity,時間がないのよ！,9655080
10位,,△おむすびコロリン△,お嫁においでよ〆,9654340
11位,,最弱軍団,叢雲のジュウザ,9653060
12位,,Re：Birth,DancingBravo,9649880
13位,,∋天心爛漫∈,ﾀﾞｽﾄﾎﾞｯｸｽ,0
14位,,Sanctus,Parca_Luna,0
15位,,天聖界,毒おじや,0
16位,,月の光,Jack・Bullet,0
17位,,ファーストKiss☆物語,toujyou,0
18位,,～奇跡の価値は～,小袖_K,0
19位,,初　雪,颯燐,0
20位,,わくてか★2nd,神龍GOD,0
21位,,Mission：BigmanXD,ビッグマシーン,0
22位,,リーリエ,Mｉnelva,0
23位,,Invisible,ｲｽﾗﾌｪﾙ,0
24位,,光と影に彷徨う戦友者,ホワイトナイト！,0
25位,,スターワールド,ペったー,0
26位,,☆天下無双☆,Ψmo☆moΨ,0
27位,,Ⅹ_ⅹ_飛旋_ⅹ_Ⅹ,光撃者まもちゃん,0
1位,,ωﾆﾔﾘっくすω,Rosenritter2,9631220
2位,,フリ～ダム,ステキな笑顔,8952880
3位,,天宙の星々,スーさん,707776
4位,,赤錬研,イニアド,434800
5位,,かぴくん,かぴくん,432960
6位,,帝国軍,サムナイト,429600
7位,,島ぐらし,ふぉーとなむ,401520
8位,,†Dark_Heaven†,ｿﾘｭｼｬﾝ･ε,0
9位,,特攻野郎Ａチーム,HYPER・X2air,0
10位,,ж黒の騎士団ж,佐久夜,0
11位,,†亀の団†,メキラ,0
12位,,☆ef☆,‡彼岸花‡,0
13位,,‘Ｃｌｏｖｅｒ’,＊アルチッパー＊,0
14位,,いざわ倶楽部,ナポリ,0
15位,,紅孔雀,すなっぷおん☆,0
16位,,Ｐｉａｃｅｒｅ,エピメテウス,0
17位,,ラウンドナイツ,ラインの乙女,0
18位,,ＢＬＡＣＫ　ＷＩＤＯＷ,Sequentia,0
19位,,炎団〈R〉,ｽﾞｷｭｳｳｩﾝ,0
20位,,さくらんぼ,しょこ,0
21位,,†蒼穹に滲む雨†,ﾒﾙｻﾞｳﾞｨｱ,0
22位,,さわやか銀行,陸遜,0
23位,,Third　Force,boar,0
24位,,TKSファクトリー,バリュースター,0
25位,,Certaldo,肥後随喜,0
26位,,戦軍『雷光』,SerasVictoria☆,0
27位,,ローラースター,グランバレー,0
28位,,ψ武装戦線ψ,ＡＮＡＧＵＲＡ,0
29位,,泡沫,無理ですヨ。,0
30位,,兎と狼の円舞曲,ジェフの番長,0
