,-,職業,キャラクター,レベル,転生回数
1,-,,Maki,1388,5
2,-,,うに姫。,1352,5
3,-,,ソムリエ,1339,5
4,-,,塵地螺鈿飾剣,1329,5
5,-,,ドロップに期待,1326,5
6,-,,レジェンド左橋,1325,5
7,-,,ねこのて,1309,5
8,-,,ノワール・ヴィ,1304,5
9,-,,みどりん,1299,5
10,-,,ELGIN,1297,5
11,-,,聖少女領域,1296,5
12,-,,捨てキング,1294,5
13,-,,野獣と化した先輩,1287,5
14,-,,CR大日本帝国,1278,5
15,-,,快活の原罪,1277,5
16,-,,seef,1277,5
17,-,,saburu1,1274,5
18,-,,やわやわ戦車,1274,5
19,-,,ヌ・ルカ,1272,5
20,-,,焼き飯食べたい,1268,5
21,-,,ジェノ氏,1267,5
22,-,,あじまる屋さん,1267,5
23,-,,ねーさま,1265,5
24,-,,初瀬川昴,1265,5
25,-,,DEATHNOTE,1264,5
26,-,,dedede,1262,5
27,-,,penta,1261,5
28,-,,蒼佑,1259,5
29,-,,小鳥遊,1256,5
30,-,,apecano,1255,5
31,-,,あるもんて,1255,5
32,-,,闇鴉,1255,5
33,-,,ｳﾆｬﾙﾗﾄﾎﾃﾌﾟ,1255,5
34,-,,non1341,1254,5
35,-,,きんぎょ。,1253,5
36,-,,甘栗うまい！,1253,5
37,-,,忍野忍,1253,5
38,-,,みょの国キャノ,1252,5
39,-,,黙れドン太郎,1252,5
40,-,,竈門炭治郎,1251,5
41,-,,海月さん,1251,5
42,-,,つよみん,1251,5
43,-,,Aspect,1251,5
44,-,,takasaki,1251,5
45,-,,誤乗サドル,1251,5
46,-,,背中の壺【2025】,1251,5
47,-,,鞄専ちゃん,1251,5
48,-,,すばっちゃ,1251,5
49,-,,あやごん,1251,5
50,-,,黒衣椎名,1234,5
