,-,職業,キャラクター,レベル,転生回数
1,-,,ﾓｰﾈﾙ,1500,5
2,-,,ふぁるけってぃあ,1500,5
3,-,,ぜおにゃん,1500,5
4,-,,ましろ,1500,5
5,-,,ヤニカス幼女,1500,5
6,-,,しぐっぽい,1500,5
7,-,,える嬢,1500,5
8,-,,パーマ＠,1500,5
9,-,,みか☆えりす,1500,5
10,-,,レジェンド校長,1500,5
11,-,,よーいどーん,1500,5
12,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
13,-,,背中の壺,1500,5
14,-,,ねるねる,1500,5
15,-,,ELGIN,1500,5
16,-,,粉砕の祈り,1500,5
17,-,,akairosignal,1500,5
18,-,,さぶる,1500,5
19,-,,おもぐり,1500,5
20,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
21,-,,潤羽るしふぁー,1500,5
22,-,,マヌケ,1500,5
23,-,,EternalSky,1500,5
24,-,,きんぎょ。,1500,5
25,-,,ケイ,1500,5
26,-,,ワイアットアープ,1500,5
27,-,,Saphir,1500,5
28,-,,アリスワンダー,1500,5
29,-,,襲う波,1500,5
30,-,,きんちゃん2026,1500,5
31,-,,ベイムババア,1500,5
32,-,,Bligh,1500,5
33,-,,しみにー,1500,5
34,-,,penta,1500,5
35,-,,ジェノ氏,1500,5
36,-,,まぁや,1500,5
37,-,,ぷぴぃ銃,1500,5
38,-,,ねむみちゃん,1500,5
39,-,,るるたん,1500,5
40,-,,向上箱狙いめっち,1500,5
41,-,,弓子,1500,5
42,-,,すなふちゃん,1500,5
43,-,,金鯖太郎,1500,5
44,-,,メタラー,1500,5
45,-,,ヒママ,1500,5
46,-,,しろ,1500,5
47,-,,さけのいきおい！,1500,5
48,-,,Andalusite,1500,5
49,-,,ベイムジジイ,1500,5
50,-,,デスガンぶっころ,1500,5
