,-,職業,キャラクター,レベル,転生回数
1,-,,える嬢,1500,5
2,-,,粉砕の祈り,1500,5
3,-,,ヤニカス幼女,1500,5
4,-,,レジェンド校長,1500,5
5,-,,よーいどーん,1500,5
6,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
7,-,,みか☆えりす,1500,5
8,-,,ふぁるけってぃあ,1500,5
9,-,,ELGIN,1500,5
10,-,,パーマ＠,1500,5
11,-,,背中の壺,1500,5
12,-,,しぐっぽい,1500,5
13,-,,おもぐり,1500,5
14,-,,ましろ,1500,5
15,-,,潤羽るしふぁー,1500,5
16,-,,ねるねる,1500,5
17,-,,EternalSky,1500,5
18,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
19,-,,akairosignal,1500,5
20,-,,さぶる,1500,5
21,-,,Saphir,1500,5
22,-,,きんぎょ。,1500,5
23,-,,ﾓｰﾈﾙ,1500,5
24,-,,マヌケ,1500,5
25,-,,ベイムババア,1500,5
26,-,,アリスワンダー,1500,5
27,-,,襲う波,1500,5
28,-,,ワイアットアープ,1500,5
29,-,,ジェノ氏,1500,5
30,-,,Bligh,1500,5
31,-,,すなふちゃん,1500,5
32,-,,きんちゃん2026,1500,5
33,-,,ぷぴぃ銃,1500,5
34,-,,向上箱狙いめっち,1500,5
35,-,,るるたん,1500,5
36,-,,penta,1500,5
37,-,,金鯖太郎,1500,5
38,-,,ねむみちゃん,1500,5
39,-,,ヒママ,1500,5
40,-,,しろ,1500,5
41,-,,さけのいきおい！,1500,5
42,-,,Andalusite,1500,5
43,-,,ベイムジジイ,1500,5
44,-,,ろばファイア,1500,5
45,-,,コロリナ,1500,5
46,-,,デスガンぶっころ,1500,5
47,-,,撃ち貫くのみ,1500,5
48,-,,むしん,1500,5
49,-,,somu,1500,5
50,-,,配信中,1500,5
