,-,職業,キャラクター,レベル,転生回数
1,-,,non1341,1500,5
2,-,,ノワール・ヴィ,1500,5
3,-,,ドロップに期待,1500,5
4,-,,うに姫。,1500,5
5,-,,ていたらく,1500,5
6,-,,ねこのて,1500,5
7,-,,捨てキング,1500,5
8,-,,レジェンド左橋,1500,5
9,-,,塵地螺鈿飾剣,1500,5
10,-,,penta,1500,5
11,-,,ジェノ氏,1500,5
12,-,,Maki,1500,5
13,-,,ELGIN,1500,5
14,-,,seef,1500,5
15,-,,みお＊,1500,5
16,-,,YUJIN,1500,5
17,-,,魔女のお茶会,1500,5
18,-,,うーたろう,1466,5
19,-,,zizizizi,1463,5
20,-,,CM砲撃マジカル,1458,5
21,-,,甘栗うまい！,1456,5
22,-,,ソムリエ,1455,5
23,-,,みどりん,1452,5
24,-,,蒼佑,1449,5
25,-,,non398,1445,5
26,-,,キャノンψ,1443,5
27,-,,saburu1,1440,5
28,-,,takasaki,1427,5
29,-,,えるふぁいやー！,1417,5
30,-,,神奈備命,1415,5
31,-,,トルテ,1415,5
32,-,,ζｃanotarosζ,1410,5
33,-,,ジェット天秤,1400,5
34,-,,seele,1398,5
35,-,,DEATHNOTE,1397,5
36,-,,背中の壺【2025】,1393,5
37,-,,Govou,1393,5
38,-,,タヌキ,1390,5
39,-,,海月さん,1388,5
40,-,,汚・便トレー,1386,5
41,-,,code,1385,5
42,-,,ぎんどり,1385,5
43,-,,黙れドン太郎,1383,5
44,-,,野獣と化した先輩,1379,5
45,-,,漆黒,1378,5
46,-,,忍野忍,1375,5
47,-,,ぷりちーこ,1374,5
48,-,,apecano,1373,5
49,-,,叛砲アルシャマリ,1372,5
50,-,,Bぐり,1370,5
