,-,職業,キャラクター,レベル,転生回数
1,-,,ドロップに期待,1500,5
2,-,,non1341,1500,5
3,-,,ノワール・ヴィ,1500,5
4,-,,うに姫。,1500,5
5,-,,うーたろう,1500,5
6,-,,ていたらく,1500,5
7,-,,ねこのて,1500,5
8,-,,捨てキング,1500,5
9,-,,レジェンド左橋,1500,5
10,-,,塵地螺鈿飾剣,1500,5
11,-,,penta,1500,5
12,-,,ジェノ氏,1500,5
13,-,,Maki,1500,5
14,-,,ELGIN,1500,5
15,-,,seef,1500,5
16,-,,みお＊,1500,5
17,-,,YUJIN,1500,5
18,-,,キャノーラ,1500,5
19,-,,zizizizi,1500,5
20,-,,魔女のお茶会,1500,5
21,-,,CM砲撃マジカル,1490,5
22,-,,takasaki,1478,5
23,-,,non398,1475,5
24,-,,キャノンψ,1462,5
25,-,,甘栗うまい！,1460,5
26,-,,みどりん,1457,5
27,-,,ソムリエ,1456,5
28,-,,蒼佑,1449,5
29,-,,Mami,1448,5
30,-,,トルテ,1441,5
31,-,,saburu1,1440,5
32,-,,背中の壺【2025】,1431,5
33,-,,えるふぁいやー！,1425,5
34,-,,海月さん,1425,5
35,-,,黙れドン太郎,1421,5
36,-,,CIAOちゅ～る,1421,5
37,-,,神奈備命,1420,5
38,-,,DEATHNOTE,1414,5
39,-,,ζｃanotarosζ,1410,5
40,-,,汚・便トレー,1409,5
41,-,,家系らーめん,1404,5
42,-,,タヌキ,1403,5
43,-,,seele,1402,5
44,-,,ジェット天秤,1401,5
45,-,,☆ななせまる☆,1400,5
46,-,,Govou,1400,5
47,-,,モンステラ,1399,5
48,-,,ぷりちーこ,1392,5
49,-,,Bぐり,1389,5
50,-,,AkairoSignal,1386,5
