,-,職業,キャラクター,レベル,転生回数
1,-,,penta,1500,5
2,-,,パトリック,1500,5
3,-,,Saphir,1500,5
4,-,,みお＊,1500,5
5,-,,不穏な悲鳴,1500,5
6,-,,ぎんどりⅡ,1500,5
7,-,,天音ちゃ,1500,5
8,-,,みお☆,1500,5
9,-,,エクレール,1500,5
10,-,,キャプテンわかめ,1500,5
11,-,,クラフティ,1500,5
12,-,,夢花火,1500,5
13,-,,だいもんじ,1500,5
14,-,,Join_Helldivers,1478,5
15,-,,金鯖立ちんぼ女子,1452,5
16,-,,きゃーのん,1437,5
17,-,,テケ子,1430,5
18,-,,banapagg,1429,5
19,-,,なんた,1420,5
20,-,,どらんぱ,1401,5
21,-,,nimucap,1401,5
22,-,,mkrain,1400,5
23,-,,これが罵倒,1394,5
24,-,,らいがる,1387,5
25,-,,code,1385,5
26,-,,ぎんどり,1385,5
27,-,,Licos_More,1381,5
28,-,,なな,1379,5
29,-,,灰の魔女イレイナ,1378,5
30,-,,キャノーラロイ,1375,5
31,-,,玉響,1371,5
32,-,,ピー,1370,5
33,-,,YUSA,1367,5
34,-,,罪と罰,1365,5
35,-,,くだもの。,1363,5
36,-,,ゆなちー！,1360,5
37,-,,ちょこっとだけ,1355,5
38,-,,ReSept,1354,5
39,-,,♪つんぬこ♪,1352,5
40,-,,ぼすごん,1352,5
41,-,,金鯖あちゃ,1352,5
42,-,,小次郎,1342,5
43,-,,右衛門九,1339,5
44,-,,contami,1337,5
45,-,,尊師,1334,5
46,-,,まつぼっくり,1326,5
47,-,,たむ,1324,5
48,-,,きゃのーら油,1323,5
49,-,,六根清浄,1321,5
50,-,,8833,1319,5
