,-,職業,キャラクター,レベル,転生回数
1,-,,さけのいきおい！,1500,5
2,-,,ELGIN,1500,5
3,-,,ねむみちゃん,1500,5
4,-,,EternalSky,1500,5
5,-,,ヒママ,1500,5
6,-,,える嬢,1500,5
7,-,,しろ,1500,5
8,-,,よーいどーん,1500,5
9,-,,向上箱狙いめっち,1500,5
10,-,,Saphir,1500,5
11,-,,ベイムババア,1500,5
12,-,,ジェノ氏,1500,5
13,-,,潤羽るしふぁー,1500,5
14,-,,akairosignal,1500,5
15,-,,背中の壺,1500,5
16,-,,みか☆えりす,1500,5
17,-,,ヤニカス幼女,1500,5
18,-,,ﾓｰﾈﾙ,1500,5
19,-,,襲う波,1500,5
20,-,,粉砕の祈り,1500,5
21,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
22,-,,パーマ＠,1500,5
23,-,,ましろ,1500,5
24,-,,ふぁるけってぃあ,1500,5
25,-,,しぐっぽい,1500,5
26,-,,レジェンド校長,1500,5
27,-,,ねるねる,1500,5
28,-,,マヌケ,1500,5
29,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
30,-,,きんぎょ。,1500,5
31,-,,アリスワンダー,1500,5
32,-,,ぷぴぃ銃,1500,5
33,-,,るるたん,1500,5
34,-,,ワイアットアープ,1500,5
35,-,,きんちゃん2026,1500,5
36,-,,penta,1500,5
37,-,,ベイムジジイ,1500,5
38,-,,すなふちゃん,1500,5
39,-,,むしん,1500,5
40,-,,コロリナ,1500,5
41,-,,somu,1500,5
42,-,,撃ち貫くのみ,1500,5
43,-,,ぷっしゃー,1500,5
44,-,,ちかちゃ,1500,5
45,-,,ひーひーひー,1500,5
46,-,,メイド渡良瀬,1500,5
47,-,,レイン,1500,5
48,-,,安倍晋三,1500,5
49,-,,tori3,1500,5
50,-,,オタマデュクシ,1500,5
