,-,職業,キャラクター,レベル,転生回数
1,-,,ぷーちゃん♪,2000,5
2,-,,しらたま団子ＬＬ,2000,5
3,-,,カマキリ令嬢,2000,5
4,-,,とろっとろ牛すじ,2000,5
5,-,,愛犬サクラ,1998,5
6,-,,狼輝,1988,5
7,-,,UnBiR,1987,5
8,-,,おーいえ,1975,5
9,-,,アーリア。,1965,5
10,-,,りんじょー,1962,5
11,-,,お～い恋茶,1962,5
12,-,,シル星,1934,5
13,-,,ループド,1931,5
14,-,,DXUキャプテンUSA,1922,5
15,-,,みゅうごろう,1921,5
16,-,,レバナス父ちゃん,1920,5
17,-,,らっきーよだすけ,1918,5
18,-,,あざといたぬき,1915,5
19,-,,【ポッセ】,1910,5
20,-,,yamada3000,1906,5
21,-,,ﾙﾙｰｼｭ・ﾗﾝﾍﾟﾙｰｼﾞ,1906,5
22,-,,katsuxxx,1900,5
23,-,,あなたのハートに,1900,5
24,-,,鷸榧,1895,5
25,-,,darkfy,1888,5
26,-,,ねこみみ弐号,1886,5
27,-,,＋カイト＋,1886,5
28,-,,§エス§,1881,5
29,-,,伊勢七海,1881,5
30,-,,獣☆ホブス,1880,5
31,-,,Narmaya,1880,5
32,-,,ひさめっち,1877,5
33,-,,〝AIO〟,1876,5
34,-,,弓兵頭,1874,5
35,-,,MariaDB,1867,5
36,-,,メリデ♪,1860,5
37,-,,狛狗,1857,5
38,-,,捨ノ型・生生流転,1857,5
39,-,,ぼのの,1850,5
40,-,,Amstel,1844,5
41,-,,covid,1841,5
42,-,,たこち,1838,5
43,-,,9rpm,1834,5
44,-,,光のボウリング,1834,5
45,-,,さなっしー,1833,5
46,-,,風の歌,1832,5
47,-,,趣味は・・・矢,1830,5
48,-,,ボイン姉ちゃん,1827,5
49,-,,夏休みの破壊工作,1816,5
50,-,,か～ら,1812,5
