,-,職業,キャラクター,レベル,転生回数
1,-,,たいやきあんこ,1841,5
2,-,,ψXENOψ,1838,5
3,-,,アリス・ワンダー,1837,5
4,-,,レジェンド石橋,1836,5
5,-,,☆あおり☆,1832,5
6,-,,ハイドシークス,1831,5
7,-,,二階堂パンパース,1830,5
8,-,,思いやりGDX,1829,5
9,-,,mttt,1828,5
10,-,,れもんψ,1827,5
11,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1826,5
12,-,,＊鬼鮫＊,1824,5
13,-,,ζhaluluζ,1823,5
14,-,,ろずこ,1822,5
15,-,,ｱﾆﾘｿ,1821,5
16,-,,キングプー,1821,5
17,-,,快活ねえさん,1820,5
18,-,,愛泉,1815,5
19,-,,krisu,1814,5
20,-,,Oddesy,1811,5
21,-,,戦略破壊魔術兵器,1807,5
22,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1807,5
23,-,,アバブ,1807,5
24,-,,うにゃDX,1807,5
25,-,,marui11111,1806,5
26,-,,ラクサスドレアン,1805,5
27,-,,ﾌｪﾘｱ,1805,5
28,-,,カジュアル,1804,5
29,-,,サクラサケ,1804,5
30,-,,黒虎ちゃん,1804,5
31,-,,ルベーグ2世,1803,5
32,-,,御暇さん,1803,5
33,-,,アクシズ教神官,1803,5
34,-,,ウリ☆,1803,5
35,-,,たっぷ。,1803,5
36,-,,ξスロウξ,1802,5
37,-,,腐敗キノコ,1802,5
38,-,,ちぇころん,1801,5
39,-,,Hard_A,1801,5
40,-,,しらすたっぷ。,1800,5
41,-,,nonamealcemist,1800,5
42,-,,Luvric_ver0,1800,5
43,-,,ああ播磨灘,1794,5
44,-,,†フィル†,1793,5
45,-,,†LightSide†,1792,5
46,-,,shogi,1790,5
47,-,,ずっさん,1787,5
48,-,,猫邪,1787,5
49,-,,WO・Bentley,1785,5
50,-,,マハーデーヴィー,1782,5
