,-,職業,キャラクター,レベル,転生回数
1,-,,星野アイ,1500,5
2,-,,ふぁーな,1500,5
3,-,,ふぁるけもな～,1500,5
4,-,,AZALEA,1500,5
5,-,,るびっきゅー,1500,5
6,-,,つよみんの夏休み,1500,5
7,-,,ちるたそ,1500,5
8,-,,海月さん,1500,5
9,-,,苺鬼,1500,5
10,-,,しかのこのこのこ,1500,5
11,-,,甘栗うまい！,1500,5
12,-,,ﾜｶﾙﾜｶﾙｼﾗﾝｹﾄﾞ,1500,5
13,-,,PFOG,1500,5
14,-,,NoLLy,1500,5
15,-,,Pさま,1500,5
16,-,,darkfy_V,1500,5
17,-,,vellria,1500,5
18,-,,シエスタ,1500,5
19,-,,Guilty,1500,5
20,-,,PrincessKnight,1500,5
21,-,,ねこのて,1500,5
22,-,,捨てキング,1500,5
23,-,,うに姫,1500,5
24,-,,カラス,1500,5
25,-,,RANK337の騎空士,1500,5
26,-,,Mami,1500,5
27,-,,水廻まるまるか,1500,5
28,-,,ﾊﾞﾗﾁｬｰｼｭｰ直火,1500,5
29,-,,腸詰,1500,5
30,-,,TANWA,1500,5
31,-,,轟はじめ,1500,5
32,-,,「うつぼ」,1500,5
33,-,,烈火発射装置,1500,5
34,-,,海廻りまるまるか,1500,5
35,-,,anchoring,1500,5
36,-,,nonnob4l,1500,5
37,-,,いかりんぐ,1500,5
38,-,,ゆきちゃま,1492,5
39,-,,ひめっち,1491,5
40,-,,●●●●●●,1490,5
41,-,,ふぇると,1483,5
42,-,,みお☆,1480,5
43,-,,天賦絢爛,1471,5
44,-,,天音ちゃ,1465,5
45,-,,アルハラ,1464,5
46,-,,ゴンヂ,1456,5
47,-,,キンデスイート,1452,5
48,-,,しろ８,1452,5
49,-,,ピンコ,1444,5
50,-,,快活ねーさん,1434,5
