,-,職業,キャラクター,レベル,転生回数
1,-,,DEATHNOTE,1500,5
2,-,,パトリック,1500,5
3,-,,みどりん,1500,5
4,-,,ノワール・ヴィ,1500,5
5,-,,takasaki,1500,5
6,-,,non1341,1500,5
7,-,,ドロップに期待,1500,5
8,-,,ソムリエ,1500,5
9,-,,MaLyi,1500,5
10,-,,えるふぁいやー！,1500,5
11,-,,うに姫。,1500,5
12,-,,海月さん,1500,5
13,-,,うーたろう,1500,5
14,-,,ていたらく,1500,5
15,-,,モンステラ,1500,5
16,-,,金のうにゃ缶,1500,5
17,-,,saburu1,1500,5
18,-,,まーち,1500,5
19,-,,そうこみん３,1500,5
20,-,,ぷりちーこ,1500,5
21,-,,うるてぃめっと,1500,5
22,-,,Saphir,1500,5
23,-,,CR大日本帝国,1500,5
24,-,,ジェノ氏,1500,5
25,-,,タヌキ,1500,5
26,-,,家系らーめん,1500,5
27,-,,CIAOちゅ～る,1500,5
28,-,,ぺんぺん,1500,5
29,-,,蒼佑,1500,5
30,-,,舞葵,1500,5
31,-,,長浜ラーメン,1500,5
32,-,,伊藤リオン,1500,5
33,-,,キャノかめ,1500,5
34,-,,しみしみ屋さん,1500,5
35,-,,ELGIN,1500,5
36,-,,鶏白湯ラーメン,1500,5
37,-,,夕さまぁ。,1500,5
38,-,,ねこのて,1500,5
39,-,,黙れドン太郎,1500,5
40,-,,やわやわ戦車,1500,5
41,-,,レジェンド左橋,1500,5
42,-,,神奈備命,1500,5
43,-,,捨てキング,1500,5
44,-,,apecano,1500,5
45,-,,フルーツキャノン,1500,5
46,-,,あるもんて,1500,5
47,-,,トッティ,1500,5
48,-,,sketoudara,1500,5
49,-,,強キ者,1500,5
50,-,,じゃむにあ,1500,5
