,-,職業,キャラクター,レベル,転生回数
1,-,,apecano,1500,5
2,-,,レジェンド左橋,1500,5
3,-,,神奈備命,1500,5
4,-,,捨てキング,1500,5
5,-,,黙れドン太郎,1500,5
6,-,,ねこのて,1500,5
7,-,,やわやわ戦車,1500,5
8,-,,あるもんて,1500,5
9,-,,フルーツキャノン,1500,5
10,-,,sketoudara,1500,5
11,-,,強キ者,1500,5
12,-,,CIAOちゅ～る,1500,5
13,-,,ぺんぺん,1500,5
14,-,,蒼佑,1500,5
15,-,,舞葵,1500,5
16,-,,DEATHNOTE,1500,5
17,-,,パトリック,1500,5
18,-,,みどりん,1500,5
19,-,,ノワール・ヴィ,1500,5
20,-,,takasaki,1500,5
21,-,,non1341,1500,5
22,-,,ドロップに期待,1500,5
23,-,,ソムリエ,1500,5
24,-,,MaLyi,1500,5
25,-,,えるふぁいやー！,1500,5
26,-,,うに姫。,1500,5
27,-,,海月さん,1500,5
28,-,,うーたろう,1500,5
29,-,,ていたらく,1500,5
30,-,,モンステラ,1500,5
31,-,,金のうにゃ缶,1500,5
32,-,,saburu1,1500,5
33,-,,夕さまぁ。,1500,5
34,-,,四十肩,1500,5
35,-,,すばっちゃ,1500,5
36,-,,Prim,1500,5
37,-,,おつぼちゃん,1500,5
38,-,,ジェノ氏,1500,5
39,-,,タヌキ,1500,5
40,-,,Saphir,1500,5
41,-,,うるてぃめっと,1500,5
42,-,,そうこみん３,1500,5
43,-,,ぷりちーこ,1500,5
44,-,,家系らーめん,1500,5
45,-,,長浜ラーメン,1500,5
46,-,,キャノかめ,1500,5
47,-,,ELGIN,1500,5
48,-,,鶏白湯ラーメン,1500,5
49,-,,甘栗うまい！,1500,5
50,-,,背中の壺【2025】,1500,5
