,-,職業,キャラクター,レベル,転生回数
1,-,,rstesttest,2034,5
2,-,,きんぎょ。,1468,5
3,-,,ねるねる,1418,5
4,-,,ぜおにゃん,1390,5
5,-,,ELGIN,1381,5
6,-,,ふぁるけってぃあ,1367,5
7,-,,ジェノ氏,1366,5
8,-,,ベイムババア,1361,5
9,-,,EternalSky,1353,5
10,-,,ぷぴぃ銃,1353,5
11,-,,マヌケッティア,1338,5
12,-,,える嬢,1334,5
13,-,,リリアート,1324,5
14,-,,レイン,1323,5
15,-,,マヌケ,1317,5
16,-,,tori3,1314,5
17,-,,Lucian,1312,5
18,-,,よーいどーん,1310,5
19,-,,くれど,1304,5
20,-,,DORP,1304,5
21,-,,wave,1303,5
22,-,,yabaikei,1302,5
23,-,,フィーニス,1301,5
24,-,,のっぽパン,1300,5
25,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1300,5
26,-,,雄出精,1300,5
27,-,,みか☆えりす,1299,5
28,-,,♯金色夕さま,1299,5
29,-,,我物理テイマ,1294,5
30,-,,霊ゆるふ,1294,5
31,-,,めたもるふぉーぜ,1293,5
32,-,,Maki_,1293,5
33,-,,ヤニカス幼女,1290,5
34,-,,レジェンド校長,1290,5
35,-,,谷☆,1284,5
36,-,,ヒママ,1283,5
37,-,,akairosignal,1281,5
38,-,,赤石ずん子,1281,5
39,-,,芭蕉天ノイ,1280,5
40,-,,チェルシ,1280,5
41,-,,somu,1278,5
42,-,,アリスワンダー,1277,5
43,-,,ろばファイア,1277,5
44,-,,Reol,1277,5
45,-,,こんちゃん,1276,5
46,-,,コロリナ,1276,5
47,-,,すがたかし３６才,1275,5
48,-,,DEATHNOTE,1275,5
49,-,,ごーるどちむちむ,1274,5
50,-,,シュヴァち,1273,5
