,-,職業,キャラクター,レベル,転生回数
1,-,,ともたん333,671,15
2,-,,たいやきあんこ,1836,5
3,-,,ψXENOψ,1834,5
4,-,,レジェンド石橋,1830,5
5,-,,アリス・ワンダー,1830,5
6,-,,二階堂パンパース,1828,5
7,-,,ハイドシークス,1827,5
8,-,,☆あおり☆,1827,5
9,-,,mttt,1827,5
10,-,,思いやりGDX,1823,5
11,-,,ζhaluluζ,1822,5
12,-,,れもんψ,1820,5
13,-,,ｱﾆﾘｿ,1820,5
14,-,,＊鬼鮫＊,1819,5
15,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1815,5
16,-,,krisu,1813,5
17,-,,快活ねえさん,1813,5
18,-,,ろずこ,1811,5
19,-,,キングプー,1810,5
20,-,,Oddesy,1808,5
21,-,,うにゃDX,1806,5
22,-,,marui11111,1805,5
23,-,,ルベーグ2世,1802,5
24,-,,御暇さん,1802,5
25,-,,愛泉,1802,5
26,-,,サクラサケ,1801,5
27,-,,アバブ,1801,5
28,-,,腐敗キノコ,1801,5
29,-,,ラクサスドレアン,1800,5
30,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1800,5
31,-,,ﾌｪﾘｱ,1800,5
32,-,,しらすたっぷ。,1800,5
33,-,,戦略破壊魔術兵器,1797,5
34,-,,nonamealcemist,1796,5
35,-,,Hard_A,1791,5
36,-,,ちぇころん,1789,5
37,-,,shogi,1788,5
38,-,,Luvric_ver0,1785,5
39,-,,ああ播磨灘,1784,5
40,-,,ξスロウξ,1783,5
41,-,,たっぷ。,1783,5
42,-,,元団長さん,1780,5
43,-,,ずっさん,1775,5
44,-,,†LightSide†,1774,5
45,-,,ウリ☆,1774,5
46,-,,羽熊,1767,5
47,-,,やまCha☆,1766,5
48,-,,マハーデーヴィー,1764,5
49,-,,黒虎ちゃん,1764,5
50,-,,カジュアル,1763,5
