,-,職業,キャラクター,レベル,転生回数
1,-,,カジュアル,2000,5
2,-,,ラクサスドレアン,2000,5
3,-,,ψXENOψ,2000,5
4,-,,たいやきあんこ,2000,5
5,-,,mttt,2000,5
6,-,,アリス・ワンダー,2000,5
7,-,,レジェンド石橋,1993,5
8,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1978,5
9,-,,Oddesy,1969,5
10,-,,快活ねえさん,1961,5
11,-,,思いやりGDX,1958,5
12,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1942,5
13,-,,xたまきちx,1939,5
14,-,,蜜月抄,1939,5
15,-,,あぷりこ,1937,5
16,-,,うにゃDX,1932,5
17,-,,＊鬼鮫＊,1929,5
18,-,,ハイドシークス,1926,5
19,-,,猫邪,1926,5
20,-,,アクシズ教神官,1925,5
21,-,,krisu,1924,5
22,-,,御暇さん,1923,5
23,-,,marui11111,1921,5
24,-,,愛泉,1920,5
25,-,,しらすたっぷ。,1915,5
26,-,,Miki_,1915,5
27,-,,れもんψ,1911,5
28,-,,ﾌｪﾘｱ,1911,5
29,-,,二階堂パンパース,1910,5
30,-,,ほしめろちゃん,1907,5
31,-,,サイバーナイト,1906,5
32,-,,ろずこ,1906,5
33,-,,ウリ☆,1900,5
34,-,,ルベーグ2世,1886,5
35,-,,永遠の暗闇,1885,5
36,-,,ちよし姫,1883,5
37,-,,戦略破壊魔術兵器,1879,5
38,-,,むぎちゃ。,1879,5
39,-,,ああ播磨灘,1876,5
40,-,,☆まろむぎ☆,1876,5
41,-,,MVアグスタ,1876,5
42,-,,黒虎ちゃん,1873,5
43,-,,WaterLilyFlower,1872,5
44,-,,☆キノ♪,1870,5
45,-,,ふぇの,1860,5
46,-,,shogi,1859,5
47,-,,†フィル†,1859,5
48,-,,ΨtinariΨ,1857,5
49,-,,海月さん,1856,5
50,-,,マハーデーヴィー,1855,5
