,-,職業,キャラクター,レベル,転生回数
1,-,,カジュアル,2000,5
2,-,,krisu,2000,5
3,-,,Oddesy,2000,5
4,-,,ラクサスドレアン,2000,5
5,-,,ψXENOψ,2000,5
6,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,2000,5
7,-,,たいやきあんこ,2000,5
8,-,,marui11111,2000,5
9,-,,mttt,2000,5
10,-,,レジェンド石橋,2000,5
11,-,,アリス・ワンダー,2000,5
12,-,,xたまきちx,2000,5
13,-,,思いやりGDX,1999,5
14,-,,うにゃDX,1996,5
15,-,,蜜月抄,1992,5
16,-,,あぷりこ,1990,5
17,-,,快活ねえさん,1987,5
18,-,,ハイドシークス,1986,5
19,-,,Miki_,1982,5
20,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1976,5
21,-,,愛泉,1973,5
22,-,,ウリ☆,1973,5
23,-,,＊鬼鮫＊,1969,5
24,-,,猫邪,1965,5
25,-,,サイバーナイト,1962,5
26,-,,御暇さん,1962,5
27,-,,ﾌｪﾘｱ,1962,5
28,-,,アクシズ教神官,1954,5
29,-,,腐敗キノコ,1953,5
30,-,,ルベーグ2世,1952,5
31,-,,ほしめろちゃん,1945,5
32,-,,ちよし姫,1942,5
33,-,,akmm,1941,5
34,-,,真ぜの,1940,5
35,-,,ろずこ,1939,5
36,-,,☆☆うっちぃ☆☆,1937,5
37,-,,氷華舞い散る,1936,5
38,-,,魔法姫ひかり,1936,5
39,-,,MVアグスタ,1936,5
40,-,,ΨtinariΨ,1933,5
41,-,,ふぇの,1928,5
42,-,,ああ播磨灘,1927,5
43,-,,黒虎ちゃん,1926,5
44,-,,WaterLilyFlower,1919,5
45,-,,永遠の暗闇,1915,5
46,-,,れもんψ,1915,5
47,-,,しらすたっぷ。,1915,5
48,-,,二階堂パンパース,1910,5
49,-,,☆キノ♪,1909,5
50,-,,Unlimited快楽園,1906,5
