,-,職業,キャラクター,レベル,転生回数
1,-,,えるふぁいやー！,1500,5
2,-,,ドロップに期待,1500,5
3,-,,ノワール・ヴィ,1500,5
4,-,,takasaki,1500,5
5,-,,non1341,1500,5
6,-,,DEATHNOTE,1500,5
7,-,,うに姫。,1500,5
8,-,,うーたろう,1500,5
9,-,,ていたらく,1500,5
10,-,,ねこのて,1500,5
11,-,,捨てキング,1500,5
12,-,,レジェンド左橋,1500,5
13,-,,塵地螺鈿飾剣,1500,5
14,-,,penta,1500,5
15,-,,うるてぃめっと,1500,5
16,-,,ジェノ氏,1500,5
17,-,,タヌキ,1500,5
18,-,,CIAOちゅ～る,1500,5
19,-,,Maki,1500,5
20,-,,ELGIN,1500,5
21,-,,seef,1500,5
22,-,,みお＊,1500,5
23,-,,YUJIN,1500,5
24,-,,キャノンψ,1500,5
25,-,,キャノーラ,1500,5
26,-,,zizizizi,1500,5
27,-,,Alive,1500,5
28,-,,CM砲撃マジカル,1500,5
29,-,,魔女のお茶会,1500,5
30,-,,non398,1500,5
31,-,,Mami,1500,5
32,-,,純喫茶,1500,5
33,-,,みどりん,1484,5
34,-,,背中の壺【2025】,1472,5
35,-,,家系らーめん,1472,5
36,-,,黙れドン太郎,1464,5
37,-,,病気のコボルト,1463,5
38,-,,甘栗うまい！,1460,5
39,-,,Govou,1459,5
40,-,,モンステラ,1458,5
41,-,,ソムリエ,1457,5
42,-,,海月さん,1456,5
43,-,,神奈備命,1454,5
44,-,,トルテ,1451,5
45,-,,蒼佑,1449,5
46,-,,そうこみん３,1446,5
47,-,,saburu1,1442,5
48,-,,Rusalka,1437,5
49,-,,じゃむにあ,1434,5
50,-,,四十肩,1430,5
