,-,職業,キャラクター,レベル,転生回数
1,-,,penta,1500,5
2,-,,shiro,1500,5
3,-,,海月さん,1500,5
4,-,,パトリック,1500,5
5,-,,ノワール・ヴィ,1500,5
6,-,,Saphir,1500,5
7,-,,みお＊,1500,5
8,-,,不穏な悲鳴,1500,5
9,-,,何して遊ぶ？,1500,5
10,-,,ぎんどりⅡ,1500,5
11,-,,天音ちゃ,1500,5
12,-,,みお☆,1500,5
13,-,,エクレール,1500,5
14,-,,キャプテンわかめ,1500,5
15,-,,クラフティ,1500,5
16,-,,夢花火,1500,5
17,-,,だいもんじ,1500,5
18,-,,Join_Helldivers,1478,5
19,-,,金鯖立ちんぼ女子,1452,5
20,-,,きゃーのん,1437,5
21,-,,テケ子,1430,5
22,-,,banapagg,1429,5
23,-,,なんた,1420,5
24,-,,フォトナ,1410,5
25,-,,おふとぅん,1402,5
26,-,,どらんぱ,1401,5
27,-,,nimucap,1401,5
28,-,,ｘジャスミンｘ,1401,5
29,-,,mkrain,1400,5
30,-,,まつらいろり,1400,5
31,-,,これが罵倒,1394,5
32,-,,らいがる,1387,5
33,-,,code,1385,5
34,-,,ぎんどり,1385,5
35,-,,Licos_More,1381,5
36,-,,なな,1379,5
37,-,,灰の魔女イレイナ,1378,5
38,-,,キャノーラロイ,1375,5
39,-,,玉響,1371,5
40,-,,ピー,1370,5
41,-,,こうきんぐ,1369,5
42,-,,YUSA,1367,5
43,-,,罪と罰,1365,5
44,-,,くだもの。,1363,5
45,-,,ゆなちー！,1360,5
46,-,,ぽんでりんぐ,1357,5
47,-,,ちょこっとだけ,1355,5
48,-,,ReSept,1354,5
49,-,,♪つんぬこ♪,1352,5
50,-,,ぼすごん,1352,5
