,-,職業,キャラクター,レベル,転生回数
1,-,,mttt,1820,5
2,-,,たいやきあんこ,1816,5
3,-,,krisu,1811,5
4,-,,レジェンド石橋,1811,5
5,-,,ψXENOψ,1807,5
6,-,,☆あおり☆,1802,5
7,-,,ルベーグ2世,1801,5
8,-,,アリス・ワンダー,1799,5
9,-,,二階堂パンパース,1798,5
10,-,,ζhaluluζ,1794,5
11,-,,ｱﾆﾘｿ,1793,5
12,-,,＊鬼鮫＊,1790,5
13,-,,shogi,1786,5
14,-,,ろずこ,1785,5
15,-,,思いやりGDX,1782,5
16,-,,ﾌｪﾘｱ,1780,5
17,-,,キングプー,1779,5
18,-,,アバブ,1774,5
19,-,,腐敗キノコ,1773,5
20,-,,元団長さん,1769,5
21,-,,うにゃDX,1767,5
22,-,,やまCha☆,1765,5
23,-,,愛泉,1762,5
24,-,,errr,1760,5
25,-,,戦略破壊魔術兵器,1756,5
26,-,,Luvric_ver0,1756,5
27,-,,ああ播磨灘,1755,5
28,-,,Oddesy,1754,5
29,-,,グライムズ01,1754,5
30,-,,たっぷ。,1753,5
31,-,,nonamealcemist,1753,5
32,-,,ずっさん,1752,5
33,-,,Unlimited快楽園,1749,5
34,-,,マハーデーヴィー,1747,5
35,-,,marui11111,1747,5
36,-,,れもんψ,1745,5
37,-,,†ユファ†,1745,5
38,-,,究ﾙ極ﾙ完ﾙ全ﾙ体,1745,5
39,-,,夜廻まるか,1744,5
40,-,,羽熊,1743,5
41,-,,ちゃらめる,1742,5
42,-,,しらすたっぷ。,1741,5
43,-,,ラクサスドレアン,1740,5
44,-,,Inocent,1740,5
45,-,,真ぜの,1740,5
46,-,,オナルドダック,1739,5
47,-,,☆☆うっちぃ☆☆,1739,5
48,-,,蜜月抄,1739,5
49,-,,エルロン5,1738,5
50,-,,WO・Bentley,1738,5
