,-,職業,キャラクター,レベル,転生回数
1,-,,ベイムババア,1500,5
2,-,,ELGIN,1500,5
3,-,,EternalSky,1500,5
4,-,,ジェノ氏,1500,5
5,-,,ヤニカス幼女,1500,5
6,-,,襲う波,1500,5
7,-,,粉砕の祈り,1500,5
8,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
9,-,,パーマ＠,1500,5
10,-,,ましろ,1500,5
11,-,,ふぁるけってぃあ,1500,5
12,-,,レジェンド校長,1500,5
13,-,,ねるねる,1500,5
14,-,,マヌケ,1500,5
15,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
16,-,,きんぎょ。,1500,5
17,-,,ぷぴぃ銃,1500,5
18,-,,ワイアットアープ,1500,5
19,-,,penta,1500,5
20,-,,向上箱狙いめっち,1500,5
21,-,,ヒママ,1500,5
22,-,,しろ,1500,5
23,-,,somu,1500,5
24,-,,ちかちゃ,1500,5
25,-,,安倍晋三,1500,5
26,-,,オタマデュクシ,1500,5
27,-,,DORP,1500,5
28,-,,はだかの小坊主,1500,5
29,-,,事をすませば,1500,5
30,-,,tori3,1500,5
31,-,,レイン,1500,5
32,-,,オルガ,1500,5
33,-,,ここぴ～,1500,5
34,-,,Maki_,1500,5
35,-,,まーりも,1500,5
36,-,,もりっしー,1500,5
37,-,,Nanta,1500,5
38,-,,ンンポポ,1500,5
39,-,,ﾌﾞﾘｰﾀﾞｰのﾌﾟﾛ,1500,5
40,-,,寿司,1500,5
41,-,,猿渡,1500,5
42,-,,Ashe,1500,5
43,-,,きんめだい。,1500,5
44,-,,ういしぐれ,1500,5
45,-,,まりふぁな,1500,5
46,-,,SkyofWorld,1500,5
47,-,,ψうなぎψ,1500,5
48,-,,こんすけ,1500,5
49,-,,ジェイル,1491,5
50,-,,Unreal,1476,5
