,-,職業,キャラクター,レベル,転生回数
1,-,,カジュアル,2000,5
2,-,,ラクサスドレアン,2000,5
3,-,,ψXENOψ,2000,5
4,-,,たいやきあんこ,2000,5
5,-,,mttt,2000,5
6,-,,アリス・ワンダー,2000,5
7,-,,レジェンド石橋,1985,5
8,-,,Oddesy,1969,5
9,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1968,5
10,-,,快活ねえさん,1961,5
11,-,,思いやりGDX,1958,5
12,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1942,5
13,-,,xたまきちx,1928,5
14,-,,猫邪,1926,5
15,-,,アクシズ教神官,1925,5
16,-,,蜜月抄,1924,5
17,-,,あぷりこ,1923,5
18,-,,御暇さん,1922,5
19,-,,うにゃDX,1920,5
20,-,,＊鬼鮫＊,1917,5
21,-,,しらすたっぷ。,1915,5
22,-,,れもんψ,1911,5
23,-,,二階堂パンパース,1910,5
24,-,,愛泉,1909,5
25,-,,krisu,1907,5
26,-,,ハイドシークス,1906,5
27,-,,marui11111,1900,5
28,-,,ほしめろちゃん,1900,5
29,-,,Miki_,1893,5
30,-,,ろずこ,1892,5
31,-,,ﾌｪﾘｱ,1888,5
32,-,,サイバーナイト,1885,5
33,-,,永遠の暗闇,1877,5
34,-,,むぎちゃ。,1868,5
35,-,,ウリ☆,1866,5
36,-,,☆キノ♪,1864,5
37,-,,☆まろむぎ☆,1862,5
38,-,,ルベーグ2世,1860,5
39,-,,ちよし姫,1860,5
40,-,,黒虎ちゃん,1858,5
41,-,,ああ播磨灘,1855,5
42,-,,ねこなのクゥーン,1855,5
43,-,,MVアグスタ,1854,5
44,-,,戦略破壊魔術兵器,1852,5
45,-,,†フィル†,1851,5
46,-,,shogi,1850,5
47,-,,WaterLilyFlower,1849,5
48,-,,ΨtinariΨ,1849,5
49,-,,マハーデーヴィー,1846,5
50,-,,キングプー,1845,5
