,-,職業,キャラクター,レベル,転生回数
1,-,,カジュアル,2000,5
2,-,,ψXENOψ,2000,5
3,-,,たいやきあんこ,2000,5
4,-,,mttt,2000,5
5,-,,アリス・ワンダー,2000,5
6,-,,ラクサスドレアン,1996,5
7,-,,レジェンド石橋,1982,5
8,-,,Oddesy,1967,5
9,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1964,5
10,-,,快活ねえさん,1961,5
11,-,,思いやりGDX,1958,5
12,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1942,5
13,-,,xたまきちx,1927,5
14,-,,猫邪,1926,5
15,-,,アクシズ教神官,1925,5
16,-,,あぷりこ,1921,5
17,-,,蜜月抄,1921,5
18,-,,御暇さん,1920,5
19,-,,＊鬼鮫＊,1916,5
20,-,,しらすたっぷ。,1915,5
21,-,,うにゃDX,1915,5
22,-,,れもんψ,1911,5
23,-,,二階堂パンパース,1910,5
24,-,,愛泉,1905,5
25,-,,krisu,1903,5
26,-,,ハイドシークス,1901,5
27,-,,ほしめろちゃん,1900,5
28,-,,marui11111,1894,5
29,-,,ろずこ,1892,5
30,-,,Miki_,1889,5
31,-,,ﾌｪﾘｱ,1884,5
32,-,,サイバーナイト,1878,5
33,-,,永遠の暗闇,1870,5
34,-,,むぎちゃ。,1865,5
35,-,,☆キノ♪,1864,5
36,-,,☆まろむぎ☆,1858,5
37,-,,ルベーグ2世,1856,5
38,-,,ウリ☆,1855,5
39,-,,ねこなのクゥーン,1855,5
40,-,,ちよし姫,1854,5
41,-,,ああ播磨灘,1853,5
42,-,,黒虎ちゃん,1853,5
43,-,,戦略破壊魔術兵器,1852,5
44,-,,†フィル†,1849,5
45,-,,ΨtinariΨ,1849,5
46,-,,shogi,1847,5
47,-,,キングプー,1845,5
48,-,,マハーデーヴィー,1845,5
49,-,,WaterLilyFlower,1845,5
50,-,,MVアグスタ,1845,5
