,-,職業,キャラクター,レベル,転生回数
1,-,,たいやきあんこ,1985,5
2,-,,ψXENOψ,1981,5
3,-,,mttt,1980,5
4,-,,アリス・ワンダー,1933,5
5,-,,ラクサスドレアン,1917,5
6,-,,カジュアル,1915,5
7,-,,レジェンド石橋,1910,5
8,-,,思いやりGDX,1910,5
9,-,,Oddesy,1908,5
10,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1908,5
11,-,,快活ねえさん,1907,5
12,-,,アクシズ教神官,1905,5
13,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1900,5
14,-,,れもんψ,1897,5
15,-,,しらすたっぷ。,1897,5
16,-,,二階堂パンパース,1896,5
17,-,,猫邪,1893,5
18,-,,御暇さん,1887,5
19,-,,蜜月抄,1884,5
20,-,,あぷりこ,1882,5
21,-,,愛泉,1874,5
22,-,,krisu,1873,5
23,-,,xたまきちx,1871,5
24,-,,うにゃDX,1867,5
25,-,,＊鬼鮫＊,1861,5
26,-,,ﾌｪﾘｱ,1855,5
27,-,,ハイドシークス,1854,5
28,-,,☆キノ♪,1853,5
29,-,,ろずこ,1852,5
30,-,,Miki_,1852,5
31,-,,サイバーナイト,1851,5
32,-,,ほしめろちゃん,1847,5
33,-,,marui11111,1846,5
34,-,,キングプー,1845,5
35,-,,ｱﾆﾘｿ,1844,5
36,-,,戦略破壊魔術兵器,1843,5
37,-,,☆あおり☆,1840,5
38,-,,むぎちゃ。,1838,5
39,-,,ルベーグ2世,1835,5
40,-,,黒虎ちゃん,1835,5
41,-,,shogi,1833,5
42,-,,ああ播磨灘,1833,5
43,-,,†フィル†,1831,5
44,-,,ねこなのクゥーン,1828,5
45,-,,ξスロウξ,1826,5
46,-,,永遠の暗闇,1826,5
47,-,,ζhaluluζ,1823,5
48,-,,Hard_A,1822,5
49,-,,ちゃらめる,1820,5
50,-,,海月さん,1819,5
