,-,職業,キャラクター,レベル,転生回数
1,-,,CIAOちゅ～る,1500,5
2,-,,ぺんぺん,1500,5
3,-,,蒼佑,1500,5
4,-,,舞葵,1500,5
5,-,,Prim,1500,5
6,-,,おつぼちゃん,1500,5
7,-,,DEATHNOTE,1500,5
8,-,,パトリック,1500,5
9,-,,みどりん,1500,5
10,-,,ノワール・ヴィ,1500,5
11,-,,takasaki,1500,5
12,-,,non1341,1500,5
13,-,,ドロップに期待,1500,5
14,-,,ソムリエ,1500,5
15,-,,MaLyi,1500,5
16,-,,えるふぁいやー！,1500,5
17,-,,うに姫。,1500,5
18,-,,海月さん,1500,5
19,-,,うーたろう,1500,5
20,-,,ていたらく,1500,5
21,-,,モンステラ,1500,5
22,-,,金のうにゃ缶,1500,5
23,-,,saburu1,1500,5
24,-,,まーち,1500,5
25,-,,そうこみん３,1500,5
26,-,,ぷりちーこ,1500,5
27,-,,うるてぃめっと,1500,5
28,-,,Saphir,1500,5
29,-,,CR大日本帝国,1500,5
30,-,,ジェノ氏,1500,5
31,-,,タヌキ,1500,5
32,-,,家系らーめん,1500,5
33,-,,長浜ラーメン,1500,5
34,-,,伊藤リオン,1500,5
35,-,,キャノかめ,1500,5
36,-,,しみしみ屋さん,1500,5
37,-,,ELGIN,1500,5
38,-,,鶏白湯ラーメン,1500,5
39,-,,きょんち。,1500,5
40,-,,garugori,1500,5
41,-,,四十肩,1500,5
42,-,,すばっちゃ,1500,5
43,-,,黙れドン太郎,1500,5
44,-,,やわやわ戦車,1500,5
45,-,,ねこのて,1500,5
46,-,,夕さまぁ。,1500,5
47,-,,レジェンド左橋,1500,5
48,-,,神奈備命,1500,5
49,-,,捨てキング,1500,5
50,-,,apecano,1500,5
