,-,職業,キャラクター,レベル,転生回数
1,-,,ともたん333,671,15
2,-,,たいやきあんこ,1831,5
3,-,,ψXENOψ,1829,5
4,-,,mttt,1826,5
5,-,,レジェンド石橋,1825,5
6,-,,二階堂パンパース,1823,5
7,-,,☆あおり☆,1821,5
8,-,,アリス・ワンダー,1821,5
9,-,,ｱﾆﾘｿ,1819,5
10,-,,ζhaluluζ,1816,5
11,-,,ハイドシークス,1815,5
12,-,,思いやりGDX,1813,5
13,-,,krisu,1812,5
14,-,,＊鬼鮫＊,1811,5
15,-,,うにゃDX,1806,5
16,-,,ろずこ,1804,5
17,-,,れもんψ,1802,5
18,-,,ルベーグ2世,1801,5
19,-,,アバブ,1800,5
20,-,,腐敗キノコ,1800,5
21,-,,ラクサスドレアン,1798,5
22,-,,快活ねえさん,1798,5
23,-,,marui11111,1795,5
24,-,,キングプー,1792,5
25,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1791,5
26,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1791,5
27,-,,ﾌｪﾘｱ,1788,5
28,-,,shogi,1787,5
29,-,,Oddesy,1784,5
30,-,,しらすたっぷ。,1783,5
31,-,,サクラサケ,1779,5
32,-,,戦略破壊魔術兵器,1779,5
33,-,,愛泉,1779,5
34,-,,nonamealcemist,1778,5
35,-,,元団長さん,1777,5
36,-,,たっぷ。,1776,5
37,-,,御暇さん,1775,5
38,-,,ああ播磨灘,1772,5
39,-,,Luvric_ver0,1772,5
40,-,,Hard_A,1771,5
41,-,,やまCha☆,1766,5
42,-,,errr,1763,5
43,-,,ξスロウξ,1761,5
44,-,,ずっさん,1755,5
45,-,,☆☆うっちぃ☆☆,1755,5
46,-,,グライムズ01,1754,5
47,-,,†LightSide†,1751,5
48,-,,マハーデーヴィー,1751,5
49,-,,Unlimited快楽園,1750,5
50,-,,羽熊,1749,5
