,サマナー,ぷーちゃん♪,1489,5
632位,,サマナー,游々,1003,5
633位,,ビーストテイマー,huzuki,1003,5
634位,,ランサー,レネシス,1003,5
635位,,ウィザード,ルースター,1003,5
636位,,ウィザード,☆白魔導師☆,1003,5
637位,,剣士,§yosshie§,1003,5
638位,,追放天使,BUS。,1003,3
639位,,霊術師,なついち,1002,5
640位,,リトルウィッチ,電気社長,1002,5
641位,,サマナー,うーろんちゃ,1002,5
642位,,戦士,冴ゆる,1002,5
643位,,剣士,天城颯馬,1002,5
644位,,光奏師,そとわくJ,1001,5
645位,,霊術師,悪い子猫ちゃん,1001,5
646位,,霊術師,ワ・ッ・チ,1001,5
647位,,悪魔,ﾉﾝｶﾌｪｲﾝｺｰﾋｰ,1001,5
648位,,リトルウィッチ,おとぎ国の大樹,1001,5
649位,,アーチャー,のびた。,1001,5
650位,,ランサー,κarura,1001,5
651位,,ビショップ,コルして下さい！,1001,5
652位,,戦士,らいおんキング,1001,5
653位,,戦士,リカルの遺志,1001,5
654位,,剣士,καЯμγα,1001,5
655位,,黒魔術師,しらたま団子ＬＬ,1000,5
656位,,霊術師,Maximoff,1000,5
657位,,ビーストテイマー,真華,1000,5
658位,,ビーストテイマー,ShootingStar☆彡,1000,5
659位,,ビーストテイマー,ｼｬﾙﾛｯﾄ・ﾍﾞｲｶｰ,1000,5
660位,,ランサー,MP槍♪,1000,5
661位,,ランサー,LilaMia,1000,5
662位,,武道家,ζsilentζ,1000,5
663位,,シーフ,風呂屋の闘争,1000,5
664位,,追放天使,『ポッセ』,1000,5
665位,,ウィザード,ミ～ティア,1000,5
666位,,戦士,鼻毛特攻隊,1000,5
667位,,戦士,ジョン・ウィック,1000,5
668位,,剣士,花ピアス☆,1000,5
669位,,ビーストテイマー,スフレ♪,999,5
670位,,悪魔,白南天,998,5
671位,,ウィザード,まこっつ,998,5
672位,,シーフ,なるお,997,5
673位,,シーフ,ζKleinζ,997,5
674位,,霊術師,かーらτ,995,5
675位,,プリンセス,伝説の左,995,5
676位,,追放天使,バカ旦那,995,5
677位,,ウィザード,ベラー,995,5
678位,,ランサー,minas,994,5
679位,,武道家,冥界王レイリー,994,5
680位,,ビショップ,ノーテンキ,994,5
681位,,獣人,よなきーつね！,993,5
682位,,光奏師,ドブネズミ,993,5
683位,,ランサー,Sparituda,993,5
684位,,メイド,べホイミ,992,5
685位,,ランサー,たなばたよう,992,5
686位,,獣人,紙おむつ三太夫,991,5
687位,,アーチャー,熱風☆,991,5
688位,,ビショップ,ホボ・ブラジル,991,5
689位,,獣人,ﾎﾟｰﾄｶﾞｽ・D．ｴｰｽ,990,5
690位,,霊術師,しんくれあ,990,5
691位,,リトルウィッチ,まなぷりん歌姫,990,5
692位,,アーチャー,わんぬこりん,990,5
693位,,戦士,日軍,990,5
694位,,剣士,Starman,990,5
695位,,アーチャー,7thワールド,990,2
696位,,アーチャー,夏菜子お,990,1
697位,,マスケッティア,射之助,989,5
698位,,黒魔術師,おこの姫,989,5
699位,,プリンセス,世界で1番お姫様,989,5
700位,,シーフ,ShakeShack,989,5
701位,,追放天使,万物創生,989,5
702位,,ウィザード,fucoxanthinol,989,5
703位,,戦士,羅列,989,5
704位,,剣士,shiroro_chan,989,5
705位,,剣士,むこうぶっち,989,5
706位,,ウィザード,ジャガージャック,989,4
707位,,ランサー,Chase,988,5
708位,,剣士,ﾛｰﾗﾝ,988,5
709位,,武道家,ジャッパー,988,3
710位,,黒魔術師,まろしば,987,5
711位,,光奏師,Sanremo,987,5
712位,,ランサー,こぼーん,987,5
713位,,黒魔術師,天翔＇龍閃,986,5
714位,,光奏師,ゴキおじ,986,5
715位,,ランサー,☆ありすたん♪,986,5
716位,,ランサー,メリデ♪,986,5
717位,,シーフ,ダム坊,986,4
718位,,悪魔,でびぃ夫人,985,5
719位,,リトルウィッチ,§カルセドニー§,985,5
720位,,ランサー,ウィンリ１,985,5
721位,,剣士,Garugo,985,5
722位,,霊術師,むぅ～たん♪,984,5
723位,,ランサー,ググれカス,984,5
724位,,ランサー,kishigami3,984,5
725位,,武道家,maori,984,5
726位,,シーフ,スターリング＿,984,5
727位,,シーフ,ゼルドリッツ,984,5
728位,,剣士,斬之助,984,5
729位,,黒魔術師,ﾆｺ・ロビン,983,5
730位,,光奏師,RedSpiderLily,983,5
731位,,ネクロマンサー,くろちゃん♪,983,5
732位,,リトルウィッチ,ゆかるり,983,5
733位,,武道家,ｱﾝﾄﾞﾚｻﾞｼﾞｬｲｱﾝﾄ,983,5
734位,,剣士,Ф黒大和Ф,983,5
735位,,アーチャー,カクラ,982,5
736位,,ビショップ,エルゴプラクシー,982,5
737位,,ウィザード,Ψ人生Ψ,982,3
738位,,獣人,アンジョルラス,981,5
739位,,獣人,Raphtalia,981,5
740位,,アーチャー,ひろぽんarc,981,5
741位,,武道家,ふぅぅ・ω・）†,981,5
742位,,シーフ,パパケット,981,5
743位,,ウィザード,舞之助,981,5
744位,,霊術師,MurderQueenЯR,980,5
745位,,プリンセス,ぅっっ,980,5
746位,,ビーストテイマー,ららみ～,980,5
747位,,シーフ,埋火,980,5
748位,,シーフ,☆ヒョク☆,980,5
749位,,戦士,ツムりん,980,5
750位,,サマナー,㈱666,980,1
751位,,霊術師,Mrスピエモン,979,5
752位,,悪魔,ね、くろちゃん,979,5
753位,,武道家,魯粛子敬。,979,5
754位,,戦士,鮃鮃鮃,979,5
755位,,剣士,アントニオ洋,979,5
756位,,リトルウィッチ,ﾙﾅﾙﾅ,979,3
757位,,光奏師,カマキり令嬢,978,5
758位,,ランサー,マリジェンヌ,978,5
759位,,ウィザード,フィガレット,978,5
760位,,剣士,エコシュウ,978,5
761位,,ウィザード,ジェルア,978,4
762位,,ランサー,銀嶺弧雀,977,5
763位,,武道家,まぼろし探偵,977,5
764位,,シーフ,すべるバー,977,5
765位,,ウィザード,丱ARF丱,977,5
766位,,戦士,MmuzKnight,977,5
767位,,リトルウィッチ,ハイシェン,976,5
768位,,プリンセス,Sheena☆ｼﾙｷｰ,976,5
769位,,追放天使,Code：001,976,5
770位,,ビショップ,独房502号室,976,5
771位,,ビショップ,なるほどさん。,976,5
772位,,ウルフマン,マスオ。,976,5
773位,,剣士,みるぱ,976,5
774位,,ウィザード,安井ねこ,976,2
775位,,メイド,フォルメンテーラ,975,5
776位,,霊術師,優しぃ嘘,975,5
777位,,サマナー,melonpanda,975,5
778位,,ビーストテイマー,マリイちゃん,975,5
779位,,アーチャー,ミ～仔,975,5
780位,,ランサー,MBMMの使者,975,5
781位,,ランサー,竜槍ｽﾏｳｸﾞ,975,5
782位,,武道家,マエタン,975,5
783位,,武道家,is2235,975,5
784位,,武道家,Ｓｔａｒｍａｎ,975,5
785位,,シーフ,天攻,975,5
786位,,剣士,マサオ,975,5
787位,,アーチャー,猫杏♪,974,5
788位,,武道家,安田理容店,974,5
789位,,闘士,どすこいULT,973,5
790位,,霊術師,みあ！,973,5
791位,,ウィザード,☆チェ・ジウ☆,973,5
792位,,ウィザード,♪ゆうちゃん,973,5
793位,,ウィザード,ユリアちゃん,973,5
794位,,黒魔術師,リュミルア,972,5
795位,,霊術師,人生に迷った,972,5
796位,,ネクロマンサー,SALUさん,972,5
797位,,アーチャー,撃業,972,5
798位,,アーチャー,飛鳥の鬼姫,972,5
799位,,ランサー,六華壟,972,5
800位,,ランサー,眠れる女子,972,5
801位,,武道家,葡萄家ぷーちゃん,972,5
802位,,武道家,ビートルかぶ太,972,5
803位,,リトルウィッチ,Artesano＋,972,3
804位,,アルケミスト,Gazelle_tea,971,5
805位,,霊術師,レイセフト,971,5
806位,,霊術師,堕胎された胎児,971,5
807位,,悪魔,地獄花,971,5
808位,,リトルウィッチ,かな姫,971,5
809位,,ランサー,粉末緑茶,971,5
810位,,シーフ,しゃんでぃ,971,5
811位,,追放天使,DTてんし,971,5
812位,,ビショップ,馬之助,971,5
813位,,ウィザード,メルクリウスﾆｰﾄ,971,5
814位,,剣士,とと丸③,971,5
815位,,リトルウィッチ,ゆにゃ,970,5
816位,,ビーストテイマー,リヤン,970,5
817位,,ランサー,Sikaore,970,5
818位,,ランサー,DUMMY2257,970,5
819位,,ランサー,ｼｪｷﾅｰ･聖鎖･ﾗﾌｧｴﾙ,970,5
820位,,武道家,紫あじさい,970,5
821位,,シーフ,アウトサイド,970,5
822位,,戦士,稟賦,970,5
823位,,黒魔術師,ふらりん,969,5
824位,,光奏師,ろんちき。,969,5
825位,,霊術師,ＮARUMI,969,5
826位,,悪魔,ターメリック。,969,5
827位,,リトルウィッチ,優奈☆,969,5
828位,,リトルウィッチ,FairyinyourHart,969,5
829位,,プリンセス,ﾌﾟﾘﾝｾｽ・ﾌﾟﾘｽﾞﾝ,969,5
830位,,ビーストテイマー,リリ～ちゃん♪,969,5
831位,,アーチャー,Judymaria,969,5
832位,,ウィザード,赤なな,969,5
833位,,戦士,アイモモン,969,5
834位,,剣士,カラー、,969,5
835位,,プリンセス,☆胡蝶蘭☆,969,2
836位,,霊術師,うぇぶぉ,968,5
837位,,リトルウィッチ,テイム委員会,968,5
838位,,プリンセス,メルティアーノ♪,968,5
839位,,プリンセス,ice22,968,5
840位,,ランサー,果糖ぶどう糖液糖,968,5
841位,,ランサー,ξ塁ξ,968,5
842位,,追放天使,羽ボウキ,968,5
843位,,ビショップ,ルーシェル☆,968,5
844位,,ビショップ,きのこ雑炊,968,5
845位,,戦士,レッド（白鯖）,968,5
846位,,剣士,ψAeolusψ,968,5
847位,,獣人,バーフェン,967,5
848位,,リトルウィッチ,氷裂姫,967,5
849位,,ランサー,朱の蒼月,967,5
850位,,ランサー,フィル二,967,5
851位,,ランサー,ﾌｧｲｱｰﾌﾟﾘﾝ,967,5
852位,,武道家,灰なな,967,5
853位,,武道家,武道s,967,5
854位,,追放天使,2時間1分19秒,967,5
855位,,ウルフマン,旋の爪術士,967,5
856位,,ウィザード,ライジング,967,5
857位,,ウィザード,Ｓｈａｆｔ☆,967,5
858位,,戦士,ミルク_tea,967,5
859位,,リトルウィッチ,ICouldDieForYou,967,3
860位,,獣人,アシメゴースト,966,5
861位,,光奏師,かなでし,966,5
862位,,リトルウィッチ,Angel；Heart,966,5
863位,,プリンセス,てん子,966,5
864位,,ビーストテイマー,ﾛﾏﾈｺﾝﾃｨ,966,5
865位,,ランサー,お天気☆Maker,966,5
866位,,ランサー,小夜紅葉,966,5
867位,,ウィザード,ヴェロックス,966,5
868位,,武道家,ごまさん,966,3
869位,,黒魔術師,SonChaeYoung,965,5
870位,,ネクロマンサー,John_Necramancer,965,5
871位,,武道家,さび猫,965,5
872位,,シーフ,銀色、遥か,965,5
873位,,ビショップ,GS横島忠夫,965,5
874位,,ビショップ,†ごまちゃん†,965,3
875位,,リトルウィッチ,しのぶ♪,964,5
876位,,リトルウィッチ,伊吹星名,964,5
877位,,プリンセス,餃子姫,964,5
878位,,アーチャー,TomoCruise4,964,5
879位,,ランサー,＄槍兵＄,964,5
880位,,武道家,kontyan,964,5
881位,,シーフ,葦嵩,964,5
882位,,ウィザード,武タケル,964,5
883位,,戦士,碧空,964,5
884位,,剣士,ユケス,964,5
885位,,剣士,白丸狼,964,5
886位,,霊術師,♪ズックにロック,963,5
887位,,リトルウィッチ,METALLION,963,5
888位,,リトルウィッチ,お姫ちゃまよん♪,963,5
889位,,武道家,蹴小僧,963,5
890位,,武道家,平成最後の春,963,5
891位,,武道家,これぞ流派,963,5
892位,,ウルフマン,カマセ犬,963,5
893位,,ウィザード,Tiar,963,5
894位,,戦士,けんしくん,963,5
895位,,戦士,のー戦士,963,5
896位,,ビショップ,無転生,963,0
897位,,アルケミスト,かめちゃミスト,962,5
898位,,黒魔術師,ハナピ,962,5
899位,,黒魔術師,れい嬢,962,5
900位,,光奏師,しろりーぬ,962,5
901位,,光奏師,Aioraito,962,5
902位,,霊術師,ﾈｵﾝﾃﾄﾗ,962,5
903位,,悪魔,権謀術数,962,5
904位,,ランサー,キャンドルスピン,962,5
905位,,ランサー,☆海賊√,962,5
906位,,武道家,斗真君,962,5
907位,,追放天使,ひろぽん666,962,5
908位,,ウルフマン,グレープミント,962,5
909位,,戦士,槭凛海,962,5
910位,,剣士,ｶｳﾎﾞｰｲｵﾝｻﾞﾙｰﾌ,962,5
911位,,剣士,臆病なｶｰﾚｯｼﾞ君,962,5
912位,,メイド,☆ﾏﾐﾑﾒｲﾄﾞ☆,961,5
913位,,獣人,ヒカリファイナル,961,5
914位,,闘士,育毛トニック,961,5
915位,,霊術師,てぃんき,961,5
916位,,リトルウィッチ,∮Cocoa∮,961,5
917位,,プリンセス,ｺｽﾓｽ,961,5
918位,,アーチャー,ハッピーパウダー,961,5
919位,,アーチャー,アーティ。,961,5
920位,,ランサー,♪らんラン♪,961,5
921位,,ランサー,♪OCEANS♪,961,5
922位,,ランサー,ﾊﾝﾏｰｶﾝﾏｰ,961,5
923位,,武道家,主席補佐官,961,5
924位,,武道家,ナカリシカ,961,5
925位,,シーフ,〓林武〓,961,5
926位,,追放天使,嵐あらし,961,5
927位,,ウィザード,ﾗｽﾎﾞｽの前は厨ﾎﾞｽ,961,5
928位,,戦士,kekei,961,5
929位,,ランサー,君と私の出会い,961,4
930位,,黒魔術師,冥王リン,961,2
931位,,霊術師,§社長秘書§,960,5
932位,,悪魔,げんこつ隊長,960,5
933位,,リトルウィッチ,かーら∂,960,5
934位,,アーチャー,Laptor,960,5
935位,,ランサー,トヨトヨ,960,5
936位,,ランサー,Juicy☆彡,960,5
937位,,武道家,林ミ方,960,5
938位,,ウィザード,ぽち♂,960,5
939位,,戦士,ryde,960,5
940位,,戦士,norabozu,960,5
941位,,戦士,僕は使えない,960,5
942位,,アルケミスト,天ノ銃,959,5
943位,,霊術師,Lilakugel,959,5
944位,,リトルウィッチ,Xx鬼針おどろxX,959,5
945位,,サマナー,わらぶき,959,5
946位,,サマナー,ジャムぽてと,959,5
947位,,追放天使,みう先輩,959,5
948位,,ウルフマン,おーかみ。,959,5
949位,,剣士,わずん♪,959,5
950位,,剣士,卍俺に任せろ卍,959,4
951位,,アーチャー,おふくさん。,959,0
952位,,アルケミスト,銃砕,958,5
953位,,アルケミスト,見てくるおすぎ,958,5
954位,,黒魔術師,メイチュ,958,5
955位,,獣人,ちょろいやつ,958,5
956位,,獣人,Aウィンリ,958,5
957位,,獣人,ﾊﾝﾏｶﾝﾏ,958,5
958位,,闘士,ふぅりんっ,958,5
959位,,霊術師,Ｐあぶ,958,5
960位,,リトルウィッチ,裏BONUS,958,5
961位,,リトルウィッチ,525ページ,958,5
962位,,リトルウィッチ,みみながにゃんこ,958,5
963位,,プリンセス,るーちぇっ,958,5
964位,,サマナー,＄ジャッカル＄,958,5
965位,,ランサー,akachanhonpo,958,5
966位,,ランサー,これから☆,958,5
967位,,武道家,ⅹ太陽ⅹ,958,5
968位,,シーフ,セッタ14mg,958,5
969位,,ビショップ,うさんぽ～,958,5
970位,,ビショップ,ユスピナ,958,5
971位,,黒魔術師,Cloche,957,5
972位,,ネクロマンサー,Ф青大和Ф,957,5
973位,,ランサー,ringrangrung,957,5
974位,,ランサー,ﾙｲｰｽﾞ,957,5
975位,,ランサー,雪餅草,957,5
976位,,武道家,ZAMORANO,957,5
977位,,ビショップ,リヒエル,957,5
978位,,ビショップ,すきっぷびーと,957,5
979位,,ウルフマン,フォラカ,957,5
980位,,ウルフマン,パパさん１号,957,5
981位,,ウィザード,魔法道長,957,5
982位,,ウィザード,汰久,957,5
983位,,ウィザード,seja世宗,957,5
984位,,戦士,オストヴァルト,957,5
985位,,剣士,２０％読込中,957,5
986位,,ビーストテイマー,ﾋｯｷ-,957,2
987位,,光奏師,絶食系まねき☆,956,5
988位,,霊術師,へル,956,5
989位,,プリンセス,リリルル,956,5
990位,,プリンセス,みくにちゃん,956,5
991位,,サマナー,CandyAlice,956,5
992位,,アーチャー,コーラⅡ,956,5
993位,,ランサー,漂流の槍,956,5
994位,,武道家,☆副隊長☆,956,5
995位,,武道家,うどみょん⇒,956,5
996位,,武道家,ナプル,956,5
997位,,武道家,裕兎,956,5
998位,,武道家,マツブッシー,956,5
999位,,シーフ,ｴｺs忍法使い,956,5
