,-,職業,キャラクター,レベル,転生回数
1,-,,rstesttest,2034,5
2,-,,ベイムババア,1500,5
3,-,,ELGIN,1500,5
4,-,,マヌケ,1500,5
5,-,,きんぎょ。,1500,5
6,-,,レイン,1500,5
7,-,,EternalSky,1462,5
8,-,,Maki_,1456,5
9,-,,ふぁるけってぃあ,1450,5
10,-,,ねるねる,1418,5
11,-,,ぷぴぃ銃,1406,5
12,-,,ぜおにゃん,1397,5
13,-,,ヒママ,1384,5
14,-,,雄出精,1370,5
15,-,,somu,1370,5
16,-,,ぷっしゃー,1369,5
17,-,,ジェノ氏,1367,5
18,-,,向上箱狙いめっち,1366,5
19,-,,くれど,1363,5
20,-,,Lucian,1363,5
21,-,,える嬢,1360,5
22,-,,ヤニカス幼女,1356,5
23,-,,penta,1356,5
24,-,,粉砕の祈り,1355,5
25,-,,もりっしー,1353,5
26,-,,ろばファイア,1352,5
27,-,,リリアート,1352,5
28,-,,まーりも,1351,5
29,-,,しぐっぽい,1349,5
30,-,,akairosignal,1344,5
31,-,,tori3,1342,5
32,-,,マヌケッティア,1340,5
33,-,,パーマ＠,1339,5
34,-,,我物理テイマ,1335,5
35,-,,ンンポポ,1334,5
36,-,,オタマデュクシ,1333,5
37,-,,DORP,1328,5
38,-,,アリスワンダー,1327,5
39,-,,まぁや,1327,5
40,-,,バリルキハノ,1325,5
41,-,,寿司,1325,5
42,-,,wave,1323,5
43,-,,Nanta,1323,5
44,-,,よーいどーん,1316,5
45,-,,成りテイ,1316,5
46,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1313,5
47,-,,古代米。,1313,5
48,-,,Saphir,1312,5
49,-,,雨ラーメン１１,1311,5
50,-,,やまCha☆☆,1310,5
