,-,職業,キャラクター,レベル,転生回数
1,-,,apecano,1500,5
2,-,,レジェンド左橋,1500,5
3,-,,神奈備命,1500,5
4,-,,捨てキング,1500,5
5,-,,黙れドン太郎,1500,5
6,-,,ねこのて,1500,5
7,-,,やわやわ戦車,1500,5
8,-,,あるもんて,1500,5
9,-,,フルーツキャノン,1500,5
10,-,,強キ者,1500,5
11,-,,CIAOちゅ～る,1500,5
12,-,,ぺんぺん,1500,5
13,-,,蒼佑,1500,5
14,-,,舞葵,1500,5
15,-,,甘栗うまい！,1500,5
16,-,,いたさん,1500,5
17,-,,penta,1500,5
18,-,,じゃむにあ,1500,5
19,-,,塵地螺鈿飾剣,1500,5
20,-,,背中の壺【2025】,1500,5
21,-,,shiro,1500,5
22,-,,長浜ラーメン,1500,5
23,-,,キャノかめ,1500,5
24,-,,ELGIN,1500,5
25,-,,鶏白湯ラーメン,1500,5
26,-,,ジェノ氏,1500,5
27,-,,タヌキ,1500,5
28,-,,Saphir,1500,5
29,-,,うるてぃめっと,1500,5
30,-,,そうこみん３,1500,5
31,-,,ぷりちーこ,1500,5
32,-,,家系らーめん,1500,5
33,-,,ぴあどら,1500,5
34,-,,モニモニ,1500,5
35,-,,ζｃanotarosζ,1500,5
36,-,,Maki,1500,5
37,-,,あじまる屋さん,1500,5
38,-,,DEATHNOTE,1500,5
39,-,,パトリック,1500,5
40,-,,みどりん,1500,5
41,-,,ノワール・ヴィ,1500,5
42,-,,takasaki,1500,5
43,-,,non1341,1500,5
44,-,,ドロップに期待,1500,5
45,-,,ソムリエ,1500,5
46,-,,MaLyi,1500,5
47,-,,えるふぁいやー！,1500,5
48,-,,うに姫。,1500,5
49,-,,海月さん,1500,5
50,-,,うーたろう,1500,5
