,-,職業,キャラクター,レベル,転生回数
1,-,,rstesttest,2034,5
2,-,,きんぎょ。,1362,5
3,-,,ベイムババア,1353,5
4,-,,ぜおにゃん,1334,5
5,-,,ふぁるけってぃあ,1306,5
6,-,,EternalSky,1304,5
7,-,,ELGIN,1302,5
8,-,,wave,1293,5
9,-,,のっぽパン,1292,5
10,-,,♯金色夕さま,1288,5
11,-,,芭蕉天ノイ,1280,5
12,-,,赤石ずん子,1276,5
13,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1276,5
14,-,,ジェノ氏,1275,5
15,-,,背中の壺,1265,5
16,-,,akairosignal,1264,5
17,-,,ぷわぷわぽぷら,1261,5
18,-,,撃ち貫くのみ,1260,5
19,-,,Maki_,1260,5
20,-,,える嬢,1259,5
21,-,,でかとまと,1258,5
22,-,,RccA,1257,5
23,-,,ぷぴぃ銃,1257,5
24,-,,somu,1257,5
25,-,,よーいどーん,1256,5
26,-,,ちゃかちか,1255,5
27,-,,さぶる,1255,5
28,-,,undeuxtrois,1255,5
29,-,,風紀委員☆彡,1255,5
30,-,,ヤニカス幼女,1254,5
31,-,,白上のﾊﾟｲﾅｯﾌﾟﾙ,1254,5
32,-,,まるまれん,1253,5
33,-,,しみにー,1253,5
34,-,,ケイ,1253,5
35,-,,アリスワンダー,1253,5
36,-,,アキラ,1253,5
37,-,,エルロン5,1253,5
38,-,,スタンプおぢさん,1252,5
39,-,,helt,1252,5
40,-,,お試し金鯖,1252,5
41,-,,みながわ,1252,5
42,-,,伊右衛門,1252,5
43,-,,なんた,1252,5
44,-,,リコフェリア,1251,5
45,-,,ー雨ー,1251,5
46,-,,エンヘイおね,1251,5
47,-,,ﾓｰﾈﾙ,1251,5
48,-,,トッティ,1251,5
49,-,,あたらし①,1251,5
50,-,,病気のヒペリオン,1251,5
