,-,職業,キャラクター,レベル,転生回数
1,-,,りんじょー,2050,5
2,-,,ぷーちゃん♪,2037,5
3,-,,甘栗うっまW,2035,5
4,-,,カマキリ令嬢,2034,5
5,-,,UnBiR,2034,5
6,-,,§エス§,2032,5
7,-,,sunafu,2031,5
8,-,,野獣パイセン,2031,5
9,-,,ｂｏｗ‐ｗｏｗ,2030,5
10,-,,狼輝,2030,5
11,-,,シル星,2027,5
12,-,,タメヴィアータ。,2025,5
13,-,,風の歌,2023,5
14,-,,Narmaya,2022,5
15,-,,＋カイト＋,2021,5
16,-,,covid,2021,5
17,-,,趣味は・・・矢,2017,5
18,-,,あざといたぬき,2015,5
19,-,,おーいえ,2015,5
20,-,,ψ七ちψ,2013,5
21,-,,はぁ,2012,5
22,-,,DXUキャプテンUSA,2011,5
23,-,,瑞穂りん,2011,5
24,-,,SRカテナイ,2008,5
25,-,,†卍キリト卍†,2007,5
26,-,,ローザパークス,2006,5
27,-,,お～い恋茶,2006,5
28,-,,ひさめっち,2006,5
29,-,,愛犬サクラ,2005,5
30,-,,【ポッセ】,2005,5
31,-,,しらたま団子ＬＬ,2005,5
32,-,,ぼのの,2005,5
33,-,,Saphistia,2005,5
34,-,,アーリア。,2004,5
35,-,,asdcfth,2004,5
36,-,,ﾗｯｷｰﾋﾞｯｷｰ,2004,5
37,-,,黒い白鳥,2003,5
38,-,,なーりー,2003,5
39,-,,Andalusite,2003,5
40,-,,ループド,2003,5
41,-,,おぃ、止まれ！？,2003,5
42,-,,みどり先輩,2003,5
43,-,,お稲成さん,2003,5
44,-,,癒し天使猫姫♂,2002,5
45,-,,シュガ♪,2002,5
46,-,,legel,2002,5
47,-,,琥炭,2002,5
48,-,,〝AIO〟,2002,5
49,-,,君のﾊｰﾄにｽﾞｷｭﾝ,2002,5
50,-,,とろっとろ牛すじ,2002,5
